JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
444,Bachelor's Degree,Science,Distinction,
444,Master's Degree,Technology,Pass,
445,Bachelor's Degree,Science,Distinction,
445,O/L,General,,
446,O/L,Science,Pass,
446,Bachelor's Degree,General,,
446,A/L,,,
447,Master's Degree,Arts,,
447,O/L,General,Merit,
447,A/L,Arts,Merit,
448,Bachelor's Degree,General,,
448,O/L,,Distinction,
449,A/L,,Distinction,
449,Master's Degree,General,Merit,
450,Bachelor's Degree,Science,Distinction,
450,O/L,General,Distinction,
451,Bachelor's Degree,Arts,Merit,
452,O/L,Technology,,
452,A/L,Science,Distinction,
452,Bachelor's Degree,Science,,
453,Bachelor's Degree,Arts,Pass,
454,Bachelor's Degree,Technology,Distinction,
454,A/L,Science,Pass,
455,Master's Degree,Science,Merit,
455,Bachelor's Degree,Commerce,Pass,
455,O/L,Commerce,Distinction,
456,A/L,Science,Pass,
457,O/L,Commerce,Merit,
457,Master's Degree,General,Pass,
457,Bachelor's Degree,Commerce,Distinction,
458,Bachelor's Degree,General,Merit,
458,A/L,Commerce,,
458,Master's Degree,Technology,Distinction,
459,Master's Degree,Commerce,Distinction,
459,O/L,Arts,Merit,
459,Bachelor's Degree,Technology,Pass,
460,Master's Degree,Commerce,Merit,
460,O/L,Arts,,
461,O/L,General,Distinction,
461,Master's Degree,General,Pass,
461,Bachelor's Degree,Arts,,
462,A/L,,Distinction,
462,Master's Degree,Technology,Merit,
462,O/L,Arts,Pass,
463,A/L,Commerce,Pass,
463,Bachelor's Degree,Technology,Pass,
464,Master's Degree,Commerce,Pass,
464,O/L,Science,Pass,
464,A/L,,Pass,
465,Master's Degree,Science,Merit,
466,Master's Degree,Technology,,
466,O/L,General,,
466,A/L,Technology,Merit,
467,Bachelor's Degree,General,Distinction,
467,A/L,Science,,
468,A/L,General,Pass,
468,O/L,Commerce,Merit,
468,Master's Degree,Arts,Merit,
469,Bachelor's Degree,,,
469,O/L,,Merit,
470,Master's Degree,Technology,Pass,
471,O/L,,Distinction,
472,A/L,General,Merit,
472,O/L,Arts,Distinction,
473,A/L,Arts,Merit,
473,Bachelor's Degree,General,Distinction,
473,O/L,Technology,Pass,
474,O/L,Commerce,,
475,Master's Degree,General,Distinction,
475,A/L,,Merit,
476,O/L,Commerce,Pass,
476,Bachelor's Degree,Arts,Pass,
476,Master's Degree,,Merit,
477,A/L,Science,Merit,
477,O/L,,,
477,Master's Degree,,Pass,
478,A/L,,Distinction,
479,A/L,Technology,Distinction,
479,Bachelor's Degree,Science,Merit,
480,A/L,Commerce,Distinction,
481,O/L,Commerce,Distinction,
481,A/L,General,Pass,
481,Master's Degree,General,Distinction,
482,Master's Degree,Science,Distinction,
483,Bachelor's Degree,Science,,
484,Bachelor's Degree,General,Pass,
484,A/L,General,Pass,
484,Master's Degree,General,Merit,
485,O/L,,Merit,
486,A/L,General,Distinction,
487,Bachelor's Degree,,Distinction,
488,A/L,Science,Merit,
488,O/L,Arts,Pass,
488,Bachelor's Degree,Technology,Distinction,
489,A/L,,Merit,
489,Bachelor's Degree,,,
489,Master's Degree,,Pass,
490,O/L,General,Distinction,
491,O/L,Commerce,Merit,
491,Master's Degree,Science,,
492,O/L,General,Distinction,
493,A/L,Arts,,
493,Master's Degree,Commerce,Distinction,
493,O/L,Commerce,Pass,
494,Master's Degree,Technology,Distinction,
494,A/L,Technology,Merit,
495,O/L,,Pass,
495,A/L,Science,,
496,Master's Degree,Arts,,
496,A/L,Arts,Merit,
497,A/L,Technology,Pass,
498,Bachelor's Degree,Arts,Distinction,
499,A/L,General,,
499,Master's Degree,Technology,Pass,
500,O/L,Science,,
500,Bachelor's Degree,Arts,,
500,A/L,Arts,,
501,A/L,Arts,,
501,Bachelor's Degree,Arts,,
502,O/L,Commerce,,
502,Master's Degree,Arts,Merit,
502,Bachelor's Degree,Commerce,Distinction,
503,Master's Degree,General,Pass,
503,Bachelor's Degree,Technology,Pass,
504,O/L,General,,
505,Master's Degree,,Pass,
506,O/L,Commerce,Distinction,
506,Master's Degree,Commerce,Pass,
507,A/L,Science,Merit,
507,Master's Degree,Arts,Merit,
508,Master's Degree,Science,Merit,
508,Bachelor's Degree,Arts,Merit,
508,O/L,,,
509,O/L,Technology,,
509,Master's Degree,Science,Pass,
510,Bachelor's Degree,Arts,Pass,
510,O/L,Science,,
511,A/L,Technology,,
512,Master's Degree,,Merit,
513,Master's Degree,,,
513,Bachelor's Degree,Technology,,
514,Master's Degree,Commerce,,
515,O/L,Science,Distinction,
515,Bachelor's Degree,General,Merit,
516,Bachelor's Degree,Technology,Merit,
516,Master's Degree,Science,Distinction,
516,A/L,Commerce,Merit,
517,A/L,General,,
518,Master's Degree,Technology,Pass,
518,O/L,General,,
519,A/L,Science,,
519,Bachelor's Degree,General,,
519,O/L,Technology,Merit,
520,O/L,Commerce,Distinction,
520,Bachelor's Degree,Science,Merit,
520,A/L,General,,
521,Bachelor's Degree,Commerce,Pass,
522,O/L,Arts,Merit,
523,Bachelor's Degree,Arts,Distinction,
523,O/L,Commerce,Distinction,
524,A/L,Technology,,
525,O/L,Science,,
526,A/L,General,Distinction,
526,Bachelor's Degree,Commerce,Pass,
527,Bachelor's Degree,Technology,,
527,Master's Degree,General,,
527,O/L,Arts,Merit,
528,Bachelor's Degree,Science,Pass,
528,Master's Degree,Technology,Pass,
529,O/L,,,
530,Master's Degree,,Distinction,
531,O/L,Commerce,,
532,O/L,Arts,Distinction,
532,A/L,Science,,
533,Bachelor's Degree,Arts,Pass,
533,A/L,Science,Pass,
533,Master's Degree,Arts,,
534,Bachelor's Degree,Technology,Merit,
534,Master's Degree,Science,,
535,Bachelor's Degree,General,Pass,
535,O/L,Arts,,
535,Master's Degree,General,Distinction,
536,Bachelor's Degree,,Pass,
536,O/L,Commerce,Distinction,
536,Master's Degree,Technology,Pass,
537,Master's Degree,Science,Pass,
537,O/L,,,
538,A/L,Arts,,
538,Bachelor's Degree,Technology,Merit,
538,O/L,Commerce,Distinction,
539,Bachelor's Degree,General,,
539,A/L,Technology,,
539,Master's Degree,Commerce,,
540,O/L,,Distinction,
541,O/L,Science,,
541,Master's Degree,Science,Merit,
541,Bachelor's Degree,Science,,
542,Bachelor's Degree,General,Pass,
542,O/L,,Distinction,
543,A/L,Science,Merit,
543,Bachelor's Degree,Science,Pass,
544,O/L,General,,
545,O/L,Arts,,
546,Master's Degree,Arts,Distinction,
546,A/L,General,Merit,
546,Bachelor's Degree,Arts,Distinction,
547,A/L,General,,
547,O/L,Science,Distinction,
548,A/L,Technology,Distinction,
548,O/L,Technology,,
548,Bachelor's Degree,,Distinction,
549,A/L,Commerce,Merit,
550,Master's Degree,Science,Merit,
550,Bachelor's Degree,General,Distinction,
551,Bachelor's Degree,Commerce,Merit,
551,A/L,Commerce,,
551,O/L,Arts,,
552,Master's Degree,Commerce,Pass,
552,O/L,Science,Merit,
552,Bachelor's Degree,Science,Pass,
553,Master's Degree,Science,Distinction,
553,Bachelor's Degree,,Distinction,
554,Bachelor's Degree,,,
555,Bachelor's Degree,Science,Pass,
555,O/L,Arts,,
555,Master's Degree,General,Pass,
556,A/L,Arts,,
556,Master's Degree,Commerce,Pass,
556,Bachelor's Degree,Commerce,,
557,Master's Degree,,Merit,
558,Master's Degree,Commerce,Pass,
558,A/L,Arts,,
559,Bachelor's Degree,,,
560,Master's Degree,,Distinction,
560,O/L,Technology,,
560,Bachelor's Degree,,Pass,
561,Master's Degree,Commerce,Distinction,
561,O/L,Arts,Distinction,
562,Bachelor's Degree,General,,
563,Master's Degree,Technology,Pass,
563,A/L,Science,,
563,O/L,,Merit,
564,O/L,Science,Merit,
565,Bachelor's Degree,Technology,Distinction,
566,Master's Degree,,Pass,
567,Master's Degree,Commerce,Distinction,
568,Bachelor's Degree,Science,Pass,
568,A/L,,Pass,
569,Bachelor's Degree,Science,Merit,
569,A/L,Commerce,Merit,
569,Master's Degree,Technology,Distinction,
570,Bachelor's Degree,Science,,
570,O/L,,Merit,
570,A/L,Commerce,Distinction,
571,O/L,Science,,
572,O/L,Arts,,
573,A/L,Arts,Merit,
574,A/L,Technology,Merit,
574,Master's Degree,Science,,
574,O/L,Arts,,
575,A/L,Technology,Distinction,
576,O/L,Arts,Merit,
576,A/L,Commerce,Pass,
577,A/L,General,,
578,A/L,General,Merit,
578,Bachelor's Degree,General,Merit,
579,Master's Degree,Commerce,Merit,
579,O/L,Commerce,Merit,
580,A/L,Arts,Merit,
580,O/L,Science,Merit,
581,Bachelor's Degree,Technology,Distinction,
581,A/L,Arts,Merit,
582,Master's Degree,Science,,
582,A/L,,,
583,Bachelor's Degree,Arts,Distinction,
583,A/L,Commerce,Distinction,
584,O/L,Arts,Pass,
585,Master's Degree,Commerce,Merit,
585,O/L,,Distinction,
585,Bachelor's Degree,Technology,Merit,
586,O/L,Technology,,
586,A/L,General,,
587,O/L,Science,Distinction,
587,Bachelor's Degree,General,,
587,A/L,Arts,Merit,
588,Bachelor's Degree,,Merit,
588,O/L,Science,Distinction,
589,A/L,Commerce,,
589,Bachelor's Degree,Arts,,
589,Master's Degree,Technology,,
590,Master's Degree,General,Distinction,
590,A/L,Commerce,Merit,
591,O/L,,,
591,A/L,Technology,,
592,O/L,Science,Merit,
592,A/L,General,,
593,A/L,Technology,Pass,
593,Master's Degree,,Pass,
594,O/L,Science,,
594,A/L,Science,Merit,
595,O/L,General,Distinction,
595,Master's Degree,General,,
595,Bachelor's Degree,Technology,,
596,A/L,General,Distinction,
596,Bachelor's Degree,Commerce,Distinction,
597,A/L,Arts,Pass,
598,Master's Degree,Commerce,,
598,O/L,Science,,
599,A/L,Science,Distinction,
600,A/L,Technology,,
600,Bachelor's Degree,Technology,Merit,
601,Bachelor's Degree,Science,Distinction,
601,A/L,Arts,Merit,
602,Master's Degree,Arts,Pass,
603,Master's Degree,Science,Pass,
604,Bachelor's Degree,,,
605,O/L,Commerce,Pass,
605,A/L,General,Pass,
606,O/L,Technology,Pass,
606,A/L,Technology,,
607,O/L,Arts,Pass,
607,Master's Degree,Commerce,Merit,
608,Bachelor's Degree,Technology,,
608,Master's Degree,General,Distinction,
609,Bachelor's Degree,Commerce,Pass,
609,A/L,,Distinction,
609,O/L,Technology,Pass,
610,O/L,Commerce,,
610,A/L,Commerce,,
611,Bachelor's Degree,Science,Merit,
611,O/L,Commerce,,
611,A/L,Science,Merit,
612,Master's Degree,Science,Distinction,
612,O/L,Technology,Merit,
613,Bachelor's Degree,Commerce,Pass,
613,O/L,Technology,Merit,
613,Master's Degree,Commerce,Distinction,
614,A/L,Commerce,Merit,
615,Master's Degree,Commerce,Pass,
615,O/L,General,,
615,Bachelor's Degree,Technology,Distinction,
616,O/L,Commerce,,
616,Bachelor's Degree,Arts,Distinction,
617,A/L,General,Pass,
617,Bachelor's Degree,Science,Merit,
617,Master's Degree,Commerce,Distinction,
618,O/L,Technology,,
619,A/L,General,,
620,O/L,Commerce,Merit,
621,A/L,Arts,Pass,
621,O/L,Commerce,Distinction,
621,Master's Degree,Arts,Pass,
622,O/L,General,Pass,
622,Bachelor's Degree,Arts,Pass,
623,A/L,Technology,Merit,
624,O/L,Science,Merit,
624,Bachelor's Degree,General,Merit,
624,Master's Degree,Arts,,
625,O/L,Science,,
625,Master's Degree,Arts,Distinction,
626,O/L,Technology,Merit,
627,Bachelor's Degree,Arts,Distinction,
628,Master's Degree,,,
628,Bachelor's Degree,General,,
629,Master's Degree,Science,Pass,
629,A/L,Science,Merit,
630,O/L,General,,
630,Master's Degree,Arts,Merit,
630,A/L,General,Merit,
631,O/L,Science,Distinction,
631,Bachelor's Degree,Science,Distinction,
631,A/L,Arts,,
632,Bachelor's Degree,General,,
632,Master's Degree,General,Pass,
633,O/L,,Pass,
633,A/L,Commerce,Pass,
634,Master's Degree,Technology,Merit,
635,Bachelor's Degree,,Distinction,
635,O/L,General,Pass,
635,A/L,Arts,,
636,Master's Degree,Technology,Pass,
636,Bachelor's Degree,General,Distinction,
637,Bachelor's Degree,Science,,
637,A/L,Commerce,Distinction,
637,O/L,Science,Pass,
638,Bachelor's Degree,,Merit,
639,Bachelor's Degree,,Distinction,
639,O/L,General,,
639,Master's Degree,Commerce,Distinction,
640,Bachelor's Degree,Technology,Pass,
641,O/L,General,Distinction,
642,A/L,Technology,,
643,Master's Degree,,Merit,
643,Bachelor's Degree,Arts,Distinction,
644,Master's Degree,Technology,Pass,
644,A/L,,,
645,A/L,Arts,Merit,
645,Bachelor's Degree,Commerce,Distinction,
646,A/L,,Pass,
646,Bachelor's Degree,General,Pass,
647,O/L,,Distinction,
647,Master's Degree,Commerce,Distinction,
647,A/L,,Merit,
648,Master's Degree,,,
648,A/L,Science,Distinction,
649,A/L,Science,Merit,
650,A/L,General,Distinction,
650,O/L,General,Distinction,
651,A/L,Arts,Pass,
652,A/L,Technology,Pass,
652,Bachelor's Degree,Science,Distinction,
653,O/L,Technology,Distinction,
654,Bachelor's Degree,Technology,Distinction,
654,A/L,General,,
654,Master's Degree,Technology,,
655,Master's Degree,Technology,Pass,
656,A/L,Commerce,,
656,Master's Degree,General,Distinction,
656,O/L,Arts,Pass,
657,O/L,Science,Distinction,
658,A/L,Science,Distinction,
659,Bachelor's Degree,,Merit,
660,Master's Degree,Arts,Distinction,
660,A/L,,Pass,
660,Bachelor's Degree,Arts,,
661,O/L,Technology,,
661,Master's Degree,General,Merit,
662,O/L,Science,Distinction,
663,A/L,General,Pass,
663,Master's Degree,General,Merit,
663,Bachelor's Degree,General,Pass,
664,A/L,Commerce,Merit,
664,Bachelor's Degree,Commerce,,
665,Bachelor's Degree,Science,Distinction,
665,A/L,General,Distinction,
665,Master's Degree,General,Pass,
666,Bachelor's Degree,Science,Merit,
666,A/L,General,Merit,
666,Master's Degree,General,,
667,Master's Degree,Arts,Merit,
667,Bachelor's Degree,Commerce,Distinction,
667,A/L,,Distinction,
668,Master's Degree,Technology,Merit,
669,Master's Degree,General,Pass,
670,O/L,General,Distinction,
670,Bachelor's Degree,,Distinction,
670,A/L,Commerce,Distinction,
671,Bachelor's Degree,General,Pass,
671,Master's Degree,Arts,Merit,
672,A/L,General,Merit,
672,Master's Degree,Science,,
672,O/L,Technology,Distinction,
673,Master's Degree,,Merit,
673,Bachelor's Degree,General,Pass,
673,O/L,,Merit,
674,A/L,Science,Pass,
674,O/L,,Merit,
674,Bachelor's Degree,General,Merit,
675,A/L,,,
676,A/L,Technology,Merit,
676,Bachelor's Degree,Commerce,Merit,
677,O/L,Technology,,
677,Master's Degree,Arts,Pass,
678,Master's Degree,Technology,Merit,
679,A/L,,Merit,
679,Bachelor's Degree,Technology,Pass,
679,O/L,Arts,Distinction,
680,O/L,General,Pass,
681,Bachelor's Degree,Technology,Distinction,
682,Master's Degree,,Merit,
682,Bachelor's Degree,Commerce,,
682,A/L,Science,Merit,
683,Bachelor's Degree,Arts,Merit,
684,Bachelor's Degree,Science,Merit,
684,A/L,Science,Merit,
684,O/L,Science,,
685,Bachelor's Degree,Arts,Pass,
685,A/L,Commerce,Distinction,
685,Master's Degree,Technology,Distinction,
686,Master's Degree,Technology,Pass,
687,O/L,Technology,Merit,
688,A/L,Science,,
689,O/L,Arts,Pass,
690,Master's Degree,Arts,Distinction,
690,Bachelor's Degree,General,Distinction,
691,A/L,,Distinction,
691,Master's Degree,,Pass,
691,Bachelor's Degree,Science,Pass,
692,Master's Degree,Science,Distinction,
693,O/L,Arts,Pass,
693,Master's Degree,Science,Pass,
694,Master's Degree,General,,
695,A/L,,Merit,
695,Master's Degree,Technology,Distinction,
696,Bachelor's Degree,Technology,,
697,Master's Degree,,Distinction,
698,Master's Degree,Arts,,
698,A/L,Commerce,Distinction,
699,Master's Degree,Commerce,Merit,
700,Bachelor's Degree,Technology,Distinction,
700,A/L,Commerce,Pass,
700,O/L,General,Merit,
701,Master's Degree,Commerce,Merit,
701,A/L,General,,
702,O/L,Arts,Distinction,
702,Master's Degree,Science,Merit,
703,Master's Degree,Commerce,Merit,
704,O/L,Technology,Merit,
704,A/L,Commerce,Pass,
704,Bachelor's Degree,Arts,Pass,
705,A/L,Commerce,,
705,Master's Degree,Science,,
705,Bachelor's Degree,General,,
706,Bachelor's Degree,Technology,,
707,O/L,Technology,Distinction,
708,Bachelor's Degree,Arts,Pass,
709,O/L,,,
709,A/L,Arts,Pass,
709,Bachelor's Degree,Arts,Pass,
710,Master's Degree,Technology,,
710,A/L,Science,Distinction,
711,A/L,General,Distinction,
712,O/L,Technology,Distinction,
712,Bachelor's Degree,,Distinction,
713,A/L,Commerce,Merit,
713,Bachelor's Degree,,Distinction,
713,O/L,Technology,,
714,Master's Degree,,Distinction,
714,Bachelor's Degree,General,,
715,Bachelor's Degree,Science,Merit,
716,O/L,General,,
717,O/L,General,,
718,A/L,Science,,
718,O/L,Science,Pass,
718,Master's Degree,,Pass,
719,O/L,Commerce,Merit,
720,O/L,General,Pass,
721,A/L,Commerce,Merit,
721,O/L,Commerce,Merit,
721,Bachelor's Degree,General,Pass,
722,Master's Degree,Arts,Pass,
722,Bachelor's Degree,Technology,Pass,
723,Bachelor's Degree,Technology,,
723,Master's Degree,Science,Pass,
723,O/L,General,Merit,
724,O/L,Science,,
725,A/L,Science,Pass,
725,Bachelor's Degree,Science,Merit,
726,Master's Degree,Technology,Merit,
727,A/L,Science,,
728,O/L,Commerce,,
728,Master's Degree,General,Distinction,
729,O/L,Commerce,Merit,
729,Bachelor's Degree,,Pass,
730,A/L,General,,
730,Master's Degree,Science,Distinction,
731,O/L,Arts,Pass,
731,A/L,General,,
732,O/L,General,Merit,
732,A/L,General,,
732,Bachelor's Degree,Commerce,Distinction,
733,Master's Degree,Arts,Distinction,
734,Master's Degree,General,Distinction,
735,Bachelor's Degree,General,,
735,Master's Degree,Science,,
735,O/L,Science,Pass,
736,Bachelor's Degree,Science,Pass,
737,Bachelor's Degree,Arts,,
738,Master's Degree,,Pass,
738,O/L,Science,Pass,
739,A/L,Technology,Merit,
739,O/L,Science,Distinction,
739,Bachelor's Degree,General,Merit,
740,Master's Degree,Science,Distinction,
741,A/L,Technology,Merit,
741,Bachelor's Degree,Science,Merit,
742,A/L,Science,,
742,Master's Degree,Technology,Merit,
743,Master's Degree,Commerce,Distinction,
744,Bachelor's Degree,,Distinction,
744,A/L,General,,
745,O/L,,Distinction,
745,A/L,General,Pass,
746,Master's Degree,General,Merit,
746,O/L,Commerce,,
746,Bachelor's Degree,General,Distinction,
747,O/L,Arts,Distinction,
747,Master's Degree,,Merit,
748,A/L,,,
748,O/L,,Merit,
748,Master's Degree,Science,,
749,Master's Degree,Arts,Merit,
749,Bachelor's Degree,Technology,,
750,O/L,Commerce,Pass,
750,A/L,General,,
751,A/L,Commerce,,
751,Bachelor's Degree,,Pass,
751,Master's Degree,Arts,Distinction,
752,Bachelor's Degree,Arts,Pass,
753,Bachelor's Degree,Technology,Distinction,
753,Master's Degree,General,Pass,
754,O/L,Arts,Pass,
754,Bachelor's Degree,General,Merit,
754,Master's Degree,Science,Distinction,
755,Master's Degree,Commerce,,
756,A/L,Technology,Distinction,
757,Master's Degree,Science,Distinction,
757,Bachelor's Degree,Science,Merit,
757,O/L,Science,Merit,
758,Master's Degree,Arts,Distinction,
759,A/L,Science,,
760,Bachelor's Degree,Science,,
760,A/L,Commerce,Merit,
760,O/L,Science,Pass,
761,Bachelor's Degree,Commerce,Distinction,
761,Master's Degree,Commerce,Distinction,
761,A/L,Technology,Merit,
762,O/L,,Merit,
762,A/L,Technology,Pass,
762,Master's Degree,Commerce,Merit,
763,O/L,Science,Distinction,
763,Bachelor's Degree,General,Merit,
764,Master's Degree,Arts,Distinction,
764,Bachelor's Degree,General,,
765,A/L,Technology,Distinction,
765,Bachelor's Degree,Science,Pass,
765,O/L,Commerce,Pass,
766,Master's Degree,Technology,,
766,A/L,Arts,Merit,
766,O/L,Technology,Pass,
767,A/L,Science,Distinction,
767,Master's Degree,,Pass,
768,A/L,Technology,Merit,
768,Master's Degree,General,Merit,
769,A/L,Science,Pass,
769,O/L,Arts,Merit,
770,O/L,General,Distinction,
771,Master's Degree,,Distinction,
771,A/L,Technology,Distinction,
772,A/L,Commerce,Distinction,
773,Bachelor's Degree,Technology,,
773,A/L,General,Pass,
773,O/L,Arts,Merit,
774,Master's Degree,Arts,,
774,O/L,,,
774,A/L,Science,,
775,Master's Degree,Science,Pass,
776,Master's Degree,Commerce,Merit,
776,Bachelor's Degree,Science,Merit,
777,O/L,General,Pass,
778,A/L,,Distinction,
778,Master's Degree,,,
778,O/L,Commerce,Distinction,
779,A/L,Commerce,,
780,Master's Degree,Arts,Merit,
780,O/L,,,
780,A/L,General,,
781,O/L,Commerce,Pass,
782,Master's Degree,Arts,Merit,
783,Master's Degree,Technology,Pass,
783,A/L,Technology,,
783,Bachelor's Degree,Commerce,Merit,
784,O/L,Commerce,Distinction,
785,Master's Degree,Technology,Pass,
786,Bachelor's Degree,,Distinction,
786,A/L,Commerce,,
787,O/L,Science,Merit,
787,Master's Degree,Arts,Merit,
787,A/L,Commerce,,
788,Master's Degree,Technology,Merit,
789,Master's Degree,Technology,Distinction,
789,O/L,Technology,,
790,A/L,,Merit,
791,Master's Degree,Commerce,Merit,
791,Bachelor's Degree,Arts,Merit,
792,Bachelor's Degree,Commerce,Merit,
792,Master's Degree,General,Merit,
792,A/L,Commerce,,
793,Bachelor's Degree,Commerce,Pass,
794,O/L,Science,,
795,O/L,Science,Merit,
795,A/L,Commerce,Pass,
795,Bachelor's Degree,Technology,,
796,Bachelor's Degree,,Pass,
797,O/L,Technology,Merit,
797,A/L,Arts,Merit,
797,Master's Degree,Commerce,,
798,Master's Degree,Technology,,
798,O/L,,Pass,
798,Bachelor's Degree,Commerce,Merit,
799,A/L,General,Merit,
799,Bachelor's Degree,,Merit,
800,O/L,Technology,Merit,
801,A/L,Arts,,
801,Master's Degree,Arts,,
802,Bachelor's Degree,General,,
802,Master's Degree,,Merit,
803,Bachelor's Degree,Science,Pass,
803,O/L,General,Merit,
804,Bachelor's Degree,Technology,Distinction,
804,A/L,General,Distinction,
804,Master's Degree,General,Pass,
805,O/L,Technology,Merit,
805,Bachelor's Degree,Science,Pass,
806,O/L,Commerce,,
806,A/L,General,,
806,Bachelor's Degree,Commerce,Merit,
807,Master's Degree,Commerce,Merit,
807,Bachelor's Degree,Commerce,Distinction,
808,O/L,Commerce,,
809,Master's Degree,Technology,,
809,O/L,Science,,
810,Bachelor's Degree,Science,Pass,
810,O/L,General,,
