PersonalID,QualificationType,CourseName,University,Year,Result
8801,Higher Diploma,Business Advanced,University of Kelaniya,2010,
8802,BSc,Business Elite,Open University of Sri Lanka,1993,Pass
8805,MSc,Business Global,University of Colombo,2007,First Class
8809,Diploma,Accounting Advanced,University of Kelaniya,2017,Pass
8809,MSc,Engineering Tech,Open University of Sri Lanka,2012,Second Lower
8809,BA,Hospitality National,Open University of Sri Lanka,2013,Pass
8819,BSc,Computer Science Global,NSBM Green University,1998,Merit
8829,BSc,Engineering International,NSBM Green University,2016,Merit
8832,Diploma,Engineering Elite,Eastern University,2025,
8834,BA,Engineering Advanced,NSBM Green University,2001,Second Lower
8835,BA,Accounting Advanced,Eastern University,2003,Pass
8843,Higher Diploma,Business National,University of Kelaniya,1996,Second Lower
8849,BA,Engineering Advanced,Open University of Sri Lanka,1984,Second Upper
8849,MSc,Nursing Advanced,University of Sri Jayewardenepura,1984,Merit
8849,BA,Engineering Tech,Eastern University,1980,Second Lower
8853,BSc,Engineering Advanced,University of Colombo,1997,First Class
8857,Higher Diploma,Business Advanced,University of Colombo,2021,
8860,BA,Nursing National,University of Moratuwa,1992,
8860,BA,Accounting International,Eastern University,2007,First Class
8879,Higher Diploma,Accounting Premier,Open University of Sri Lanka,2024,First Class
8889,Diploma,Nursing Advanced,Open University of Sri Lanka,2012,
8911,BA,Nursing Premier,University of Peradeniya,1985,Second Lower
8914,BSc,Computer Science Advanced,University of Colombo,2023,Second Lower
8917,MSc,Accounting National,Eastern University,1981,
8924,MSc,Computer Science Tech,University of Moratuwa,1991,Second Upper
8930,MSc,Nursing Global,University of Ruhuna,2002,Second Lower
8931,BSc,Hospitality Premier,University of Colombo,2022,Second Lower
8933,Diploma,Engineering National,University of Sri Jayewardenepura,1983,Second Upper
8933,Higher Diploma,Business Premier,Open University of Sri Lanka,2016,Merit
8934,MSc,Computer Science Global,University of Colombo,2017,Second Lower
8938,BSc,Accounting Global,University of Moratuwa,2019,First Class
8938,BA,Business Tech,University of Peradeniya,2016,Second Lower
8940,MSc,Computer Science Elite,University of Ruhuna,1991,First Class
8948,BSc,Business Advanced,University of Peradeniya,2020,Second Upper
8961,Diploma,Business Advanced,SLIIT,2021,Second Upper
8968,MSc,Computer Science Premier,University of Sri Jayewardenepura,2025,Pass
8974,BSc,Accounting National,University of Colombo,1981,Second Lower
8975,Higher Diploma,Business National,University of Colombo,1997,Pass
8979,Higher Diploma,Engineering Global,Open University of Sri Lanka,2017,
8989,BSc,Nursing Elite,SLIIT,1993,Second Lower
8989,MSc,Accounting Advanced,University of Ruhuna,1993,Second Upper
9021,BA,Engineering Tech,University of Kelaniya,2007,First Class
9031,BA,Business Tech,University of Kelaniya,1981,
9038,Higher Diploma,Nursing Advanced,University of Ruhuna,2015,Merit
9038,BSc,Nursing Tech,University of Colombo,2013,
9038,Higher Diploma,Accounting Elite,Open University of Sri Lanka,2023,First Class
9040,MSc,Engineering National,SLIIT,1996,First Class
9045,Diploma,Hospitality Global,NSBM Green University,2018,Second Upper
9049,BSc,Computer Science Global,University of Sri Jayewardenepura,1987,Merit
9062,MSc,Business Global,University of Peradeniya,1980,First Class
9063,MSc,Computer Science National,University of Moratuwa,2004,First Class
9079,Higher Diploma,Nursing Advanced,University of Kelaniya,2013,Second Lower
9079,Higher Diploma,Engineering National,Open University of Sri Lanka,1996,First Class
9088,BSc,Business Premier,NSBM Green University,1988,Merit
9089,BSc,Nursing Advanced,University of Peradeniya,2018,First Class
9100,Higher Diploma,Accounting Global,University of Colombo,1985,Second Upper
9114,BA,Computer Science International,University of Peradeniya,1982,Second Lower
9119,BA,Business Advanced,University of Colombo,2017,
9129,Diploma,Nursing Global,SLIIT,1991,Pass
9131,Higher Diploma,Nursing Global,Open University of Sri Lanka,2016,Second Lower
9131,Higher Diploma,Engineering International,SLIIT,2015,Second Lower
9140,Higher Diploma,Computer Science Global,Open University of Sri Lanka,2009,First Class
9141,Diploma,Engineering Global,University of Peradeniya,2006,First Class
9141,Higher Diploma,Engineering Global,University of Kelaniya,2005,Second Upper
9141,Higher Diploma,Engineering Advanced,Open University of Sri Lanka,2010,Merit
9146,Diploma,Accounting Global,University of Moratuwa,1989,Merit
9147,BSc,Accounting Premier,University of Peradeniya,2019,Pass
9159,MSc,Nursing National,Eastern University,1998,Merit
9167,BSc,Computer Science Elite,University of Sri Jayewardenepura,2001,First Class
9172,Higher Diploma,Accounting Tech,University of Ruhuna,1980,Pass
9176,MSc,Nursing National,SLIIT,2015,Second Upper
9176,BA,Computer Science International,NSBM Green University,2001,First Class
9177,Higher Diploma,Hospitality International,University of Peradeniya,1991,Merit
9177,BSc,Engineering Advanced,University of Moratuwa,2017,Merit
9188,Higher Diploma,Computer Science Premier,SLIIT,2000,Pass
9203,MSc,Engineering Premier,University of Moratuwa,2011,Merit
9206,MSc,Accounting National,University of Sri Jayewardenepura,2004,
9206,Higher Diploma,Computer Science Advanced,University of Peradeniya,1988,Second Upper
9210,Higher Diploma,Computer Science National,Eastern University,1994,Merit
9215,BSc,Hospitality Global,University of Ruhuna,1981,Pass
9215,BSc,Nursing Global,University of Sri Jayewardenepura,2014,Pass
9221,BA,Accounting National,Eastern University,2001,First Class
9222,BA,Business Premier,University of Sri Jayewardenepura,2010,Pass
9238,Higher Diploma,Business Global,University of Ruhuna,2013,Second Upper
9240,Diploma,Computer Science International,University of Peradeniya,2000,Second Lower
9250,MSc,Accounting National,University of Moratuwa,1981,Second Lower
9252,MSc,Engineering International,University of Colombo,2018,Merit
9256,BA,Engineering Elite,Open University of Sri Lanka,2020,Pass
9264,MSc,Hospitality Tech,University of Peradeniya,2019,First Class
9266,Higher Diploma,Engineering Elite,University of Colombo,1986,
9277,BA,Nursing Elite,University of Sri Jayewardenepura,2019,Second Lower
9285,BSc,Computer Science Global,Open University of Sri Lanka,1996,Merit
9288,Higher Diploma,Engineering Tech,NSBM Green University,1981,Pass
9300,BA,Engineering Tech,University of Kelaniya,1982,
9300,BSc,Engineering Premier,University of Kelaniya,2020,
9310,BSc,Business Tech,University of Moratuwa,2002,Second Upper
9314,BA,Computer Science Global,Open University of Sri Lanka,1986,Second Upper
9318,BA,Business Premier,University of Colombo,2008,First Class
9321,BA,Engineering Premier,SLIIT,2020,
9322,BSc,Business Tech,University of Peradeniya,2001,Second Upper
9323,BA,Business International,NSBM Green University,2016,Second Upper
9327,Diploma,Engineering International,Eastern University,2008,Pass
9335,MSc,Computer Science National,University of Colombo,2010,First Class
9337,Higher Diploma,Business Tech,University of Moratuwa,2013,First Class
9348,Higher Diploma,Computer Science Advanced,University of Kelaniya,2023,First Class
9356,Diploma,Accounting Elite,University of Sri Jayewardenepura,2006,
9356,BSc,Accounting International,University of Colombo,1992,Pass
9362,MSc,Nursing National,University of Kelaniya,2002,Merit
9362,Higher Diploma,Hospitality Elite,University of Colombo,2019,Merit
9362,BSc,Business National,University of Sri Jayewardenepura,2008,Second Lower
9364,MSc,Business Elite,University of Colombo,1994,Second Upper
9376,Diploma,Hospitality Global,University of Kelaniya,1992,
9381,BSc,Business National,SLIIT,1981,
9385,BA,Accounting Elite,University of Kelaniya,1982,Second Lower
9390,BSc,Hospitality International,Open University of Sri Lanka,2012,
9390,Higher Diploma,Business Advanced,SLIIT,2014,First Class
9390,Higher Diploma,Computer Science Tech,University of Sri Jayewardenepura,2025,First Class
9395,Diploma,Hospitality Global,University of Kelaniya,2008,First Class
9395,MSc,Computer Science International,SLIIT,1980,Second Lower
9396,MSc,Engineering Global,NSBM Green University,1998,Pass
9403,Diploma,Engineering Global,SLIIT,1992,Second Lower
9424,MSc,Business National,NSBM Green University,2024,Pass
9432,Diploma,Accounting Global,NSBM Green University,2015,Second Lower
9433,BSc,Hospitality Global,Eastern University,2003,Second Upper
9433,Higher Diploma,Computer Science Advanced,SLIIT,2009,Second Upper
9437,Diploma,Accounting Global,University of Colombo,2010,Pass
9437,MSc,Business National,University of Ruhuna,1982,
9437,BA,Accounting National,University of Moratuwa,2012,
9438,MSc,Engineering National,University of Peradeniya,2015,Pass
9439,BSc,Engineering International,University of Kelaniya,1991,First Class
9444,Diploma,Hospitality International,University of Kelaniya,2011,Second Lower
9447,Diploma,Computer Science Elite,University of Moratuwa,2011,Second Upper
9451,Diploma,Hospitality Advanced,University of Peradeniya,1996,Second Upper
9455,Diploma,Accounting Global,NSBM Green University,2001,Merit
9463,Diploma,Hospitality Premier,Open University of Sri Lanka,2012,Pass
9464,Diploma,Business Global,University of Sri Jayewardenepura,2021,
9470,MSc,Accounting Global,Eastern University,1992,Second Upper
9470,MSc,Accounting Premier,Open University of Sri Lanka,1995,Second Lower
9475,BSc,Business Tech,University of Ruhuna,2009,First Class
9484,MSc,Engineering National,NSBM Green University,2005,Pass
9485,BA,Nursing Tech,University of Sri Jayewardenepura,1982,Second Upper
9502,MSc,Engineering Tech,University of Moratuwa,2004,Pass
9513,MSc,Engineering Premier,SLIIT,1986,
9514,BA,Business Advanced,NSBM Green University,2002,First Class
9516,Diploma,Computer Science Advanced,SLIIT,1993,
9519,BSc,Accounting Advanced,University of Sri Jayewardenepura,1987,
9524,MSc,Accounting Advanced,University of Moratuwa,1998,
9531,BA,Hospitality Elite,University of Kelaniya,2016,
9534,BSc,Accounting National,University of Kelaniya,2014,First Class
9536,BSc,Accounting International,University of Kelaniya,1980,Second Upper
9558,MSc,Engineering International,University of Ruhuna,2008,Pass
9566,BSc,Nursing Elite,University of Sri Jayewardenepura,1987,Second Lower
9568,Higher Diploma,Accounting Premier,NSBM Green University,1980,Second Lower
9569,BSc,Accounting Advanced,Eastern University,2015,Second Lower
9569,BSc,Hospitality Premier,SLIIT,2001,Second Lower
9569,BSc,Accounting National,Open University of Sri Lanka,2025,
9572,BSc,Hospitality National,University of Colombo,1982,Pass
9572,Diploma,Business International,University of Ruhuna,1994,Merit
9572,Higher Diploma,Computer Science Global,SLIIT,2001,Pass
9578,Diploma,Computer Science International,University of Kelaniya,1982,Pass
9586,BSc,Computer Science Advanced,University of Sri Jayewardenepura,2025,First Class
9587,Diploma,Business National,University of Colombo,2019,Second Lower
9595,MSc,Accounting Global,Open University of Sri Lanka,2002,Second Lower
9595,Higher Diploma,Nursing Tech,University of Ruhuna,1980,Pass
9604,BSc,Accounting Global,University of Ruhuna,2022,
9606,MSc,Hospitality Global,University of Ruhuna,2003,Merit
9607,Higher Diploma,Nursing Premier,University of Kelaniya,2025,Second Upper
9607,BA,Accounting Advanced,University of Moratuwa,2021,Second Lower
9621,Higher Diploma,Hospitality Global,SLIIT,1986,Second Upper
9647,MSc,Computer Science Tech,University of Moratuwa,2021,First Class
9649,BSc,Nursing Advanced,University of Peradeniya,2012,First Class
9656,MSc,Business Tech,University of Ruhuna,1999,Second Lower
9663,BA,Business Premier,University of Colombo,2010,Pass
9663,BSc,Business National,NSBM Green University,2018,Second Lower
9666,Higher Diploma,Computer Science National,SLIIT,1991,
9679,Diploma,Computer Science Global,University of Ruhuna,1993,Second Lower
9688,BSc,Hospitality National,University of Sri Jayewardenepura,2002,
9697,Diploma,Accounting Global,University of Ruhuna,2012,Second Lower
9715,MSc,Hospitality Elite,University of Ruhuna,2014,Second Lower
9730,Diploma,Hospitality Advanced,University of Moratuwa,2009,Second Upper
9730,Diploma,Accounting Tech,University of Colombo,1990,First Class
9730,BA,Nursing Global,NSBM Green University,1997,Merit
9750,Diploma,Engineering International,NSBM Green University,1982,Second Upper
9750,Diploma,Hospitality National,University of Colombo,1984,
9775,BSc,Nursing Advanced,University of Sri Jayewardenepura,1980,First Class
9775,BA,Nursing National,NSBM Green University,1992,Second Upper
9776,Diploma,Computer Science Tech,University of Ruhuna,2016,First Class
9776,BA,Computer Science Global,Open University of Sri Lanka,2006,Second Upper
9776,Diploma,Hospitality Tech,University of Peradeniya,2008,Second Lower
9779,Diploma,Business Global,University of Peradeniya,2024,Pass
9781,Higher Diploma,Nursing National,University of Sri Jayewardenepura,1998,
9788,BSc,Nursing National,SLIIT,2015,First Class
9793,MSc,Hospitality International,University of Kelaniya,1991,Second Upper
9822,Higher Diploma,Nursing Global,University of Moratuwa,1994,First Class
9830,Higher Diploma,Computer Science Global,Open University of Sri Lanka,1985,First Class
9838,Diploma,Nursing Premier,University of Kelaniya,2003,First Class
9838,BSc,Computer Science Tech,Eastern University,1990,Second Lower
9839,Higher Diploma,Engineering International,University of Ruhuna,1990,Second Lower
9839,MSc,Engineering Advanced,University of Ruhuna,2012,Second Upper
9842,BA,Computer Science National,University of Peradeniya,2001,First Class
9860,MSc,Nursing Advanced,University of Kelaniya,2020,First Class
9864,Higher Diploma,Computer Science Premier,University of Sri Jayewardenepura,2016,Second Lower
9868,Diploma,Hospitality Tech,University of Moratuwa,1992,Merit
9870,Higher Diploma,Business Premier,University of Colombo,1987,Pass
9871,BSc,Nursing Premier,University of Colombo,2025,Merit
9874,BA,Business Premier,NSBM Green University,2005,Pass
9881,BA,Nursing Tech,University of Moratuwa,2021,Second Upper
9893,Diploma,Hospitality National,NSBM Green University,1988,Pass
9893,Diploma,Computer Science Global,University of Ruhuna,1988,
9905,BA,Accounting Elite,University of Colombo,1987,Merit
9905,MSc,Accounting Premier,University of Kelaniya,1999,Second Upper
9912,BSc,Engineering Premier,Open University of Sri Lanka,2002,
9918,BA,Hospitality National,University of Colombo,2000,First Class
9919,Diploma,Engineering Elite,University of Kelaniya,2009,Second Upper
9920,Diploma,Nursing Advanced,NSBM Green University,1990,First Class
9928,Diploma,Business Premier,Open University of Sri Lanka,2018,
9928,MSc,Accounting Premier,University of Moratuwa,2010,Second Upper
9928,MSc,Nursing Advanced,University of Kelaniya,1992,Merit
9935,Diploma,Business Global,NSBM Green University,2008,Pass
9937,BA,Engineering Premier,NSBM Green University,2020,Second Lower
9941,Higher Diploma,Nursing International,Open University of Sri Lanka,1995,Merit
9948,Higher Diploma,Computer Science Elite,NSBM Green University,1989,Pass
9951,BSc,Hospitality Global,University of Peradeniya,1989,Second Upper
9953,BA,Hospitality Elite,University of Moratuwa,1985,Merit
9957,BSc,Business Premier,SLIIT,2014,
9964,Diploma,Engineering International,University of Colombo,1993,Second Lower
9975,Higher Diploma,Hospitality National,University of Ruhuna,2000,Second Upper
9978,Diploma,Computer Science National,University of Ruhuna,2004,Merit
9978,Diploma,Hospitality Advanced,Open University of Sri Lanka,1996,Merit
9992,Higher Diploma,Hospitality International,Eastern University,2023,First Class
9993,MSc,Nursing Premier,Eastern University,1984,
9997,Higher Diploma,Engineering International,University of Kelaniya,2020,
9998,MSc,Computer Science Premier,Open University of Sri Lanka,1997,Second Upper
9999,Diploma,Engineering Global,Eastern University,1981,Merit
9999,Diploma,Hospitality International,NSBM Green University,1994,Merit
