ContractID,ApplicationID,JobID,PersonalID,ContractNumber,ContractStartDate,ContractEndDate,RenewalEligible,ContractStatus,SignedDate,Remarks
287,976,887,336,C0000287,2025-05-10,2027-04-20,1,Active,2025-05-10,Housing Provided
288,977,4640,336,C0000288,2025-03-21,2026-11-17,0,Active,2025-03-21,SLBFE Standard Contract
289,978,2083,337,C0000289,2025-08-27,2027-03-16,1,Active,2025-08-27,Travel Allowance
290,980,2125,338,C0000290,2025-10-20,2026-06-27,0,Active,2025-10-20,Fixed-Term
291,982,226,339,C0000291,2025-05-02,2025-06-12,0,Active,2025-05-02,Housing Provided
292,983,2100,339,C0000292,2025-09-08,2026-01-18,0,Active,2025-09-08,Fixed-Term
293,985,4109,340,C0000293,2025-08-25,2026-02-26,0,Active,2025-08-25,Fixed-Term
294,992,4392,343,C0000294,2025-04-14,2027-04-30,1,Active,2025-04-14,SLBFE Standard Contract
295,996,4606,346,C0000295,2026-03-14,2026-05-07,1,Active,2026-03-14,SLBFE Standard Contract
296,999,3856,347,C0000296,2025-10-26,2026-02-18,1,Active,2025-10-26,SLBFE Standard Contract
297,1000,717,347,C0000297,2025-05-30,2027-03-11,0,Active,2025-05-30,Fixed-Term
298,1010,2127,351,C0000298,2024-11-17,2027-05-31,1,Active,2024-11-17,Housing Provided
299,1012,2651,353,C0000299,2026-06-05,2026-11-02,0,Active,2026-06-05,Housing Provided
300,1015,427,354,C0000300,2024-12-30,2025-02-08,0,Active,2024-12-30,Housing Provided
301,1020,1917,355,C0000301,2026-07-11,2026-09-16,0,Active,2026-07-11,Fixed-Term
302,1028,2343,357,C0000302,2026-05-28,2026-06-01,1,Active,2026-05-28,Travel Allowance
303,1029,409,357,C0000303,2025-12-23,2027-08-16,1,Active,2025-12-23,SLBFE Standard Contract
304,1030,2090,357,C0000304,2025-03-21,2025-03-26,0,Active,2025-03-21,Fixed-Term
305,1033,3768,358,C0000305,2025-04-12,2026-10-13,0,Active,2025-04-12,Fixed-Term
306,1034,3417,359,C0000306,2026-06-29,2026-10-17,0,Active,2026-06-29,Travel Allowance
307,1043,3810,360,C0000307,2025-08-25,2026-03-04,1,Active,2025-08-25,SLBFE Standard Contract
308,1044,547,360,C0000308,2025-09-08,2026-03-13,0,Active,2025-09-08,SLBFE Standard Contract
309,1048,2233,362,C0000309,2025-01-31,2025-10-15,0,Active,2025-01-31,Fixed-Term
310,1050,4919,363,C0000310,2024-09-23,2024-12-25,1,Active,2024-09-23,Travel Allowance
311,1051,3413,363,C0000311,2026-08-10,2027-01-21,0,Active,2026-08-10,SLBFE Standard Contract
312,1052,3428,363,C0000312,2025-08-27,2026-07-11,1,Active,2025-08-27,SLBFE Standard Contract
313,1056,1138,365,C0000313,2025-09-15,2025-11-22,1,Active,2025-09-15,SLBFE Standard Contract
314,1061,1522,370,C0000314,2025-01-14,2026-06-30,1,Active,2025-01-14,SLBFE Standard Contract
315,1062,3204,370,C0000315,2025-12-19,2027-06-08,0,Active,2025-12-19,Fixed-Term
316,1064,3811,370,C0000316,2025-10-21,2026-04-08,0,Active,2025-10-21,Fixed-Term
317,1066,469,371,C0000317,2026-04-19,2026-05-16,0,Active,2026-04-19,Housing Provided
318,1071,1749,372,C0000318,2024-07-09,2026-04-05,1,Active,2024-07-09,Fixed-Term
319,1074,2743,373,C0000319,2026-02-07,2027-07-17,1,Active,2026-02-07,Fixed-Term
320,1080,1997,374,C0000320,2025-09-14,2027-04-29,1,Active,2025-09-14,SLBFE Standard Contract
321,1095,1739,379,C0000321,2025-07-24,2026-10-11,0,Active,2025-07-24,SLBFE Standard Contract
322,1106,545,383,C0000322,2025-10-22,2026-11-23,0,Active,2025-10-22,Travel Allowance
323,1107,2012,384,C0000323,2026-06-05,2027-02-06,0,Active,2026-06-05,Travel Allowance
324,1108,2791,384,C0000324,2026-01-03,2026-04-22,1,Active,2026-01-03,Fixed-Term
325,1110,4440,385,C0000325,2024-10-06,2025-01-18,0,Active,2024-10-06,Travel Allowance
326,1115,4006,385,C0000326,2026-08-04,2026-08-17,1,Active,2026-08-04,Travel Allowance
327,1130,3444,388,C0000327,2024-12-27,2025-01-28,1,Active,2024-12-27,Travel Allowance
328,1134,2384,391,C0000328,2025-08-18,2025-09-08,1,Active,2025-08-18,Travel Allowance
329,1142,1037,394,C0000329,2025-09-29,2026-04-20,1,Active,2025-09-29,Travel Allowance
330,1146,4529,394,C0000330,2026-06-08,2027-06-02,1,Active,2026-06-08,Travel Allowance
331,1153,795,398,C0000331,2025-06-17,2026-05-13,1,Active,2025-06-17,Travel Allowance
332,1160,1816,402,C0000332,2025-03-07,2026-05-02,0,Active,2025-03-07,Fixed-Term
333,1163,2365,403,C0000333,2026-01-09,2027-06-02,1,Active,2026-01-09,Housing Provided
334,1168,192,405,C0000334,2025-11-09,2026-06-04,0,Active,2025-11-09,Fixed-Term
335,1169,3876,405,C0000335,2026-07-25,2027-03-13,1,Active,2026-07-25,Travel Allowance
336,1176,1962,407,C0000336,2025-04-09,2026-03-04,1,Active,2025-04-09,Fixed-Term
337,1177,2218,407,C0000337,2025-07-21,2027-02-27,0,Active,2025-07-21,Housing Provided
338,1185,1076,410,C0000338,2024-05-14,2025-12-01,0,Active,2024-05-14,Travel Allowance
339,1186,4649,410,C0000339,2026-04-30,2026-10-09,1,Active,2026-04-30,Travel Allowance
340,1197,1061,413,C0000340,2025-04-27,2026-03-09,0,Active,2025-04-27,Travel Allowance
341,1204,1593,415,C0000341,2026-06-11,2027-03-11,1,Active,2026-06-11,Fixed-Term
342,1207,3696,416,C0000342,2025-08-25,2026-04-07,1,Active,2025-08-25,Travel Allowance
343,1210,3869,417,C0000343,2025-05-18,2026-09-05,1,Active,2025-05-18,SLBFE Standard Contract
344,1212,356,417,C0000344,2026-03-13,2027-08-14,0,Active,2026-03-13,Travel Allowance
345,1220,896,421,C0000345,2025-07-07,2027-03-31,1,Active,2025-07-07,Fixed-Term
346,1221,2906,421,C0000346,2024-07-11,2024-08-22,1,Active,2024-07-11,SLBFE Standard Contract
347,1222,4986,424,C0000347,2025-08-31,2025-10-09,1,Active,2025-08-31,SLBFE Standard Contract
348,1224,1677,426,C0000348,2026-03-01,2027-02-25,1,Active,2026-03-01,Fixed-Term
349,1225,3597,426,C0000349,2025-05-04,2025-09-01,0,Active,2025-05-04,Fixed-Term
350,1228,4858,427,C0000350,2025-08-14,2025-12-04,1,Active,2025-08-14,Fixed-Term
351,1229,4373,428,C0000351,2026-05-26,2026-09-13,1,Active,2026-05-26,Fixed-Term
352,1230,4521,428,C0000352,2026-01-16,2026-02-11,1,Active,2026-01-16,Fixed-Term
353,1231,3254,428,C0000353,2026-04-08,2027-04-07,0,Active,2026-04-08,Housing Provided
354,1232,175,428,C0000354,2023-10-27,2024-10-10,0,Active,2023-10-27,Travel Allowance
355,1234,2483,429,C0000355,2024-08-21,2025-03-23,1,Active,2024-08-21,SLBFE Standard Contract
356,1238,1379,430,C0000356,2025-10-03,2027-05-19,1,Active,2025-10-03,Housing Provided
357,1242,462,431,C0000357,2025-08-26,2027-02-02,0,Active,2025-08-26,SLBFE Standard Contract
358,1243,1892,431,C0000358,2026-05-08,2027-01-03,0,Active,2026-05-08,Fixed-Term
359,1245,1637,433,C0000359,2025-07-21,2026-06-15,0,Active,2025-07-21,Travel Allowance
360,1247,1263,434,C0000360,2026-03-04,2027-05-17,1,Active,2026-03-04,SLBFE Standard Contract
361,1250,325,435,C0000361,2025-08-18,2025-12-30,1,Active,2025-08-18,Travel Allowance
362,1253,337,437,C0000362,2026-02-16,2027-02-01,0,Active,2026-02-16,Housing Provided
363,1254,416,437,C0000363,2026-07-27,2027-08-03,0,Active,2026-07-27,Housing Provided
364,1255,4253,437,C0000364,2025-01-27,2025-05-20,1,Active,2025-01-27,Housing Provided
365,1259,2568,439,C0000365,2025-06-28,2026-11-26,0,Active,2025-06-28,Housing Provided
366,1264,9,441,C0000366,2025-11-04,2026-11-21,1,Active,2025-11-04,Travel Allowance
367,1266,1566,442,C0000367,2025-07-08,2027-03-04,1,Active,2025-07-08,Fixed-Term
368,1268,1903,442,C0000368,2024-06-10,2025-04-01,1,Active,2024-06-10,Fixed-Term
369,1272,2258,443,C0000369,2024-04-19,2025-12-10,1,Active,2024-04-19,Housing Provided
370,1279,342,444,C0000370,2025-07-26,2027-05-03,1,Active,2025-07-26,Travel Allowance
371,1284,4769,446,C0000371,2025-12-23,2026-03-13,0,Active,2025-12-23,Travel Allowance
372,1290,468,448,C0000372,2026-02-28,2026-04-23,0,Active,2026-02-28,Housing Provided
373,1291,3910,448,C0000373,2025-02-11,2027-03-09,0,Active,2025-02-11,Travel Allowance
374,1293,2634,449,C0000374,2025-07-11,2026-09-04,1,Active,2025-07-11,Housing Provided
375,1296,1243,450,C0000375,2024-11-11,2027-01-04,0,Active,2024-11-11,Fixed-Term
376,1298,980,450,C0000376,2026-03-25,2026-04-21,1,Active,2026-03-25,Housing Provided
377,1304,4267,451,C0000377,2024-10-13,2027-06-09,0,Active,2024-10-13,Housing Provided
378,1309,4333,455,C0000378,2025-07-03,2026-06-03,0,Active,2025-07-03,Housing Provided
379,1311,877,457,C0000379,2026-01-14,2026-06-19,1,Active,2026-01-14,SLBFE Standard Contract
380,1319,3436,459,C0000380,2024-12-29,2026-10-02,0,Active,2024-12-29,Travel Allowance
381,1322,2256,461,C0000381,2025-04-10,2026-09-29,0,Active,2025-04-10,Fixed-Term
382,1323,32,461,C0000382,2025-11-12,2026-01-21,1,Active,2025-11-12,SLBFE Standard Contract
383,1326,1482,461,C0000383,2025-02-05,2025-11-21,0,Active,2025-02-05,Housing Provided
384,1329,1845,462,C0000384,2026-01-18,2027-01-20,1,Active,2026-01-18,SLBFE Standard Contract
385,1331,418,463,C0000385,2025-02-13,2025-11-24,0,Active,2025-02-13,Travel Allowance
386,1341,139,465,C0000386,2026-06-14,2027-05-15,1,Active,2026-06-14,Travel Allowance
387,1349,2207,468,C0000387,2024-08-10,2026-10-23,0,Active,2024-08-10,Fixed-Term
388,1351,648,468,C0000388,2026-01-13,2026-03-29,0,Active,2026-01-13,SLBFE Standard Contract
389,1352,230,470,C0000389,2025-05-02,2027-04-12,0,Active,2025-05-02,SLBFE Standard Contract
390,1353,565,472,C0000390,2025-01-27,2025-10-06,0,Active,2025-01-27,Travel Allowance
391,1363,1183,474,C0000391,2023-11-02,2024-08-02,1,Active,2023-11-02,Fixed-Term
392,1369,127,475,C0000392,2024-08-09,2025-04-12,0,Active,2024-08-09,SLBFE Standard Contract
393,1377,1749,478,C0000393,2026-04-05,2027-05-16,0,Active,2026-04-05,Fixed-Term
394,1378,3638,478,C0000394,2026-04-30,2027-02-26,1,Active,2026-04-30,SLBFE Standard Contract
395,1381,1743,480,C0000395,2024-09-07,2026-05-03,0,Active,2024-09-07,SLBFE Standard Contract
396,1384,4331,482,C0000396,2025-10-22,2026-01-19,1,Active,2025-10-22,Travel Allowance
397,1385,948,484,C0000397,2025-06-11,2027-04-13,0,Active,2025-06-11,Fixed-Term
398,1394,294,486,C0000398,2025-06-02,2027-03-12,0,Active,2025-06-02,Housing Provided
399,1395,1583,486,C0000399,2026-01-18,2026-11-19,1,Active,2026-01-18,Housing Provided
400,1400,1426,489,C0000400,2026-05-19,2026-09-16,1,Active,2026-05-19,Housing Provided
401,1409,935,493,C0000401,2025-04-14,2026-05-19,0,Active,2025-04-14,Travel Allowance
402,1411,295,494,C0000402,2025-03-25,2026-05-07,1,Active,2025-03-25,Housing Provided
403,1413,3819,494,C0000403,2024-05-22,2024-11-24,0,Active,2024-05-22,Travel Allowance
404,1414,37,494,C0000404,2024-09-21,2025-10-25,1,Active,2024-09-21,Fixed-Term
405,1417,4054,495,C0000405,2026-01-02,2026-07-03,1,Active,2026-01-02,Travel Allowance
406,1427,4761,497,C0000406,2026-03-29,2027-02-11,1,Active,2026-03-29,Fixed-Term
407,1431,1660,499,C0000407,2025-06-30,2027-06-07,0,Active,2025-06-30,Travel Allowance
408,1433,1890,500,C0000408,2025-06-25,2026-12-17,0,Active,2025-06-25,Housing Provided
409,1436,2293,501,C0000409,2025-12-17,2026-02-28,0,Active,2025-12-17,Travel Allowance
410,1441,1621,502,C0000410,2025-12-24,2026-08-01,1,Active,2025-12-24,SLBFE Standard Contract
411,1442,4548,502,C0000411,2025-05-10,2026-01-03,1,Active,2025-05-10,Fixed-Term
412,1443,4485,503,C0000412,2026-04-15,2027-01-09,0,Active,2026-04-15,Housing Provided
413,1444,1881,504,C0000413,2025-11-10,2025-12-03,1,Active,2025-11-10,Housing Provided
414,1446,2494,504,C0000414,2026-07-18,2026-08-11,0,Active,2026-07-18,Fixed-Term
415,1448,1856,505,C0000415,2025-09-22,2027-06-10,1,Active,2025-09-22,Housing Provided
416,1453,1447,507,C0000416,2025-05-26,2026-01-28,0,Active,2025-05-26,SLBFE Standard Contract
417,1457,1732,509,C0000417,2026-02-20,2027-06-15,1,Active,2026-02-20,Travel Allowance
418,1458,337,509,C0000418,2026-04-05,2026-06-20,0,Active,2026-04-05,Travel Allowance
419,1459,4275,509,C0000419,2024-10-27,2025-09-18,1,Active,2024-10-27,Fixed-Term
420,1461,1251,510,C0000420,2025-07-07,2027-02-06,1,Active,2025-07-07,Fixed-Term
421,1463,922,510,C0000421,2025-09-15,2026-10-23,1,Active,2025-09-15,Housing Provided
422,1466,2318,512,C0000422,2026-01-11,2026-09-24,0,Active,2026-01-11,Housing Provided
423,1473,2767,513,C0000423,2025-09-03,2026-02-26,0,Active,2025-09-03,Fixed-Term
424,1477,2095,515,C0000424,2025-06-06,2026-08-25,1,Active,2025-06-06,Fixed-Term
425,1481,1052,517,C0000425,2024-06-18,2027-02-19,0,Active,2024-06-18,SLBFE Standard Contract
426,1484,794,518,C0000426,2025-03-20,2027-01-01,0,Active,2025-03-20,SLBFE Standard Contract
427,1503,466,524,C0000427,2025-07-20,2027-08-02,0,Active,2025-07-20,Fixed-Term
428,1507,4455,527,C0000428,2025-03-04,2026-12-08,1,Active,2025-03-04,SLBFE Standard Contract
429,1513,2378,528,C0000429,2025-09-19,2026-02-10,0,Active,2025-09-19,Fixed-Term
430,1519,1218,529,C0000430,2026-08-09,2026-12-13,1,Active,2026-08-09,Travel Allowance
431,1523,681,532,C0000431,2023-10-24,2024-03-02,1,Active,2023-10-24,Fixed-Term
432,1528,1506,534,C0000432,2026-02-06,2026-08-07,1,Active,2026-02-06,Housing Provided
433,1529,4878,535,C0000433,2024-08-16,2025-05-10,0,Active,2024-08-16,Housing Provided
434,1530,3331,535,C0000434,2025-03-29,2026-11-26,1,Active,2025-03-29,SLBFE Standard Contract
435,1531,1523,536,C0000435,2026-08-18,2026-08-25,1,Active,2026-08-18,Travel Allowance
436,1532,1249,536,C0000436,2025-12-16,2027-08-12,0,Active,2025-12-16,Housing Provided
437,1540,407,539,C0000437,2026-07-21,2026-10-09,1,Active,2026-07-21,SLBFE Standard Contract
438,1545,2013,541,C0000438,2024-10-07,2027-02-06,1,Active,2024-10-07,Housing Provided
439,1547,4961,541,C0000439,2024-05-09,2027-03-08,0,Active,2024-05-09,Travel Allowance
440,1550,3327,542,C0000440,2025-05-07,2027-03-08,1,Active,2025-05-07,SLBFE Standard Contract
441,1551,2048,542,C0000441,2026-02-04,2026-04-06,1,Active,2026-02-04,Travel Allowance
442,1559,1265,543,C0000442,2024-11-10,2026-07-11,0,Active,2024-11-10,Fixed-Term
443,1564,4559,546,C0000443,2026-03-03,2027-01-20,1,Active,2026-03-03,Housing Provided
444,1572,2850,547,C0000444,2024-04-30,2026-03-31,1,Active,2024-04-30,Housing Provided
445,1574,2530,548,C0000445,2024-05-06,2027-06-27,0,Active,2024-05-06,SLBFE Standard Contract
446,1578,1976,550,C0000446,2025-06-16,2026-02-26,0,Active,2025-06-16,Housing Provided
447,1579,2125,551,C0000447,2026-04-21,2026-09-11,1,Active,2026-04-21,SLBFE Standard Contract
448,1590,2645,555,C0000448,2024-07-03,2026-04-17,0,Active,2024-07-03,Fixed-Term
449,1595,2228,556,C0000449,2025-12-12,2026-04-18,0,Active,2025-12-12,Travel Allowance
450,1617,3352,568,C0000450,2025-11-28,2026-07-31,1,Active,2025-11-28,Housing Provided
451,1620,940,569,C0000451,2026-08-18,2026-08-19,1,Active,2026-08-18,SLBFE Standard Contract
452,1643,4764,574,C0000452,2025-05-02,2027-03-05,1,Active,2025-05-02,Housing Provided
453,1646,1470,575,C0000453,2026-07-04,2026-12-09,1,Active,2026-07-04,Housing Provided
454,1647,2368,575,C0000454,2026-05-12,2026-05-18,1,Active,2026-05-12,Fixed-Term
455,1648,703,575,C0000455,2025-05-02,2027-07-31,1,Active,2025-05-02,Fixed-Term
456,1660,2233,580,C0000456,2025-08-25,2026-08-29,0,Active,2025-08-25,SLBFE Standard Contract
457,1661,4133,580,C0000457,2026-01-29,2026-05-01,0,Active,2026-01-29,Housing Provided
458,1665,3853,582,C0000458,2024-02-29,2024-12-02,1,Active,2024-02-29,SLBFE Standard Contract
459,1677,4272,586,C0000459,2025-08-15,2026-09-23,1,Active,2025-08-15,Fixed-Term
460,1680,443,588,C0000460,2025-01-09,2025-08-10,0,Active,2025-01-09,Housing Provided
461,1681,1067,588,C0000461,2025-06-15,2026-09-20,0,Active,2025-06-15,Fixed-Term
462,1682,2965,588,C0000462,2026-04-10,2026-12-12,0,Active,2026-04-10,Travel Allowance
463,1683,1440,588,C0000463,2026-04-03,2026-07-30,1,Active,2026-04-03,Travel Allowance
464,1685,1577,589,C0000464,2025-03-09,2026-05-13,0,Active,2025-03-09,Housing Provided
465,1688,1171,590,C0000465,2026-08-12,2027-06-21,0,Active,2026-08-12,Fixed-Term
466,1689,916,591,C0000466,2026-02-14,2026-07-13,1,Active,2026-02-14,Housing Provided
467,1692,3712,592,C0000467,2024-12-23,2027-05-23,0,Active,2024-12-23,Housing Provided
468,1693,4595,592,C0000468,2025-08-17,2026-01-11,0,Active,2025-08-17,SLBFE Standard Contract
469,1700,1120,595,C0000469,2024-04-13,2024-05-06,1,Active,2024-04-13,Travel Allowance
470,1705,241,596,C0000470,2026-05-01,2027-02-21,0,Active,2026-05-01,Housing Provided
471,1707,1335,597,C0000471,2025-06-09,2026-03-19,1,Active,2025-06-09,Housing Provided
472,1712,1198,598,C0000472,2025-02-03,2025-10-09,1,Active,2025-02-03,SLBFE Standard Contract
473,1713,73,599,C0000473,2024-07-29,2027-06-19,0,Active,2024-07-29,Travel Allowance
474,1719,1280,602,C0000474,2024-05-31,2026-07-27,1,Active,2024-05-31,Fixed-Term
475,1721,2746,603,C0000475,2025-12-14,2027-07-03,1,Active,2025-12-14,Travel Allowance
476,1724,2003,603,C0000476,2025-06-03,2026-12-26,0,Active,2025-06-03,SLBFE Standard Contract
477,1731,1071,605,C0000477,2025-07-17,2027-02-03,1,Active,2025-07-17,Travel Allowance
478,1733,3676,606,C0000478,2026-01-20,2027-07-30,0,Active,2026-01-20,Fixed-Term
479,1735,3154,608,C0000479,2024-11-07,2027-02-08,1,Active,2024-11-07,Housing Provided
480,1738,1555,608,C0000480,2026-03-14,2027-03-22,0,Active,2026-03-14,Travel Allowance
481,1740,2155,609,C0000481,2025-06-29,2026-03-07,0,Active,2025-06-29,Travel Allowance
482,1749,1919,614,C0000482,2024-12-29,2027-01-07,1,Active,2024-12-29,Travel Allowance
483,1750,2363,614,C0000483,2025-05-08,2026-06-16,1,Active,2025-05-08,Travel Allowance
484,1754,637,615,C0000484,2024-05-04,2026-06-07,1,Active,2024-05-04,SLBFE Standard Contract
485,1758,170,617,C0000485,2025-11-27,2026-11-06,0,Active,2025-11-27,Fixed-Term
486,1760,3502,617,C0000486,2025-09-05,2026-02-25,0,Active,2025-09-05,Housing Provided
487,1764,2077,619,C0000487,2024-10-12,2026-08-15,1,Active,2024-10-12,Housing Provided
488,1765,1568,619,C0000488,2024-07-19,2024-11-04,1,Active,2024-07-19,Travel Allowance
489,1766,2337,619,C0000489,2024-12-14,2025-07-08,0,Active,2024-12-14,Travel Allowance
490,1769,354,621,C0000490,2024-12-11,2026-02-28,1,Active,2024-12-11,Travel Allowance
491,1774,1464,622,C0000491,2025-11-21,2027-06-09,1,Active,2025-11-21,Travel Allowance
492,1778,2547,623,C0000492,2025-12-11,2026-06-07,1,Active,2025-12-11,Fixed-Term
493,1781,1040,624,C0000493,2026-03-17,2026-08-25,0,Active,2026-03-17,SLBFE Standard Contract
494,1785,4788,625,C0000494,2026-04-12,2026-07-15,0,Active,2026-04-12,Fixed-Term
495,1788,3076,627,C0000495,2025-07-08,2027-05-10,1,Active,2025-07-08,SLBFE Standard Contract
496,1790,4644,627,C0000496,2026-06-01,2026-09-30,0,Active,2026-06-01,Housing Provided
497,1791,1991,629,C0000497,2025-02-09,2027-06-29,1,Active,2025-02-09,Fixed-Term
498,1792,2158,629,C0000498,2026-07-15,2026-12-02,1,Active,2026-07-15,Housing Provided
499,1793,538,630,C0000499,2024-06-28,2027-03-10,1,Active,2024-06-28,SLBFE Standard Contract
500,1806,833,635,C0000500,2025-12-19,2026-12-15,0,Active,2025-12-19,Travel Allowance
501,1807,779,635,C0000501,2025-11-21,2026-05-05,1,Active,2025-11-21,Housing Provided
502,1808,4750,636,C0000502,2024-10-09,2026-01-03,1,Active,2024-10-09,Housing Provided
503,1810,146,636,C0000503,2026-07-19,2027-06-24,0,Active,2026-07-19,Travel Allowance
504,1811,1896,636,C0000504,2024-08-02,2024-09-05,0,Active,2024-08-02,Housing Provided
505,1814,2046,637,C0000505,2026-05-14,2027-01-12,1,Active,2026-05-14,Housing Provided
506,1815,1786,638,C0000506,2025-01-03,2025-02-18,1,Active,2025-01-03,Travel Allowance
507,1818,92,639,C0000507,2025-11-29,2026-12-16,0,Active,2025-11-29,SLBFE Standard Contract
508,1825,2293,643,C0000508,2025-04-22,2027-06-18,1,Active,2025-04-22,Fixed-Term
509,1831,3857,644,C0000509,2026-05-01,2027-01-20,0,Active,2026-05-01,Fixed-Term
510,1833,3988,647,C0000510,2024-12-25,2025-10-09,0,Active,2024-12-25,Fixed-Term
511,1835,487,647,C0000511,2024-04-09,2025-05-09,1,Active,2024-04-09,SLBFE Standard Contract
512,1836,660,647,C0000512,2024-03-23,2026-08-21,1,Active,2024-03-23,Housing Provided
513,1840,1702,648,C0000513,2026-05-02,2026-05-25,0,Active,2026-05-02,Travel Allowance
514,1841,902,649,C0000514,2026-02-04,2026-09-17,0,Active,2026-02-04,Travel Allowance
515,1844,559,650,C0000515,2025-11-05,2026-11-12,0,Active,2025-11-05,Fixed-Term
516,1852,3574,653,C0000516,2025-08-20,2026-09-30,0,Active,2025-08-20,Fixed-Term
517,1853,348,653,C0000517,2026-02-04,2026-12-11,1,Active,2026-02-04,SLBFE Standard Contract
518,1866,766,656,C0000518,2025-11-22,2026-01-21,1,Active,2025-11-22,SLBFE Standard Contract
519,1867,1531,656,C0000519,2026-07-13,2027-05-15,1,Active,2026-07-13,Fixed-Term
520,1870,357,657,C0000520,2025-01-20,2027-01-17,0,Active,2025-01-20,SLBFE Standard Contract
521,1872,2462,660,C0000521,2026-08-06,2026-11-26,1,Active,2026-08-06,Housing Provided
522,1875,2678,661,C0000522,2025-03-24,2025-12-02,1,Active,2025-03-24,SLBFE Standard Contract
523,1877,1547,661,C0000523,2025-10-06,2025-11-06,1,Active,2025-10-06,Housing Provided
524,1881,1095,662,C0000524,2025-11-09,2025-11-30,0,Active,2025-11-09,Housing Provided
525,1882,1092,663,C0000525,2025-01-12,2025-07-20,1,Active,2025-01-12,Fixed-Term
526,1883,913,663,C0000526,2026-06-08,2027-05-24,0,Active,2026-06-08,Housing Provided
527,1884,2264,663,C0000527,2024-02-03,2027-07-29,0,Active,2024-02-03,SLBFE Standard Contract
528,1888,3027,664,C0000528,2025-02-05,2026-07-08,1,Active,2025-02-05,SLBFE Standard Contract
529,1889,3911,664,C0000529,2025-08-20,2026-08-10,0,Active,2025-08-20,Fixed-Term
530,1890,3800,664,C0000530,2026-06-02,2027-07-11,1,Active,2026-06-02,SLBFE Standard Contract
