PersonalID,ExamName,SubjectStream,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4
569,ALevel,Technology,2004,Technology Subject 3,W,Technology Subject 2,C,Technology Subject 4,B,,
575,ALevel,Science,2015,Science Subject 3,S,Science Subject 2,W,Science Subject 1,F,Science Subject 4,S
577,ALevel,Arts,1983,Arts Subject 2,B,Arts Subject 1,B,Arts Subject 4,W,,
578,ALevel,Technology,1984,Technology Subject 3,A,Technology Subject 4,F,Technology Subject 2,C,Technology Subject 1,W
579,ALevel,Technology,2007,Technology Subject 2,C,Technology Subject 4,A,Technology Subject 1,S,Technology Subject 3,F
582,ALevel,Arts,1992,Arts Subject 3,F,Arts Subject 2,F,Arts Subject 4,W,Arts Subject 1,S
583,ALevel,Science,2007,Science Subject 4,F,Science Subject 2,A,Science Subject 1,W,Science Subject 3,B
585,ALevel,Arts,1995,Arts Subject 4,S,Arts Subject 3,F,Arts Subject 1,W,Arts Subject 2,F
586,ALevel,Technology,1984,Technology Subject 3,C,Technology Subject 2,S,Technology Subject 1,A,,
587,ALevel,Technology,1992,Technology Subject 2,S,Technology Subject 1,S,Technology Subject 3,B,Technology Subject 4,S
588,ALevel,Commerce,2006,Commerce Subject 2,C,Commerce Subject 3,B,Commerce Subject 4,W,,
590,ALevel,Technology,1994,Technology Subject 3,F,Technology Subject 2,A,Technology Subject 1,F,Technology Subject 4,B
591,ALevel,Science,1999,Science Subject 3,W,Science Subject 2,S,Science Subject 1,F,Science Subject 4,W
594,ALevel,Science,2021,Science Subject 2,S,Science Subject 1,W,Science Subject 4,C,Science Subject 3,W
595,ALevel,Arts,2000,Arts Subject 4,W,Arts Subject 1,F,Arts Subject 2,C,,
596,ALevel,Technology,2022,Technology Subject 4,W,Technology Subject 3,C,Technology Subject 1,C,Technology Subject 2,A
599,ALevel,Commerce,1995,Commerce Subject 3,W,Commerce Subject 1,S,Commerce Subject 2,S,,
600,ALevel,Science,2024,Science Subject 3,A,Science Subject 4,F,Science Subject 2,S,Science Subject 1,B
604,ALevel,Commerce,1980,Commerce Subject 2,B,Commerce Subject 1,S,Commerce Subject 3,C,Commerce Subject 4,S
605,ALevel,Technology,2004,Technology Subject 4,W,Technology Subject 1,F,Technology Subject 2,A,Technology Subject 3,B
607,ALevel,Technology,2013,Technology Subject 3,C,Technology Subject 1,W,Technology Subject 4,S,Technology Subject 2,A
612,ALevel,Science,2008,Science Subject 1,C,Science Subject 2,B,Science Subject 4,A,,
613,ALevel,Science,2016,Science Subject 2,S,Science Subject 4,A,Science Subject 1,W,Science Subject 3,B
615,ALevel,Technology,1985,Technology Subject 2,S,Technology Subject 1,B,Technology Subject 3,A,Technology Subject 4,B
618,ALevel,Commerce,1989,Commerce Subject 2,W,Commerce Subject 3,W,Commerce Subject 4,C,,
619,ALevel,Arts,2011,Arts Subject 3,A,Arts Subject 4,C,Arts Subject 2,B,,
620,ALevel,Technology,2009,Technology Subject 3,B,Technology Subject 4,W,Technology Subject 2,A,,
621,ALevel,Arts,1992,Arts Subject 1,C,Arts Subject 3,B,Arts Subject 2,C,,
627,ALevel,Technology,2016,Technology Subject 1,F,Technology Subject 3,B,Technology Subject 4,B,Technology Subject 2,A
628,ALevel,Technology,2015,Technology Subject 1,B,Technology Subject 3,S,Technology Subject 4,W,,
630,ALevel,Technology,1992,Technology Subject 2,B,Technology Subject 3,A,Technology Subject 4,F,Technology Subject 1,F
631,ALevel,Technology,2007,Technology Subject 3,C,Technology Subject 4,B,Technology Subject 1,S,,
633,ALevel,Technology,1999,Technology Subject 2,B,Technology Subject 3,C,Technology Subject 1,S,,
635,ALevel,Science,2021,Science Subject 1,F,Science Subject 2,C,Science Subject 4,F,,
636,ALevel,Science,1998,Science Subject 3,W,Science Subject 4,S,Science Subject 2,F,Science Subject 1,F
637,ALevel,Science,1995,Science Subject 4,W,Science Subject 1,A,Science Subject 3,B,,
639,ALevel,Science,2020,Science Subject 2,F,Science Subject 1,A,Science Subject 4,S,,
642,ALevel,Arts,1982,Arts Subject 2,A,Arts Subject 1,C,Arts Subject 4,W,Arts Subject 3,C
643,ALevel,Arts,2020,Arts Subject 4,F,Arts Subject 3,F,Arts Subject 2,C,Arts Subject 1,C
648,ALevel,Commerce,1983,Commerce Subject 4,C,Commerce Subject 2,B,Commerce Subject 1,A,Commerce Subject 3,S
649,ALevel,Commerce,1987,Commerce Subject 1,B,Commerce Subject 3,C,Commerce Subject 2,B,,
652,ALevel,Science,2004,Science Subject 2,C,Science Subject 1,C,Science Subject 4,C,Science Subject 3,B
653,ALevel,Technology,1982,Technology Subject 4,F,Technology Subject 3,W,Technology Subject 1,W,,
657,ALevel,Arts,2002,Arts Subject 2,S,Arts Subject 1,W,Arts Subject 3,B,Arts Subject 4,S
662,ALevel,Arts,2013,Arts Subject 1,C,Arts Subject 3,W,Arts Subject 4,B,,
664,ALevel,Commerce,2016,Commerce Subject 1,C,Commerce Subject 3,S,Commerce Subject 4,W,Commerce Subject 2,A
665,ALevel,Arts,1992,Arts Subject 2,C,Arts Subject 3,C,Arts Subject 1,S,,
666,ALevel,Arts,1994,Arts Subject 2,C,Arts Subject 4,A,Arts Subject 3,C,,
667,ALevel,Science,1996,Science Subject 1,B,Science Subject 2,B,Science Subject 3,B,Science Subject 4,C
668,ALevel,Technology,1997,Technology Subject 1,S,Technology Subject 3,A,Technology Subject 2,B,,
672,ALevel,Science,1991,Science Subject 1,B,Science Subject 3,W,Science Subject 4,F,,
674,ALevel,Science,2017,Science Subject 4,W,Science Subject 3,F,Science Subject 2,C,Science Subject 1,S
676,ALevel,Technology,2025,Technology Subject 4,A,Technology Subject 3,F,Technology Subject 2,C,Technology Subject 1,S
679,ALevel,Science,1998,Science Subject 2,C,Science Subject 4,S,Science Subject 3,S,,
680,ALevel,Commerce,1995,Commerce Subject 3,C,Commerce Subject 2,B,Commerce Subject 1,A,Commerce Subject 4,F
684,ALevel,Science,1990,Science Subject 3,B,Science Subject 4,B,Science Subject 1,A,,
688,ALevel,Technology,2025,Technology Subject 1,S,Technology Subject 2,F,Technology Subject 3,A,,
693,ALevel,Technology,2010,Technology Subject 1,F,Technology Subject 3,A,Technology Subject 4,C,Technology Subject 2,S
694,ALevel,Science,2010,Science Subject 4,W,Science Subject 2,A,Science Subject 3,W,Science Subject 1,S
696,ALevel,Science,2015,Science Subject 3,C,Science Subject 4,S,Science Subject 1,B,,
698,ALevel,Science,1989,Science Subject 1,B,Science Subject 4,S,Science Subject 2,B,Science Subject 3,S
702,ALevel,Science,2009,Science Subject 2,S,Science Subject 1,W,Science Subject 3,F,Science Subject 4,B
703,ALevel,Arts,1987,Arts Subject 4,W,Arts Subject 2,S,Arts Subject 3,F,Arts Subject 1,A
704,ALevel,Science,1996,Science Subject 2,C,Science Subject 1,W,Science Subject 4,C,,
705,ALevel,Science,2000,Science Subject 2,C,Science Subject 4,F,Science Subject 1,S,Science Subject 3,C
711,ALevel,Commerce,2023,Commerce Subject 1,F,Commerce Subject 4,A,Commerce Subject 2,C,Commerce Subject 3,C
715,ALevel,Arts,1991,Arts Subject 1,W,Arts Subject 2,C,Arts Subject 3,S,,
716,ALevel,Science,1989,Science Subject 4,F,Science Subject 3,F,Science Subject 1,B,,
719,ALevel,Commerce,2023,Commerce Subject 1,A,Commerce Subject 4,F,Commerce Subject 2,W,Commerce Subject 3,F
720,ALevel,Commerce,1988,Commerce Subject 3,A,Commerce Subject 1,A,Commerce Subject 4,B,,
721,ALevel,Technology,2014,Technology Subject 1,S,Technology Subject 2,B,Technology Subject 4,S,,
724,ALevel,Science,2024,Science Subject 1,S,Science Subject 4,A,Science Subject 3,S,,
730,ALevel,Science,1995,Science Subject 2,C,Science Subject 3,S,Science Subject 4,S,Science Subject 1,F
731,ALevel,Technology,2003,Technology Subject 4,S,Technology Subject 3,B,Technology Subject 1,F,,
732,ALevel,Science,2002,Science Subject 4,F,Science Subject 3,C,Science Subject 2,C,,
733,ALevel,Technology,1994,Technology Subject 1,S,Technology Subject 2,C,Technology Subject 3,B,Technology Subject 4,F
740,ALevel,Science,1998,Science Subject 2,F,Science Subject 3,C,Science Subject 4,F,Science Subject 1,A
741,ALevel,Technology,2001,Technology Subject 3,C,Technology Subject 2,A,Technology Subject 4,S,,
743,ALevel,Commerce,1984,Commerce Subject 4,C,Commerce Subject 1,S,Commerce Subject 3,B,Commerce Subject 2,A
745,ALevel,Science,2013,Science Subject 2,W,Science Subject 1,S,Science Subject 4,F,Science Subject 3,A
746,ALevel,Science,2004,Science Subject 2,C,Science Subject 1,W,Science Subject 3,C,,
749,ALevel,Commerce,2018,Commerce Subject 4,F,Commerce Subject 3,A,Commerce Subject 2,S,,
751,ALevel,Arts,1986,Arts Subject 3,W,Arts Subject 4,B,Arts Subject 1,F,Arts Subject 2,W
752,ALevel,Science,1982,Science Subject 4,S,Science Subject 1,S,Science Subject 3,B,Science Subject 2,F
754,ALevel,Science,2000,Science Subject 2,B,Science Subject 3,S,Science Subject 4,W,Science Subject 1,F
755,ALevel,Technology,2004,Technology Subject 4,C,Technology Subject 1,W,Technology Subject 2,W,,
757,ALevel,Commerce,2006,Commerce Subject 2,C,Commerce Subject 4,F,Commerce Subject 1,A,,
760,ALevel,Technology,2010,Technology Subject 3,C,Technology Subject 2,C,Technology Subject 4,A,Technology Subject 1,W
761,ALevel,Arts,2008,Arts Subject 1,C,Arts Subject 4,F,Arts Subject 2,F,Arts Subject 3,S
763,ALevel,Technology,2002,Technology Subject 4,C,Technology Subject 2,C,Technology Subject 1,C,,
765,ALevel,Technology,2002,Technology Subject 2,S,Technology Subject 3,F,Technology Subject 1,F,Technology Subject 4,C
766,ALevel,Arts,2006,Arts Subject 1,S,Arts Subject 4,F,Arts Subject 2,W,,
768,ALevel,Arts,2003,Arts Subject 1,W,Arts Subject 2,F,Arts Subject 3,C,Arts Subject 4,W
769,ALevel,Science,2002,Science Subject 2,S,Science Subject 4,B,Science Subject 1,S,Science Subject 3,S
770,ALevel,Science,1994,Science Subject 2,B,Science Subject 1,F,Science Subject 4,S,,
771,ALevel,Commerce,1980,Commerce Subject 3,C,Commerce Subject 4,C,Commerce Subject 1,W,,
773,ALevel,Science,2018,Science Subject 2,F,Science Subject 1,B,Science Subject 3,A,Science Subject 4,A
774,ALevel,Technology,2014,Technology Subject 1,A,Technology Subject 3,S,Technology Subject 2,F,Technology Subject 4,W
781,ALevel,Arts,2000,Arts Subject 1,B,Arts Subject 3,A,Arts Subject 2,A,Arts Subject 4,C
783,ALevel,Science,2011,Science Subject 1,C,Science Subject 2,S,Science Subject 4,A,Science Subject 3,A
784,ALevel,Arts,2013,Arts Subject 4,C,Arts Subject 3,W,Arts Subject 1,B,Arts Subject 2,C
785,ALevel,Commerce,2003,Commerce Subject 4,S,Commerce Subject 1,W,Commerce Subject 3,B,Commerce Subject 2,A
787,ALevel,Arts,2017,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 4,B,,
788,ALevel,Arts,1989,Arts Subject 3,B,Arts Subject 4,A,Arts Subject 2,S,,
790,ALevel,Arts,2016,Arts Subject 1,S,Arts Subject 4,F,Arts Subject 2,B,,
791,ALevel,Arts,2015,Arts Subject 2,W,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 4,S
794,ALevel,Science,1983,Science Subject 3,B,Science Subject 2,F,Science Subject 1,F,Science Subject 4,F
798,ALevel,Technology,2019,Technology Subject 3,W,Technology Subject 2,B,Technology Subject 4,W,Technology Subject 1,B
805,ALevel,Science,2017,Science Subject 1,S,Science Subject 3,S,Science Subject 2,B,Science Subject 4,F
808,ALevel,Science,2002,Science Subject 3,F,Science Subject 2,F,Science Subject 1,W,Science Subject 4,F
814,ALevel,Commerce,1991,Commerce Subject 3,W,Commerce Subject 2,B,Commerce Subject 1,C,,
815,ALevel,Science,1991,Science Subject 4,S,Science Subject 3,S,Science Subject 1,W,,
816,ALevel,Arts,1990,Arts Subject 1,F,Arts Subject 4,W,Arts Subject 2,C,Arts Subject 3,B
817,ALevel,Arts,2023,Arts Subject 2,F,Arts Subject 1,A,Arts Subject 3,S,,
818,ALevel,Science,1980,Science Subject 4,W,Science Subject 1,A,Science Subject 3,S,Science Subject 2,F
821,ALevel,Arts,1995,Arts Subject 3,B,Arts Subject 1,B,Arts Subject 2,W,Arts Subject 4,W
822,ALevel,Technology,1982,Technology Subject 3,W,Technology Subject 4,C,Technology Subject 1,F,Technology Subject 2,C
828,ALevel,Science,1986,Science Subject 2,F,Science Subject 4,A,Science Subject 1,S,,
831,ALevel,Technology,2025,Technology Subject 3,S,Technology Subject 2,C,Technology Subject 1,A,,
832,ALevel,Technology,2016,Technology Subject 4,C,Technology Subject 1,W,Technology Subject 2,A,Technology Subject 3,B
837,ALevel,Technology,2004,Technology Subject 3,B,Technology Subject 1,F,Technology Subject 4,C,Technology Subject 2,S
838,ALevel,Arts,2007,Arts Subject 3,C,Arts Subject 4,B,Arts Subject 2,S,,
839,ALevel,Technology,2005,Technology Subject 4,W,Technology Subject 3,B,Technology Subject 1,B,Technology Subject 2,S
842,ALevel,Arts,1981,Arts Subject 4,C,Arts Subject 3,W,Arts Subject 2,W,,
843,ALevel,Arts,1988,Arts Subject 2,A,Arts Subject 1,B,Arts Subject 4,W,Arts Subject 3,B
844,ALevel,Technology,2012,Technology Subject 2,A,Technology Subject 3,B,Technology Subject 1,C,,
845,ALevel,Science,1993,Science Subject 4,S,Science Subject 1,F,Science Subject 3,C,Science Subject 2,F
848,ALevel,Technology,2015,Technology Subject 4,B,Technology Subject 1,S,Technology Subject 2,F,,
849,ALevel,Science,1996,Science Subject 1,B,Science Subject 3,W,Science Subject 4,W,Science Subject 2,W
850,ALevel,Science,1994,Science Subject 3,F,Science Subject 2,S,Science Subject 1,S,Science Subject 4,A
851,ALevel,Technology,1982,Technology Subject 3,F,Technology Subject 2,B,Technology Subject 4,B,,
852,ALevel,Technology,2002,Technology Subject 4,B,Technology Subject 1,A,Technology Subject 2,A,,
853,ALevel,Science,1988,Science Subject 3,A,Science Subject 4,C,Science Subject 1,A,,
857,ALevel,Science,2008,Science Subject 1,W,Science Subject 2,W,Science Subject 4,S,Science Subject 3,S
860,ALevel,Science,1994,Science Subject 3,A,Science Subject 1,S,Science Subject 4,B,Science Subject 2,A
861,ALevel,Arts,2002,Arts Subject 2,A,Arts Subject 4,A,Arts Subject 1,S,,
862,ALevel,Commerce,1980,Commerce Subject 3,F,Commerce Subject 1,C,Commerce Subject 2,B,Commerce Subject 4,A
863,ALevel,Commerce,2017,Commerce Subject 3,B,Commerce Subject 1,F,Commerce Subject 4,C,Commerce Subject 2,F
866,ALevel,Commerce,1984,Commerce Subject 1,F,Commerce Subject 3,A,Commerce Subject 4,C,,
867,ALevel,Technology,2000,Technology Subject 1,C,Technology Subject 3,F,Technology Subject 4,W,Technology Subject 2,B
868,ALevel,Arts,2017,Arts Subject 3,W,Arts Subject 2,F,Arts Subject 4,C,,
870,ALevel,Technology,2009,Technology Subject 1,A,Technology Subject 2,W,Technology Subject 4,A,,
871,ALevel,Arts,2004,Arts Subject 4,S,Arts Subject 3,W,Arts Subject 1,F,Arts Subject 2,S
872,ALevel,Technology,2000,Technology Subject 2,S,Technology Subject 1,W,Technology Subject 3,F,Technology Subject 4,S
873,ALevel,Arts,1985,Arts Subject 3,A,Arts Subject 1,F,Arts Subject 2,C,,
877,ALevel,Technology,1994,Technology Subject 1,C,Technology Subject 3,S,Technology Subject 4,S,,
878,ALevel,Commerce,2025,Commerce Subject 3,A,Commerce Subject 1,C,Commerce Subject 4,F,,
887,ALevel,Science,1988,Science Subject 4,W,Science Subject 1,W,Science Subject 2,S,,
893,ALevel,Science,2003,Science Subject 1,S,Science Subject 4,A,Science Subject 3,B,,
894,ALevel,Science,2006,Science Subject 1,F,Science Subject 3,C,Science Subject 4,F,,
896,ALevel,Science,2022,Science Subject 3,B,Science Subject 1,C,Science Subject 4,W,,
899,ALevel,Commerce,1998,Commerce Subject 1,F,Commerce Subject 2,S,Commerce Subject 4,W,,
902,ALevel,Technology,1982,Technology Subject 4,A,Technology Subject 2,F,Technology Subject 3,F,,
907,ALevel,Technology,2024,Technology Subject 3,A,Technology Subject 1,F,Technology Subject 4,B,,
908,ALevel,Commerce,1991,Commerce Subject 3,S,Commerce Subject 4,C,Commerce Subject 2,F,,
911,ALevel,Arts,2023,Arts Subject 1,B,Arts Subject 2,B,Arts Subject 3,W,,
920,ALevel,Science,1997,Science Subject 4,S,Science Subject 2,B,Science Subject 1,C,,
922,ALevel,Science,1981,Science Subject 2,W,Science Subject 1,B,Science Subject 4,F,Science Subject 3,A
924,ALevel,Commerce,1994,Commerce Subject 2,F,Commerce Subject 4,B,Commerce Subject 3,W,Commerce Subject 1,S
927,ALevel,Commerce,2015,Commerce Subject 1,B,Commerce Subject 2,S,Commerce Subject 3,S,,
928,ALevel,Arts,2021,Arts Subject 2,C,Arts Subject 4,W,Arts Subject 3,C,Arts Subject 1,C
929,ALevel,Science,1990,Science Subject 2,W,Science Subject 1,B,Science Subject 4,C,,
930,ALevel,Science,1994,Science Subject 1,F,Science Subject 3,A,Science Subject 4,W,Science Subject 2,S
931,ALevel,Arts,2021,Arts Subject 4,A,Arts Subject 2,A,Arts Subject 1,B,,
932,ALevel,Science,1990,Science Subject 3,B,Science Subject 1,F,Science Subject 2,A,Science Subject 4,S
933,ALevel,Technology,2020,Technology Subject 4,B,Technology Subject 1,S,Technology Subject 2,S,Technology Subject 3,C
934,ALevel,Science,2002,Science Subject 3,C,Science Subject 2,F,Science Subject 4,W,,
936,ALevel,Technology,2004,Technology Subject 1,B,Technology Subject 2,S,Technology Subject 4,C,,
940,ALevel,Technology,2006,Technology Subject 4,W,Technology Subject 1,B,Technology Subject 2,A,Technology Subject 3,F
944,ALevel,Commerce,2007,Commerce Subject 4,S,Commerce Subject 3,W,Commerce Subject 1,F,Commerce Subject 2,F
947,ALevel,Technology,2000,Technology Subject 1,C,Technology Subject 3,S,Technology Subject 4,B,,
949,ALevel,Commerce,2003,Commerce Subject 4,W,Commerce Subject 1,F,Commerce Subject 3,A,,
950,ALevel,Arts,1998,Arts Subject 2,B,Arts Subject 4,W,Arts Subject 1,B,,
951,ALevel,Science,2019,Science Subject 4,C,Science Subject 2,W,Science Subject 1,S,Science Subject 3,W
954,ALevel,Commerce,2020,Commerce Subject 1,S,Commerce Subject 4,C,Commerce Subject 3,B,,
956,ALevel,Arts,2013,Arts Subject 4,A,Arts Subject 2,W,Arts Subject 3,A,,
960,ALevel,Commerce,2016,Commerce Subject 4,F,Commerce Subject 1,F,Commerce Subject 2,A,Commerce Subject 3,S
964,ALevel,Science,2017,Science Subject 3,A,Science Subject 2,F,Science Subject 1,F,Science Subject 4,C
966,ALevel,Technology,2024,Technology Subject 4,W,Technology Subject 2,F,Technology Subject 1,F,,
967,ALevel,Technology,2022,Technology Subject 2,W,Technology Subject 3,A,Technology Subject 4,B,,
976,ALevel,Arts,2002,Arts Subject 4,W,Arts Subject 2,B,Arts Subject 1,S,Arts Subject 3,B
977,ALevel,Technology,1989,Technology Subject 4,A,Technology Subject 1,W,Technology Subject 3,A,Technology Subject 2,W
979,ALevel,Technology,2015,Technology Subject 1,W,Technology Subject 4,C,Technology Subject 2,F,,
981,ALevel,Technology,1999,Technology Subject 3,S,Technology Subject 4,B,Technology Subject 2,F,,
985,ALevel,Arts,2024,Arts Subject 1,W,Arts Subject 4,B,Arts Subject 2,S,Arts Subject 3,A
991,ALevel,Arts,2001,Arts Subject 3,C,Arts Subject 4,B,Arts Subject 1,F,,
992,ALevel,Science,2006,Science Subject 1,A,Science Subject 3,A,Science Subject 4,B,Science Subject 2,B
993,ALevel,Arts,1999,Arts Subject 1,C,Arts Subject 3,B,Arts Subject 2,C,,
994,ALevel,Technology,1985,Technology Subject 1,S,Technology Subject 4,C,Technology Subject 3,F,,
995,ALevel,Arts,2024,Arts Subject 3,C,Arts Subject 4,B,Arts Subject 2,F,,
998,ALevel,Commerce,2000,Commerce Subject 4,S,Commerce Subject 3,C,Commerce Subject 1,B,,
999,ALevel,Science,2014,Science Subject 2,F,Science Subject 4,C,Science Subject 3,F,,
1001,ALevel,Commerce,2020,Commerce Subject 4,W,Commerce Subject 3,S,Commerce Subject 1,C,Commerce Subject 2,B
1004,ALevel,Arts,1995,Arts Subject 2,B,Arts Subject 1,W,Arts Subject 3,A,,
1007,ALevel,Technology,2021,Technology Subject 4,A,Technology Subject 2,C,Technology Subject 3,B,,
1008,ALevel,Science,2023,Science Subject 2,B,Science Subject 1,C,Science Subject 4,W,,
1010,ALevel,Arts,1988,Arts Subject 2,S,Arts Subject 4,C,Arts Subject 3,S,Arts Subject 1,C
1012,ALevel,Arts,2006,Arts Subject 4,S,Arts Subject 3,B,Arts Subject 1,C,Arts Subject 2,F
1013,ALevel,Commerce,1981,Commerce Subject 2,B,Commerce Subject 1,F,Commerce Subject 3,W,Commerce Subject 4,W
1014,ALevel,Science,1997,Science Subject 1,C,Science Subject 3,S,Science Subject 2,F,Science Subject 4,S
1018,ALevel,Commerce,1998,Commerce Subject 1,S,Commerce Subject 2,C,Commerce Subject 3,C,,
1019,ALevel,Science,1982,Science Subject 1,S,Science Subject 2,B,Science Subject 3,A,,
1021,ALevel,Science,2005,Science Subject 3,A,Science Subject 2,S,Science Subject 4,C,Science Subject 1,C
1022,ALevel,Arts,2012,Arts Subject 3,S,Arts Subject 4,W,Arts Subject 1,C,Arts Subject 2,F
1027,ALevel,Technology,1995,Technology Subject 1,A,Technology Subject 4,F,Technology Subject 2,F,Technology Subject 3,F
1031,ALevel,Commerce,1987,Commerce Subject 2,C,Commerce Subject 3,C,Commerce Subject 1,W,Commerce Subject 4,C
1032,ALevel,Arts,1992,Arts Subject 1,S,Arts Subject 3,S,Arts Subject 4,C,Arts Subject 2,W
