JobID,EmployerName,Country,EmploymentSector,JobTitle,PostedDate
362,Lanka Plantations,Saudi Arabia,Domestic Services,Teacher Assistant,2024-11-20
363,Sri Pvt,Maldives,Domestic Services,Sewing Machine Operator,2025-07-14
364,Tea Co,Kuwait,Engineering & Technical,Administrative Assistant,2024-03-23
365,Apparel Pvt,Kuwait,Engineering & Technical,Chef,2025-01-28
366,Tea Solutions,Maldives,Construction,Construction Supervisor,2025-05-18
367,Ceylon Solutions,United Arab Emirates,IT & Professional Services,Welder,2024-10-04
368,Tech Group,Israel,Garment & Apparel,Nursing Assistant,2024-12-12
369,Construction Ltd,Saudi Arabia,Healthcare & Nursing,Administrative Assistant,2025-05-18
370,Lanka Co,United Arab Emirates,Healthcare & Nursing,Heavy Vehicle Operator,2025-05-22
371,Tea Ltd,Cyprus,Agriculture & Fishery,Nursing Assistant,2024-06-05
372,Hotel Co,Saudi Arabia,Hospitality & Tourism,Domestic Worker,2024-04-13
373,Gem Ltd,United Arab Emirates,IT & Professional Services,Barista,2025-01-10
374,Construction Solutions,Maldives,Healthcare & Nursing,Plumber,2025-04-08
375,Apparel Co,Qatar,Construction,Construction Helper,2024-08-17
376,Gem Inc,Qatar,Cleaning Services,Accountant,2024-09-19
377,Gem Ltd,Qatar,Domestic Services,Welder,2025-04-19
378,Hotel Plantations,United Arab Emirates,Domestic Services,Carpenter,2024-04-16
379,Construction Pvt,Singapore,Garment & Apparel,Factory Worker,2025-01-03
380,Tea Solutions,Kuwait,Domestic Services,Sewing Machine Operator,2024-06-22
381,Lanka Co,Saudi Arabia,Domestic Services,Sewing Machine Operator,2024-09-28
382,Apparel Plantations,South Korea,Construction,Construction Supervisor,2025-01-09
383,Construction Pvt,Saudi Arabia,Engineering & Technical,Security Guard,2024-02-27
384,Ceylon Inc,Maldives,Healthcare & Nursing,Agricultural Worker,2024-01-10
385,Ceylon Co,Saudi Arabia,Domestic Services,Administrative Assistant,2023-10-03
386,Sri Co,Serbia,Hospitality & Tourism,Construction Helper,2023-09-20
387,Gem Solutions,Saudi Arabia,Domestic Services,Administrative Assistant,2023-12-04
388,Construction Co,Saudi Arabia,Healthcare & Nursing,Agricultural Worker,2023-12-04
389,Island Corp,Saudi Arabia,Beauty & Personal Care,Beautician,2024-11-09
390,Tea Solutions,United Arab Emirates,Facility Management,Agricultural Worker,2024-04-16
391,Sri Plantations,United Arab Emirates,Manufacturing,Housemaid,2025-02-03
392,Lanka Corp,Qatar,Construction,Construction Supervisor,2024-05-20
393,Sri Inc,Oman,Domestic Services,Shuttering Carpenter,2025-04-06
394,Tea Group,Saudi Arabia,Healthcare & Nursing,Technician,2023-10-01
395,Island Enterprises,Saudi Arabia,Healthcare & Nursing,Security Guard,2025-08-05
396,Hotel Inc,United Arab Emirates,Domestic Services,Room Attendant,2025-06-06
397,Tech Co,Saudi Arabia,Security Services,Waiter,2023-12-04
398,Apparel Co,Maldives,Construction,Construction Helper,2024-10-15
399,Construction Corp,United Arab Emirates,Garment & Apparel,Quality Control Inspector,2024-06-16
400,Island Ltd,Cyprus,Healthcare & Nursing,Room Attendant,2025-03-06
401,Hotel Enterprises,Bahrain,Education & Training,Forklift Operator,2024-12-21
402,Tech Co,Oman,Manufacturing,Technician,2025-03-19
403,Apparel Inc,Qatar,Construction,Construction Supervisor,2024-06-27
404,Sri Plantations,Israel,Garment & Apparel,Barista,2024-09-02
405,Ceylon Corp,United Arab Emirates,Construction,Construction Supervisor,2023-08-24
406,Tech Plantations,Saudi Arabia,Garment & Apparel,House Driver,2024-07-27
407,Gem Plantations,Bahrain,Healthcare & Nursing,Packing Worker,2024-12-30
408,Apparel Solutions,Japan,Healthcare & Nursing,Laundry Worker,2025-07-23
409,Lanka Solutions,Jordan,Construction,Construction Supervisor,2025-05-05
410,Lanka Plantations,United Arab Emirates,Engineering & Technical,Receptionist,2023-12-22
411,Tech Pvt,Seychelles,Cleaning Services,Welder,2024-06-23
412,Gem Group,Kuwait,Security Services,Administrative Assistant,2024-12-28
413,Gem Corp,Kuwait,Domestic Services,Nursing Assistant,2025-06-20
414,Sri Inc,Saudi Arabia,Domestic Services,Engineer,2023-11-26
415,Lanka Enterprises,Qatar,Domestic Services,Welder,2024-04-03
416,Gem Co,Kuwait,Garment & Apparel,Laundry Worker,2023-09-07
417,Tea Enterprises,United Arab Emirates,Construction,Construction Helper,2025-02-25
418,Gem Solutions,Saudi Arabia,Facility Management,Sewing Machine Operator,2024-04-23
419,Construction Co,Saudi Arabia,Domestic Services,Barista,2023-09-06
420,Gem Corp,United Arab Emirates,Hospitality & Tourism,Maintenance Worker,2024-01-16
421,Gem Group,Bahrain,Healthcare & Nursing,Security Guard,2025-02-20
422,Ceylon Pvt,Maldives,Garment & Apparel,Salesperson,2025-02-23
423,Apparel Ltd,United Arab Emirates,Hospitality & Tourism,Engineer,2023-09-12
424,Sri Plantations,Romania,Healthcare & Nursing,House Driver,2024-03-10
425,Sri Inc,Qatar,Engineering & Technical,Nurse,2025-05-05
426,Gem Solutions,Saudi Arabia,Garment & Apparel,Cleaner,2025-05-05
427,Island Group,Qatar,Driving & Transportation,Barista,2023-11-18
428,Gem Pvt,Kuwait,Agriculture & Fishery,Mason,2023-12-22
429,Tech Ltd,Hong Kong,Retail & Sales,Logistics Coordinator,2025-04-07
430,Gem Corp,United Arab Emirates,Textile & Sewing,Chef,2023-09-24
431,Island Ltd,United Arab Emirates,Domestic Services,Sewing Machine Operator,2024-08-22
432,Sri Corp,Oman,Garment & Apparel,Bar Bender,2025-03-18
433,Lanka Plantations,Kuwait,Garment & Apparel,Receptionist,2025-03-07
434,Sri Solutions,Malaysia,Facility Management,Cook,2025-06-25
435,Construction Inc,Qatar,Domestic Services,Tailor,2023-12-25
436,Apparel Ltd,United Arab Emirates,Domestic Services,Beautician,2025-05-06
437,Gem Co,Saudi Arabia,Facility Management,Caregiver,2024-04-21
438,Tea Enterprises,Saudi Arabia,Facility Management,Receptionist,2023-09-17
439,Tech Pvt,Saudi Arabia,Agriculture & Fishery,Heavy Vehicle Operator,2023-09-20
440,Lanka Co,New Zealand,Logistics & Warehousing,Teacher Assistant,2024-06-28
441,Hotel Co,Russia,Construction,Construction Supervisor,2025-05-04
442,Tea Group,Jordan,Logistics & Warehousing,Security Guard,2025-07-27
443,Sri Co,Saudi Arabia,Hospitality & Tourism,Laundry Worker,2025-05-19
444,Tech Enterprises,United Arab Emirates,Garment & Apparel,Driver,2024-05-15
445,Gem Group,Bahrain,Domestic Services,Hotel Housekeeper,2025-06-16
446,Gem Group,Kuwait,Hospitality & Tourism,Security Guard,2024-04-17
447,Gem Pvt,Saudi Arabia,Manufacturing,Welder,2024-07-03
448,Lanka Inc,Hong Kong,Retail & Sales,Beautician,2024-11-13
449,Island Solutions,Qatar,Engineering & Technical,Caregiver,2025-04-01
450,Sri Pvt,Maldives,Construction,Construction Supervisor,2023-12-05
451,Tea Plantations,Qatar,Garment & Apparel,Security Guard,2025-05-21
452,Lanka Inc,Qatar,Construction,Construction Helper,2024-02-03
453,Apparel Group,United Arab Emirates,Construction,Construction Supervisor,2025-01-31
454,Hotel Solutions,Kuwait,Healthcare & Nursing,Fishery Worker,2024-08-09
455,Apparel Solutions,Saudi Arabia,Hospitality & Tourism,Packing Worker,2025-05-08
456,Hotel Co,Saudi Arabia,Hospitality & Tourism,Salesperson,2024-09-05
457,Island Group,Saudi Arabia,Construction,Construction Helper,2023-11-26
458,Lanka Pvt,Kuwait,Healthcare & Nursing,Janitor,2024-10-02
459,Hotel Inc,United Kingdom,Domestic Services,Waiter,2023-12-27
460,Island Ltd,Saudi Arabia,Agriculture & Fishery,General Labourer,2024-12-06
461,Construction Solutions,United Arab Emirates,Hospitality & Tourism,Gardener,2023-08-24
462,Sri Pvt,Kuwait,Garment & Apparel,General Labourer,2024-09-24
463,Tech Inc,United Arab Emirates,Education & Training,Cleaner,2024-11-16
464,Ceylon Pvt,Kuwait,Garment & Apparel,Security Guard,2024-07-13
465,Ceylon Enterprises,Saudi Arabia,Security Services,Teacher Assistant,2025-04-26
466,Lanka Solutions,Qatar,Healthcare & Nursing,Hotel Housekeeper,2024-02-10
467,Lanka Enterprises,Jordan,Domestic Services,Nursing Assistant,2024-03-10
468,Island Plantations,United Kingdom,Garment & Apparel,Plumber,2025-06-20
469,Ceylon Plantations,Kuwait,Healthcare & Nursing,Domestic Worker,2023-11-10
470,Gem Inc,Hong Kong,Healthcare & Nursing,Logistics Coordinator,2025-07-28
471,Hotel Ltd,Kuwait,Domestic Services,Administrative Assistant,2024-08-23
472,Tech Enterprises,United Arab Emirates,Security Services,Warehouse Worker,2024-10-08
473,Tech Pvt,Saudi Arabia,Agriculture & Fishery,Fishery Worker,2023-10-26
474,Lanka Ltd,Saudi Arabia,Domestic Services,Teacher Assistant,2025-03-26
475,Tea Solutions,Maldives,Garment & Apparel,Delivery Driver,2023-11-25
476,Apparel Co,Romania,Textile & Sewing,House Driver,2025-04-12
477,Apparel Plantations,Saudi Arabia,Facility Management,Delivery Driver,2025-08-01
478,Construction Enterprises,Sri Lanka,Healthcare & Nursing,Delivery Driver,2024-11-23
479,Tech Ltd,Romania,Manufacturing,Security Guard,2024-08-08
480,Island Plantations,Kuwait,Garment & Apparel,Gardener,2024-12-05
481,Tea Corp,Saudi Arabia,Hospitality & Tourism,Maintenance Worker,2025-08-11
482,Lanka Solutions,United Arab Emirates,Domestic Services,Welder,2024-07-03
483,Hotel Pvt,Kuwait,Domestic Services,Heavy Vehicle Operator,2024-07-11
484,Sri Group,Oman,Construction,Construction Supervisor,2023-12-14
485,Lanka Group,Kuwait,Hospitality & Tourism,Hotel Housekeeper,2024-08-17
486,Ceylon Inc,Kuwait,Construction,Construction Helper,2023-09-21
487,Tech Plantations,Saudi Arabia,Healthcare & Nursing,Nursing Assistant,2023-12-15
488,Lanka Plantations,Jordan,Domestic Services,Agricultural Worker,2024-12-04
489,Gem Enterprises,Seychelles,Domestic Services,Janitor,2023-11-24
490,Apparel Plantations,Saudi Arabia,Manufacturing,Quality Control Inspector,2024-05-12
491,Construction Inc,Saudi Arabia,Garment & Apparel,Maintenance Worker,2025-02-05
492,Sri Ltd,Romania,Construction,Construction Supervisor,2024-05-05
493,Construction Pvt,Saudi Arabia,Domestic Services,Salesperson,2024-11-21
494,Tea Inc,United Arab Emirates,Facility Management,Engineer,2023-10-18
495,Hotel Plantations,Saudi Arabia,Beauty & Personal Care,Fishery Worker,2023-12-11
496,Apparel Solutions,Qatar,Hospitality & Tourism,Machine Operator,2024-02-02
497,Island Pvt,Kuwait,Hospitality & Tourism,Gardener,2024-12-16
498,Gem Ltd,United Arab Emirates,Hospitality & Tourism,General Labourer,2024-05-12
499,Island Plantations,United Arab Emirates,Domestic Services,Shuttering Carpenter,2024-09-12
500,Sri Ltd,Malaysia,Construction,Construction Supervisor,2024-04-25
501,Construction Solutions,United Arab Emirates,Construction,Construction Supervisor,2024-01-03
502,Island Ltd,Malaysia,Hospitality & Tourism,Machine Operator,2024-06-09
503,Apparel Pvt,New Zealand,Domestic Services,Accountant,2023-09-22
504,Island Plantations,United Arab Emirates,Construction,Construction Supervisor,2024-01-24
505,Apparel Inc,Saudi Arabia,Construction,Construction Helper,2024-09-29
506,Construction Plantations,Kuwait,Garment & Apparel,Security Guard,2024-03-09
507,Gem Pvt,South Korea,Garment & Apparel,Barista,2023-09-05
508,Tech Ltd,Japan,Hospitality & Tourism,Mason,2024-10-29
509,Gem Pvt,Kuwait,Hospitality & Tourism,Caregiver,2024-12-04
510,Sri Corp,Kuwait,Beauty & Personal Care,Heavy Vehicle Operator,2024-12-05
511,Gem Co,Hong Kong,Manufacturing,Housemaid,2023-10-23
512,Sri Ltd,Saudi Arabia,Facility Management,Machine Operator,2024-05-16
513,Island Ltd,Saudi Arabia,Construction,Construction Supervisor,2023-12-26
514,Island Inc,Saudi Arabia,Retail & Sales,Technician,2025-01-30
515,Tech Solutions,Qatar,Manufacturing,Janitor,2023-10-29
516,Sri Inc,Kuwait,Driving & Transportation,Driver,2024-06-24
517,Ceylon Group,Saudi Arabia,Driving & Transportation,Plumber,2024-12-01
518,Apparel Corp,Japan,Hospitality & Tourism,Construction Helper,2025-02-01
519,Tea Solutions,Malaysia,IT & Professional Services,Nursing Assistant,2025-04-04
520,Sri Co,Oman,Domestic Services,Quality Control Inspector,2024-08-22
521,Lanka Plantations,Serbia,Healthcare & Nursing,Domestic Worker,2024-01-02
522,Tea Enterprises,Saudi Arabia,Garment & Apparel,Warehouse Worker,2024-08-05
523,Tea Co,Malaysia,Engineering & Technical,Technician,2024-07-08
524,Hotel Co,Qatar,Hospitality & Tourism,Shuttering Carpenter,2023-10-10
525,Hotel Solutions,Saudi Arabia,Construction,Construction Supervisor,2024-02-10
526,Hotel Solutions,Oman,Beauty & Personal Care,Salesperson,2025-02-11
527,Tea Co,Cyprus,Domestic Services,Waiter,2025-04-21
528,Apparel Corp,United Arab Emirates,Healthcare & Nursing,Salesperson,2025-05-06
529,Gem Group,Saudi Arabia,Domestic Services,Technician,2024-10-22
530,Tea Group,Jordan,Healthcare & Nursing,Teacher Assistant,2024-12-23
531,Island Pvt,Saudi Arabia,Domestic Services,Kitchen Helper,2025-04-22
532,Construction Group,United Arab Emirates,Garment & Apparel,Plumber,2025-01-24
533,Construction Pvt,Kuwait,Textile & Sewing,Receptionist,2024-10-21
534,Gem Inc,Qatar,Garment & Apparel,Hairdresser,2024-03-31
535,Tea Enterprises,Qatar,Domestic Services,Packing Worker,2023-08-22
536,Construction Solutions,Saudi Arabia,Logistics & Warehousing,Teacher Assistant,2025-06-20
537,Construction Corp,United Arab Emirates,Domestic Services,Salesperson,2025-03-01
538,Lanka Corp,Romania,Domestic Services,Packing Worker,2024-10-26
539,Sri Co,United Kingdom,Construction,Construction Helper,2024-08-03
540,Apparel Group,United Arab Emirates,Garment & Apparel,Teacher Assistant,2024-12-20
541,Tea Pvt,Saudi Arabia,Domestic Services,Welder,2024-10-08
542,Lanka Plantations,Jordan,Textile & Sewing,Nurse,2025-02-23
543,Ceylon Inc,Saudi Arabia,Facility Management,Factory Worker,2024-10-28
544,Gem Inc,Sri Lanka,Domestic Services,Accountant,2023-08-24
545,Gem Corp,Kuwait,Construction,Construction Helper,2023-08-27
546,Sri Enterprises,United Kingdom,Hospitality & Tourism,Technician,2023-12-28
547,Sri Ltd,Saudi Arabia,Garment & Apparel,Mason,2024-06-17
548,Tech Group,Hong Kong,Facility Management,Heavy Vehicle Operator,2023-12-15
549,Lanka Co,Kuwait,Construction,Construction Helper,2023-10-20
550,Ceylon Co,Qatar,Garment & Apparel,Quality Control Inspector,2024-02-06
551,Tech Co,United Arab Emirates,Domestic Services,Carpenter,2024-07-13
552,Ceylon Pvt,Kuwait,Facility Management,Engineer,2025-04-05
553,Construction Corp,Saudi Arabia,Retail & Sales,Sewing Machine Operator,2024-12-18
554,Tea Ltd,Kuwait,Retail & Sales,Engineer,2024-04-05
555,Tech Group,Kuwait,Agriculture & Fishery,Accountant,2024-12-29
556,Tea Ltd,Kuwait,Garment & Apparel,Beautician,2023-12-21
557,Construction Ltd,United Kingdom,Garment & Apparel,Maintenance Worker,2025-04-09
558,Tech Co,Qatar,Domestic Services,Teacher Assistant,2023-09-19
559,Tech Co,Malaysia,Hospitality & Tourism,Domestic Worker,2025-07-07
560,Lanka Enterprises,Saudi Arabia,IT & Professional Services,Security Guard,2025-02-22
561,Construction Co,United Arab Emirates,Domestic Services,Engineer,2023-08-26
562,Gem Solutions,Cyprus,Domestic Services,Carpenter,2024-09-30
563,Island Enterprises,Kuwait,Healthcare & Nursing,Maintenance Worker,2024-07-22
564,Lanka Pvt,Romania,Security Services,Caregiver,2025-03-22
565,Lanka Inc,Maldives,Retail & Sales,Maintenance Worker,2024-08-27
566,Gem Plantations,Qatar,Garment & Apparel,Fishery Worker,2024-04-28
567,Tech Group,Qatar,Construction,Construction Helper,2024-02-06
568,Tech Pvt,Kuwait,Driving & Transportation,Gardener,2024-04-17
569,Tea Pvt,Qatar,Hospitality & Tourism,Shuttering Carpenter,2024-10-24
570,Lanka Corp,Kuwait,Manufacturing,Agricultural Worker,2024-02-18
571,Tea Ltd,Kuwait,Healthcare & Nursing,Cleaner,2023-12-22
572,Hotel Pvt,United Arab Emirates,Hospitality & Tourism,Beautician,2023-10-20
573,Island Solutions,Japan,Engineering & Technical,Hotel Housekeeper,2023-10-21
574,Island Corp,South Korea,Garment & Apparel,Agricultural Worker,2025-01-27
575,Apparel Plantations,Turkey,Construction,Construction Supervisor,2024-05-24
576,Gem Group,Qatar,Construction,Construction Helper,2024-05-24
577,Tech Pvt,Maldives,Garment & Apparel,Waiter,2023-09-09
578,Ceylon Ltd,Malaysia,Construction,Construction Supervisor,2023-10-12
579,Apparel Enterprises,Saudi Arabia,Hospitality & Tourism,Gardener,2024-12-27
580,Hotel Corp,Kuwait,Driving & Transportation,Nursing Assistant,2024-03-31
581,Sri Corp,Seychelles,Construction,Construction Supervisor,2025-04-30
582,Lanka Plantations,Israel,Manufacturing,Machine Operator,2023-11-30
583,Construction Group,Qatar,IT & Professional Services,Security Guard,2023-11-16
584,Sri Inc,Kuwait,Hospitality & Tourism,Hotel Housekeeper,2025-02-27
585,Sri Solutions,Kuwait,Cleaning Services,Janitor,2023-10-17
586,Tea Solutions,Maldives,Engineering & Technical,Technician,2025-04-19
587,Tea Enterprises,United Arab Emirates,Manufacturing,Mason,2024-08-08
588,Island Ltd,Oman,IT & Professional Services,Domestic Worker,2024-02-27
589,Lanka Group,Oman,Domestic Services,Welder,2024-06-28
590,Construction Co,Qatar,Healthcare & Nursing,Room Attendant,2023-08-22
591,Gem Ltd,Japan,Textile & Sewing,Logistics Coordinator,2025-02-20
592,Island Enterprises,Turkey,Hospitality & Tourism,Fishery Worker,2024-02-01
593,Hotel Group,Qatar,Construction,Construction Helper,2024-12-23
594,Ceylon Plantations,Kuwait,Construction,Construction Helper,2025-04-19
595,Tea Plantations,Kuwait,Garment & Apparel,Logistics Coordinator,2024-12-08
596,Ceylon Co,Qatar,IT & Professional Services,Domestic Worker,2025-04-10
597,Tea Ltd,Kuwait,Construction,Construction Helper,2025-01-31
598,Island Plantations,Jordan,Hospitality & Tourism,Warehouse Worker,2024-07-21
599,Tea Inc,Qatar,Construction,Construction Supervisor,2025-01-29
600,Lanka Pvt,Saudi Arabia,Domestic Services,Janitor,2023-11-01
601,Tea Co,Qatar,Domestic Services,Receptionist,2024-04-12
602,Gem Solutions,United Kingdom,Garment & Apparel,Shuttering Carpenter,2024-09-24
603,Ceylon Inc,Oman,Construction,Construction Helper,2024-02-28
604,Apparel Enterprises,Qatar,Healthcare & Nursing,Hairdresser,2024-08-20
605,Tech Inc,Maldives,Healthcare & Nursing,Warehouse Worker,2024-12-31
606,Ceylon Co,Romania,Construction,Construction Helper,2024-01-21
607,Lanka Ltd,Saudi Arabia,Security Services,Housemaid,2024-12-17
608,Gem Corp,Malaysia,Garment & Apparel,Construction Helper,2024-11-06
609,Tech Group,Qatar,Education & Training,Nursing Assistant,2025-07-24
610,Tea Corp,Qatar,Driving & Transportation,House Driver,2024-04-20
611,Construction Ltd,United Arab Emirates,Hospitality & Tourism,Maintenance Worker,2025-05-08
612,Sri Inc,Maldives,Domestic Services,Room Attendant,2025-01-02
613,Island Ltd,Saudi Arabia,Retail & Sales,Machine Operator,2024-03-09
614,Sri Group,United Arab Emirates,Garment & Apparel,Logistics Coordinator,2023-09-30
615,Island Ltd,Saudi Arabia,Domestic Services,Driver,2025-06-07
616,Construction Plantations,New Zealand,Engineering & Technical,Kitchen Helper,2025-04-25
617,Apparel Group,United Arab Emirates,Cleaning Services,Domestic Worker,2024-05-26
