PersonalID,NVQLevel,CourseName,Institution,CompletionDate
519,,Certificate in Domestic Work,SLBFE Training Center,2020-04-30
523,,Diploma in Nursing,VTA,2024-09-13
523,,Diploma in Hospitality,NAITA,2019-03-04
523,,Certificate in Heavy Vehicle Operation,TVEC,2019-01-30
526,,Certificate in Nursing,TVEC,2020-09-24
526,,Bachelor's Degree,VTA,2018-06-01
526,,Diploma in IT,SLBFE Training Center,2023-04-02
528,,Certificate in Cooking,NAITA,2022-09-27
529,NVQ Level 4,,TVEC,2019-10-27
529,,Certificate in Masonry,Construction Enterprises,2022-02-09
529,,Certificate in Carpentry,NAITA,2017-02-20
531,NVQ Level 2,,Lanka Plantations,2020-10-07
531,,Certificate in Electrical Work,VTA,2020-12-20
531,,Diploma in IT,SLBFE Training Center,2020-05-27
531,,Certificate in Sewing,Lanka Pvt,2019-06-09
533,,Certificate in Carpentry,TVEC,2020-05-20
536,,Certificate in Nursing,NAITA,2015-09-23
537,,Certificate in Carpentry,Tea Solutions,2025-03-26
538,NVQ Level 5,,TVEC,2022-12-17
538,,O/L,SLBFE Training Center,2019-04-08
538,,A/L,Sri Co,2025-07-31
538,,Certificate in Domestic Work,TVEC,2017-05-31
543,,Diploma in Nursing,Tea Pvt,2020-10-11
545,,Certificate in Caregiving,TVEC,2022-01-01
547,,Certificate in Caregiving,VTA,2021-10-30
551,,Diploma in Nursing,TVEC,2017-03-15
551,NVQ Level 5,,TVEC,2017-08-29
552,,O/L,NAITA,2021-06-30
552,,A/L,SLBFE Training Center,2020-10-05
553,,Certificate in Sewing,VTA,2019-10-02
553,,Certificate in IT,TVEC,2023-09-30
553,,Certificate in Domestic Work,TVEC,2020-05-07
553,,Certificate in Sewing,VTA,2018-02-11
554,,Diploma in IT,VTA,2020-07-19
554,,Diploma in Hospitality,VTA,2023-07-28
554,,Certificate in Domestic Work,TVEC,2022-01-08
557,,Certificate in Welding,VTA,2023-03-11
557,,Diploma in Hospitality,SLBFE Training Center,2015-12-21
558,NVQ Level 1,,TVEC,2024-07-11
558,,A/L,VTA,2020-11-17
559,,O/L,Construction Co,2021-11-11
559,,Certificate in Domestic Work,VTA,2018-04-04
560,,Certificate in Accounting,VTA,2021-04-24
560,,Certificate in Caregiving,TVEC,2025-07-09
560,,Certificate in Cooking,VTA,2023-02-10
562,NVQ Level 2,,TVEC,2017-11-19
562,NVQ Level 2,,VTA,2015-09-12
566,,Bachelor's Degree,NAITA,2021-07-23
566,,O/L,TVEC,2019-04-09
568,,Certificate in Welding,NAITA,2017-07-20
570,,Certificate in Accounting,Ceylon Enterprises,2024-02-14
570,,Certificate in Sewing,Hotel Enterprises,2015-11-22
570,NVQ Level 5,,Lanka Corp,2020-05-16
570,,Diploma in Hospitality,VTA,2017-08-16
572,,Certificate in Domestic Work,TVEC,2022-01-06
572,,O/L,Gem Group,2020-02-26
572,NVQ Level 2,,TVEC,2021-01-14
573,,Certificate in Masonry,TVEC,2020-12-20
573,,Diploma in IT,NAITA,2024-02-29
573,NVQ Level 4,,Lanka Co,2015-12-01
575,,Certificate in Caregiving,NAITA,2015-08-27
575,,Certificate in Masonry,NAITA,2015-09-01
579,,Certificate in Welding,SLBFE Training Center,2016-11-30
581,,Certificate in Electrical Work,TVEC,2016-10-16
582,,Certificate in Heavy Vehicle Operation,Tech Inc,2023-10-09
583,,Certificate in Caregiving,Tech Group,2017-08-31
583,,Certificate in Caregiving,VTA,2018-03-23
583,,Certificate in Caregiving,TVEC,2023-09-30
583,,Certificate in Caregiving,TVEC,2019-10-28
584,,Certificate in Welding,NAITA,2024-07-27
584,,Certificate in Domestic Work,Apparel Ltd,2021-12-27
588,,Certificate in Welding,Tech Corp,2024-04-03
588,,Certificate in Hospitality,VTA,2021-06-16
588,NVQ Level 5,,VTA,2020-03-07
588,,Certificate in Domestic Work,SLBFE Training Center,2019-07-14
590,,Certificate in Nursing,NAITA,2024-05-30
590,,Certificate in Driving,SLBFE Training Center,2025-05-30
590,,Diploma in Business,Gem Co,2023-09-17
591,,Certificate in Carpentry,Sri Group,2025-03-27
591,,Certificate in Sewing,TVEC,2025-07-14
596,,Certificate in Cooking,TVEC,2016-06-22
596,,Certificate in Domestic Work,Apparel Ltd,2017-07-24
596,,Certificate in Heavy Vehicle Operation,Ceylon Pvt,2016-07-29
599,,Master's Degree,VTA,2016-06-06
599,,Certificate in Plumbing,TVEC,2024-07-24
599,NVQ Level 4,,SLBFE Training Center,2024-06-12
599,,Certificate in IT,SLBFE Training Center,2023-09-06
603,,O/L,VTA,2016-01-30
605,,Certificate in Carpentry,Sri Corp,2020-11-01
605,NVQ Level 5,,SLBFE Training Center,2021-11-06
605,,Certificate in Sewing,SLBFE Training Center,2025-07-10
607,,Certificate in Accounting,Island Corp,2016-09-20
608,,Certificate in Accounting,TVEC,2017-10-07
609,,Certificate in Masonry,VTA,2016-07-17
611,,Certificate in Domestic Work,VTA,2019-11-01
614,,Certificate in Carpentry,NAITA,2025-04-18
614,,Certificate in Electrical Work,VTA,2022-10-10
616,,Certificate in Masonry,SLBFE Training Center,2021-12-08
616,,Certificate in Masonry,NAITA,2022-07-10
617,,Certificate in Plumbing,NAITA,2025-06-08
619,,Certificate in IT,TVEC,2023-03-05
622,,Certificate in IT,VTA,2022-03-12
623,,Certificate in Heavy Vehicle Operation,VTA,2022-05-16
626,NVQ Level 5,,SLBFE Training Center,2017-03-03
626,,Certificate in IT,VTA,2018-04-22
631,,Certificate in IT,VTA,2024-10-16
631,,Certificate in Caregiving,VTA,2021-06-18
631,,O/L,VTA,2020-06-09
633,NVQ Level 1,,NAITA,2024-08-06
633,,Diploma in Business,NAITA,2023-04-25
636,NVQ Level 5,,SLBFE Training Center,2024-06-04
636,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2021-06-18
636,,Certificate in Heavy Vehicle Operation,VTA,2016-04-27
642,,Certificate in Carpentry,VTA,2018-10-14
642,,Certificate in Heavy Vehicle Operation,TVEC,2021-08-23
644,,Certificate in Nursing,NAITA,2016-03-05
644,,Diploma in Hospitality,SLBFE Training Center,2021-09-30
644,,Master's Degree,VTA,2018-11-06
647,,Certificate in Accounting,NAITA,2020-09-03
647,,Certificate in Heavy Vehicle Operation,NAITA,2024-10-14
647,,Certificate in Caregiving,VTA,2021-04-15
647,,Diploma in Nursing,SLBFE Training Center,2020-04-10
648,,Certificate in Electrical Work,SLBFE Training Center,2019-08-11
649,,Certificate in IT,TVEC,2021-05-13
649,,Certificate in Nursing,Gem Plantations,2021-05-07
651,,Certificate in Masonry,SLBFE Training Center,2024-01-30
651,,Certificate in Hospitality,NAITA,2018-09-24
652,,Certificate in Caregiving,NAITA,2017-11-02
652,,Certificate in Caregiving,SLBFE Training Center,2019-08-26
652,,Certificate in Caregiving,VTA,2025-01-25
653,,Bachelor's Degree,TVEC,2020-07-11
653,NVQ Level 5,,Tea Enterprises,2018-04-08
658,,Certificate in IT,TVEC,2017-10-03
658,,Certificate in IT,SLBFE Training Center,2016-11-24
658,NVQ Level 3,,Tech Pvt,2022-06-17
660,,Diploma in Hospitality,TVEC,2021-02-01
661,,Certificate in Nursing,SLBFE Training Center,2016-08-02
661,,Diploma in IT,SLBFE Training Center,2022-12-28
661,,Certificate in Nursing,SLBFE Training Center,2024-11-11
663,,Certificate in Caregiving,SLBFE Training Center,2017-05-25
666,,Diploma in Nursing,NAITA,2024-02-16
666,,Certificate in Driving,VTA,2020-04-02
666,,Certificate in Sewing,NAITA,2024-09-30
667,,Certificate in Masonry,Construction Solutions,2018-03-05
667,,Certificate in Plumbing,SLBFE Training Center,2017-07-25
667,,Certificate in Masonry,SLBFE Training Center,2022-07-15
668,,Diploma in Nursing,VTA,2015-09-29
668,,Certificate in Hospitality,VTA,2017-08-06
672,,O/L,TVEC,2018-09-13
672,,Diploma in Hospitality,NAITA,2024-05-09
674,,Certificate in Cooking,NAITA,2021-06-15
674,,Certificate in Cooking,NAITA,2020-04-17
675,,Diploma in IT,VTA,2017-07-31
675,,Certificate in Sewing,TVEC,2019-06-04
675,,Certificate in Cooking,NAITA,2018-12-18
677,,Certificate in Caregiving,VTA,2016-06-02
677,,Certificate in Caregiving,Island Solutions,2021-08-09
678,,Diploma in IT,VTA,2023-03-07
678,,Master's Degree,TVEC,2018-12-01
679,NVQ Level 4,,Gem Co,2018-01-16
680,,Certificate in Carpentry,SLBFE Training Center,2019-03-16
681,,Bachelor's Degree,NAITA,2024-10-03
681,,Certificate in IT,VTA,2020-08-26
681,,Diploma in Hospitality,VTA,2015-11-07
685,,Master's Degree,NAITA,2018-05-26
685,,Certificate in Plumbing,SLBFE Training Center,2019-06-08
685,,Certificate in Welding,TVEC,2021-01-31
686,,Certificate in Cooking,VTA,2016-02-22
687,,Certificate in Caregiving,SLBFE Training Center,2020-03-21
688,,Certificate in Nursing,SLBFE Training Center,2017-07-08
690,,Certificate in Hospitality,SLBFE Training Center,2015-10-11
696,,O/L,Hotel Group,2016-03-03
696,NVQ Level 1,,NAITA,2018-12-20
698,,O/L,TVEC,2023-06-21
703,,Certificate in Accounting,NAITA,2022-02-08
703,NVQ Level 4,,NAITA,2021-05-10
703,,Certificate in Nursing,VTA,2016-10-19
703,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2024-03-31
705,,Certificate in Electrical Work,VTA,2016-09-05
705,,Certificate in Accounting,Hotel Corp,2024-10-10
710,NVQ Level 1,,TVEC,2021-12-19
710,NVQ Level 5,,TVEC,2020-06-05
710,,Certificate in Accounting,TVEC,2018-01-18
715,,Certificate in Carpentry,NAITA,2018-04-10
717,NVQ Level 2,,TVEC,2016-08-01
717,,Certificate in Caregiving,VTA,2020-06-11
718,,Certificate in Plumbing,Gem Co,2022-01-07
718,,Certificate in Welding,SLBFE Training Center,2024-10-29
718,,Certificate in Accounting,TVEC,2020-08-07
719,,Bachelor's Degree,TVEC,2024-05-11
719,,Certificate in Electrical Work,NAITA,2017-08-16
720,,Certificate in Caregiving,TVEC,2024-11-28
726,,Master's Degree,TVEC,2022-07-12
727,,Certificate in Hospitality,NAITA,2022-05-31
727,,O/L,SLBFE Training Center,2016-08-29
728,,Certificate in Carpentry,TVEC,2025-04-09
728,,Diploma in Hospitality,TVEC,2022-09-25
729,,Certificate in Welding,SLBFE Training Center,2021-01-21
729,,Diploma in Hospitality,TVEC,2017-08-23
729,,Certificate in Electrical Work,SLBFE Training Center,2017-05-29
729,,Certificate in Hospitality,VTA,2023-03-21
730,,Certificate in Cooking,SLBFE Training Center,2018-10-27
734,,Certificate in Driving,Lanka Co,2025-01-19
735,,Master's Degree,Construction Plantations,2017-02-13
735,,Certificate in Accounting,NAITA,2018-06-24
735,,A/L,TVEC,2021-06-03
735,,Certificate in Sewing,VTA,2019-11-20
736,,Certificate in IT,NAITA,2023-04-25
737,,O/L,Gem Corp,2020-05-01
737,,Certificate in Plumbing,VTA,2023-05-08
737,,Certificate in Hospitality,VTA,2020-12-28
738,,Certificate in Plumbing,TVEC,2024-01-24
739,,Diploma in Nursing,TVEC,2016-12-04
739,,Certificate in Driving,TVEC,2018-02-06
740,,Certificate in Nursing,SLBFE Training Center,2024-04-09
740,,Certificate in Electrical Work,Hotel Solutions,2022-09-21
741,,O/L,Hotel Inc,2023-05-31
741,,Certificate in Domestic Work,SLBFE Training Center,2022-07-01
741,,Certificate in Welding,TVEC,2020-03-15
742,,Certificate in Accounting,SLBFE Training Center,2020-02-10
742,,Bachelor's Degree,Lanka Plantations,2016-03-02
744,,Certificate in Driving,Gem Co,2022-07-28
744,,Certificate in Heavy Vehicle Operation,TVEC,2022-10-19
744,,Certificate in Masonry,SLBFE Training Center,2019-08-06
745,,Certificate in Cooking,SLBFE Training Center,2020-01-18
745,,Diploma in IT,TVEC,2016-10-20
745,,Certificate in Electrical Work,NAITA,2021-08-21
747,,Diploma in Nursing,SLBFE Training Center,2021-10-10
747,NVQ Level 4,,TVEC,2016-12-28
747,,Certificate in Nursing,SLBFE Training Center,2018-08-25
748,,Certificate in Accounting,Island Plantations,2025-07-05
748,,A/L,NAITA,2020-01-29
748,,Master's Degree,SLBFE Training Center,2023-12-07
749,,Certificate in Caregiving,SLBFE Training Center,2015-11-26
749,,Diploma in IT,VTA,2023-07-23
750,,Certificate in Welding,VTA,2024-12-16
750,,Diploma in Nursing,VTA,2024-08-27
750,,Certificate in IT,NAITA,2020-08-25
750,NVQ Level 1,,TVEC,2015-09-22
752,,Certificate in Driving,Construction Ltd,2022-09-06
752,,Certificate in Masonry,VTA,2018-06-05
754,,Diploma in Nursing,Tech Plantations,2019-06-22
755,,Certificate in Accounting,NAITA,2023-03-20
756,NVQ Level 5,,TVEC,2017-09-12
756,NVQ Level 5,,SLBFE Training Center,2019-10-11
758,,Certificate in Caregiving,NAITA,2019-10-19
760,,Certificate in Masonry,Sri Corp,2015-12-07
760,,Certificate in Caregiving,Sri Co,2021-05-30
760,,Certificate in Masonry,SLBFE Training Center,2018-03-08
764,NVQ Level 1,,Ceylon Enterprises,2018-08-23
765,,Certificate in Plumbing,TVEC,2022-03-12
766,,Certificate in Electrical Work,SLBFE Training Center,2016-11-03
768,,Certificate in Carpentry,NAITA,2024-03-08
770,,Certificate in Caregiving,SLBFE Training Center,2016-10-15
770,,Certificate in Caregiving,SLBFE Training Center,2017-03-31
773,,Certificate in Caregiving,NAITA,2017-03-17
773,,Certificate in Caregiving,Apparel Enterprises,2019-05-03
773,,Certificate in Caregiving,SLBFE Training Center,2016-03-26
774,,Certificate in Caregiving,VTA,2023-09-16
774,,Certificate in Domestic Work,Island Corp,2022-08-20
774,,O/L,SLBFE Training Center,2019-12-28
774,,Certificate in Nursing,SLBFE Training Center,2016-04-23
776,,Certificate in Hospitality,NAITA,2021-02-06
776,,Master's Degree,Lanka Inc,2025-01-31
778,,Certificate in Heavy Vehicle Operation,NAITA,2024-12-23
778,,Diploma in Business,Apparel Pvt,2015-09-21
778,NVQ Level 2,,SLBFE Training Center,2018-05-28
778,,Certificate in Nursing,SLBFE Training Center,2023-08-03
781,,Certificate in Sewing,NAITA,2017-07-29
785,,Certificate in Domestic Work,Tea Inc,2017-02-15
787,,Certificate in Caregiving,Apparel Plantations,2021-04-21
787,,Certificate in Cooking,NAITA,2021-12-05
787,,Certificate in IT,SLBFE Training Center,2015-08-28
789,NVQ Level 1,,VTA,2016-02-19
793,,Certificate in IT,SLBFE Training Center,2025-04-13
793,,Certificate in IT,Island Co,2023-12-31
793,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2015-12-07
795,,Certificate in Electrical Work,NAITA,2020-05-26
795,,Certificate in Masonry,Tech Enterprises,2022-05-15
798,,Certificate in Carpentry,SLBFE Training Center,2022-02-27
798,,Certificate in Domestic Work,SLBFE Training Center,2017-12-07
801,,Certificate in Heavy Vehicle Operation,TVEC,2019-05-01
801,,Certificate in Sewing,TVEC,2015-10-16
802,,Bachelor's Degree,NAITA,2017-07-20
802,,Diploma in IT,NAITA,2018-01-14
804,,Certificate in Caregiving,Apparel Pvt,2018-07-12
804,,Certificate in Welding,TVEC,2017-12-01
804,,Certificate in Plumbing,SLBFE Training Center,2022-09-04
807,NVQ Level 1,,TVEC,2020-05-10
807,,Diploma in IT,TVEC,2023-02-28
808,,Certificate in Sewing,TVEC,2022-05-26
816,,Diploma in Hospitality,VTA,2024-03-19
817,,O/L,NAITA,2015-10-08
818,,Certificate in Hospitality,SLBFE Training Center,2022-07-25
822,,Diploma in IT,Construction Solutions,2021-06-07
823,,Certificate in Electrical Work,VTA,2019-01-16
823,,Diploma in Hospitality,SLBFE Training Center,2021-10-02
823,,A/L,SLBFE Training Center,2022-06-30
823,NVQ Level 5,,NAITA,2022-09-07
824,,Diploma in IT,VTA,2015-12-07
824,,Bachelor's Degree,SLBFE Training Center,2021-07-11
827,,Certificate in Accounting,Apparel Corp,2016-08-05
827,,Certificate in Welding,TVEC,2019-12-29
828,NVQ Level 1,,Tech Co,2018-10-14
828,,Certificate in Caregiving,Tea Solutions,2021-11-10
828,,Certificate in Nursing,TVEC,2021-10-01
830,,Certificate in Driving,SLBFE Training Center,2021-05-23
830,,Certificate in Nursing,SLBFE Training Center,2020-11-08
830,NVQ Level 2,,NAITA,2020-10-24
830,,Diploma in IT,NAITA,2022-05-06
831,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2022-09-17
831,,Certificate in Masonry,TVEC,2024-09-13
833,,Certificate in Cooking,SLBFE Training Center,2023-02-18
833,,Certificate in Cooking,SLBFE Training Center,2024-11-16
833,,Certificate in Cooking,SLBFE Training Center,2021-12-01
836,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2016-03-02
836,,Certificate in Accounting,Tea Ltd,2022-06-15
836,,Certificate in Welding,TVEC,2024-05-31
838,NVQ Level 2,,Ceylon Inc,2024-01-18
838,,Certificate in IT,Apparel Ltd,2020-02-28
839,,Certificate in Welding,TVEC,2019-07-03
839,,Certificate in IT,VTA,2019-11-22
839,NVQ Level 1,,SLBFE Training Center,2020-07-14
839,,Certificate in Plumbing,VTA,2023-12-10
840,,Certificate in Sewing,TVEC,2018-08-11
840,,O/L,TVEC,2022-03-26
841,,Certificate in Nursing,VTA,2023-07-25
841,,Diploma in Hospitality,Island Ltd,2021-12-04
841,NVQ Level 4,,SLBFE Training Center,2021-06-12
841,,Certificate in Accounting,NAITA,2017-06-17
842,,Certificate in Nursing,SLBFE Training Center,2019-11-26
842,,O/L,VTA,2022-07-20
842,,Bachelor's Degree,Tech Co,2022-09-08
844,,Certificate in Sewing,Island Ltd,2019-04-21
844,,O/L,Ceylon Ltd,2024-08-25
844,,Certificate in Electrical Work,VTA,2017-01-14
845,,Diploma in Business,SLBFE Training Center,2024-09-03
846,,O/L,TVEC,2022-07-22
846,NVQ Level 5,,NAITA,2024-05-07
846,,Certificate in Hospitality,TVEC,2016-01-06
849,NVQ Level 2,,SLBFE Training Center,2021-07-30
849,,Certificate in Carpentry,NAITA,2022-06-19
849,NVQ Level 3,,VTA,2019-12-11
849,,Certificate in Caregiving,Apparel Plantations,2016-02-01
854,,Certificate in Carpentry,VTA,2017-04-16
854,,Certificate in Masonry,Construction Group,2025-07-28
854,,Certificate in Hospitality,NAITA,2017-11-06
854,,Certificate in Caregiving,NAITA,2019-09-07
855,,A/L,VTA,2022-11-19
855,,Diploma in Hospitality,Island Enterprises,2024-10-21
856,,Diploma in Hospitality,TVEC,2023-03-07
856,,Master's Degree,VTA,2021-01-01
858,,Certificate in Nursing,TVEC,2021-04-03
858,,Diploma in Hospitality,VTA,2024-06-07
861,,O/L,SLBFE Training Center,2019-02-16
861,,Certificate in Driving,Lanka Plantations,2015-09-03
862,,Certificate in Nursing,NAITA,2021-11-26
862,,Certificate in Heavy Vehicle Operation,Ceylon Enterprises,2024-01-05
862,,Certificate in Masonry,Ceylon Enterprises,2023-03-08
864,NVQ Level 1,,VTA,2024-05-23
864,,Certificate in Plumbing,TVEC,2024-03-20
864,,Certificate in Heavy Vehicle Operation,VTA,2019-04-19
865,,Certificate in Electrical Work,NAITA,2023-12-16
866,,Certificate in Plumbing,VTA,2022-12-21
873,,A/L,SLBFE Training Center,2020-09-01
875,,Diploma in Hospitality,TVEC,2025-03-04
875,,Certificate in Heavy Vehicle Operation,VTA,2017-06-08
875,,Master's Degree,SLBFE Training Center,2016-08-15
876,,Certificate in Driving,NAITA,2015-09-16
876,,Master's Degree,Apparel Enterprises,2023-05-12
876,,Certificate in Driving,TVEC,2022-12-22
878,,Certificate in Caregiving,NAITA,2024-02-18
878,,Certificate in Cooking,TVEC,2018-06-19
878,,Certificate in Sewing,Lanka Plantations,2022-06-12
881,NVQ Level 3,,NAITA,2017-08-25
881,,Certificate in Heavy Vehicle Operation,NAITA,2020-04-28
881,NVQ Level 3,,SLBFE Training Center,2016-05-04
884,NVQ Level 4,,Apparel Plantations,2025-05-18
887,,Diploma in Hospitality,SLBFE Training Center,2015-12-30
891,,Bachelor's Degree,TVEC,2016-10-26
891,,Certificate in Accounting,TVEC,2018-11-28
892,,Certificate in Nursing,NAITA,2024-07-29
892,,Certificate in Domestic Work,Island Pvt,2021-06-10
892,,Certificate in Welding,Gem Ltd,2021-06-24
896,,Certificate in Welding,NAITA,2017-09-18
897,,Certificate in Hospitality,TVEC,2021-11-03
897,,Certificate in Welding,TVEC,2024-05-17
898,,Master's Degree,NAITA,2023-05-14
900,,Certificate in Masonry,Island Group,2020-06-23
900,,Certificate in Cooking,Gem Plantations,2023-08-10
900,,Diploma in Business,VTA,2024-07-01
900,,Certificate in Plumbing,TVEC,2016-03-31
904,,Diploma in Hospitality,VTA,2024-12-12
904,,Certificate in Domestic Work,Tea Corp,2020-04-24
906,,Certificate in Masonry,Gem Pvt,2023-04-12
906,,Diploma in Business,VTA,2025-04-30
908,,Certificate in Masonry,NAITA,2021-04-04
908,,Bachelor's Degree,TVEC,2018-05-17
908,,Certificate in Heavy Vehicle Operation,VTA,2020-09-24
911,,O/L,Island Co,2022-07-03
911,NVQ Level 1,,TVEC,2017-03-25
913,,Master's Degree,NAITA,2017-04-26
913,,Diploma in Hospitality,SLBFE Training Center,2020-06-15
914,,Certificate in Cooking,VTA,2019-10-16
915,,Certificate in Caregiving,TVEC,2016-12-16
917,,Certificate in Domestic Work,SLBFE Training Center,2021-07-11
919,NVQ Level 2,,SLBFE Training Center,2017-02-07
919,NVQ Level 4,,TVEC,2020-10-08
920,,O/L,NAITA,2023-07-17
922,,Diploma in Nursing,Lanka Co,2023-02-19
922,,Certificate in Cooking,NAITA,2020-04-20
922,NVQ Level 5,,Tea Enterprises,2018-03-22
923,,Certificate in Driving,VTA,2025-04-03
923,,Certificate in Driving,NAITA,2020-08-04
923,,Certificate in Electrical Work,NAITA,2024-12-04
923,,Diploma in IT,Gem Pvt,2017-06-26
925,,Diploma in Nursing,SLBFE Training Center,2020-06-29
925,,Certificate in Electrical Work,SLBFE Training Center,2021-05-01
926,,Certificate in Caregiving,TVEC,2017-02-09
931,,Certificate in Welding,NAITA,2024-10-21
931,,Diploma in Hospitality,TVEC,2025-01-17
931,NVQ Level 5,,TVEC,2021-06-14
931,,Diploma in Business,VTA,2016-08-27
932,,Certificate in Cooking,SLBFE Training Center,2018-06-19
932,,Certificate in Cooking,NAITA,2022-02-02
933,,O/L,VTA,2020-04-13
933,,Certificate in Welding,Lanka Inc,2018-10-12
