EmploymentID,PersonalID,EmploymentType,EmploymentSector,Employer,Country,Occupation,SkillsUsed,StartDate,EndDate,DurationMonths
214,136,Previous,Logistics & Warehousing,Gem Plantations,Saudi Arabia,Housemaid,MS Office;Customer Service,2018-12-14,2020-10-06,22.0
215,137,Previous,Retail & Sales,Tea Co,Qatar,Construction Helper,Janitorial Skills;Excel,2024-05-07,2024-08-23,3.0
216,137,Current,Driving & Transportation,Lanka Pvt,Saudi Arabia,Construction Helper,Driving,2012-03-17,,
217,137,Previous,Retail & Sales,Lanka Inc,Qatar,Construction Helper,Logistics Coordination;Elderly Care,2021-10-30,2021-11-03,1.0
218,138,Previous,Driving & Transportation,Ceylon Pvt,Kuwait,Shuttering Carpenter,Driving,2016-06-20,2025-04-15,106.0
219,138,Previous,Agriculture & Fishery,Gem Co,Kuwait,Shuttering Carpenter,Garment Quality Control,2010-11-07,2012-07-31,20.0
220,138,Previous,Engineering & Technical,Gem Pvt,Qatar,Shuttering Carpenter,Hairdressing;Childcare,2012-10-02,2020-05-27,91.0
221,139,Current,Security Services,Tech Pvt,Romania,Administrative Assistant,Forklift Operation,2011-08-22,,
222,140,Previous,Retail & Sales,Apparel Plantations,Kuwait,Construction Supervisor,Shuttering Carpentry,2013-06-12,2021-07-30,97.0
223,140,Previous,Beauty & Personal Care,Apparel Pvt,Kuwait,Construction Supervisor,Textile Machine Operation;Bookkeeping;Facility Maintenance,2021-11-10,2025-07-23,44.0
224,140,Previous,Domestic Services,Island Ltd,Oman,Construction Supervisor,Banquet Service;Childcare,2017-02-01,2024-10-14,92.0
225,142,Current,Healthcare & Nursing,Tech Enterprises,Saudi Arabia,Nurse,Nursing,2020-04-04,,
226,142,Previous,Hospitality & Tourism,Construction Group,Qatar,Nurse,Health Aide,2019-04-09,2025-07-26,75.0
227,144,Previous,Security Services,Ceylon Group,Maldives,Security Guard,Driving,2015-02-11,2019-07-14,53.0
228,144,Previous,Manufacturing,Tech Ltd,United Arab Emirates,Security Guard,Serving,2017-02-03,2018-10-22,20.0
229,144,Previous,Retail & Sales,Lanka Ltd,Maldives,Security Guard,Livestock Management,2022-07-01,2024-08-14,25.0
230,145,Current,Hospitality & Tourism,Apparel Group,Qatar,Waiter,Childcare;Home Cleaning,2013-03-29,,
231,145,Previous,Domestic Services,Construction Ltd,Saudi Arabia,Waiter,Delivery Driving;Customer Service;IT Skills,2017-12-08,2018-10-12,10.0
232,146,Previous,Beauty & Personal Care,Construction Inc,Jordan,Cleaner,Driving;Security Guarding,2018-06-01,2025-02-09,80.0
233,147,Previous,Healthcare & Nursing,Lanka Plantations,Kuwait,Nurse,Nursing,2022-04-22,2023-02-07,10.0
234,147,Previous,IT & Professional Services,Tea Enterprises,Kuwait,Nurse,Home Cleaning;Childcare;Electrical,2022-02-28,2024-04-09,26.0
235,148,Previous,Garment & Apparel,Hotel Pvt,New Zealand,House Driver,Painting;Heavy Vehicle Driving;Barista Skills,2014-09-04,2020-02-09,65.0
236,148,Previous,IT & Professional Services,Gem Enterprises,United Arab Emirates,House Driver,Health Aide;Administrative Support,2014-03-11,2014-11-07,8.0
237,149,Previous,Construction,Gem Enterprises,Saudi Arabia,Salesperson,Vehicle Maintenance;Food Preparation,2022-12-14,2023-08-02,8.0
238,150,Previous,Domestic Services,Sri Corp,Qatar,Logistics Coordinator,Tiling,2014-03-24,2016-05-26,26.0
239,150,Previous,Security Services,Island Corp,Maldives,Logistics Coordinator,Makeup Artistry,2020-05-04,2023-09-14,40.0
240,152,Previous,Logistics & Warehousing,Tea Co,Jordan,Nursing Assistant,Nursing,2019-07-20,2019-08-11,1.0
241,152,Previous,Retail & Sales,Gem Co,Saudi Arabia,Nursing Assistant,Nursing,2023-04-27,2024-12-10,20.0
242,153,Previous,Cleaning Services,Tech Corp,United Arab Emirates,Construction Helper,Childcare;Delivery Driving;Masonry,2016-12-17,2018-10-27,22.0
243,153,Previous,Agriculture & Fishery,Construction Ltd,United Arab Emirates,Construction Helper,Bookkeeping;CCTV Monitoring;Tiling,2015-04-10,2016-04-11,12.0
244,154,Previous,Healthcare & Nursing,Island Inc,Saudi Arabia,Construction Supervisor,Nursing,2018-01-06,2023-01-19,60.0
245,155,Previous,Driving & Transportation,Gem Solutions,Saudi Arabia,Housemaid,Driving,2018-11-13,2021-12-24,37.0
246,155,Previous,Construction,Lanka Plantations,Saudi Arabia,Construction Helper,Painting,2020-07-07,2021-11-19,16.0
247,155,Previous,Driving & Transportation,Gem Solutions,Japan,Housemaid,Driving,2012-06-06,2022-04-19,118.0
248,155,Previous,Construction,Tea Solutions,Saudi Arabia,Construction Supervisor,Tailoring,2013-06-18,2023-10-25,124.0
249,156,Current,Manufacturing,Sri Ltd,South Korea,Domestic Worker,Medical Assistance;Childcare,2020-11-03,,
250,156,Previous,Domestic Services,Construction Inc,Qatar,Domestic Worker,Construction Supervision,2013-12-10,2016-09-01,33.0
251,159,Previous,Engineering & Technical,Construction Pvt,Oman,Nurse,Driving,2017-10-14,2023-09-26,71.0
252,159,Previous,Security Services,Construction Ltd,Saudi Arabia,Nurse,Nursing,2011-01-22,2017-06-18,77.0
253,159,Previous,Domestic Services,Tech Pvt,Sri Lanka,Nurse,Hotel Housekeeping;Laundry;Housekeeping,2012-07-14,2024-07-08,144.0
254,160,Previous,Healthcare & Nursing,Lanka Enterprises,Saudi Arabia,Delivery Driver,Nursing,2018-06-04,2021-06-05,36.0
255,160,Previous,Healthcare & Nursing,Ceylon Pvt,Bahrain,Delivery Driver,Nursing,2011-11-04,2024-09-21,154.0
256,160,Previous,Facility Management,Lanka Pvt,Saudi Arabia,Delivery Driver,Beauty Therapy;Serving;Livestock Management,2023-07-22,2025-05-21,22.0
257,161,Current,Domestic Services,Hotel Enterprises,Kuwait,Carpenter,Plumbing;Vehicle Maintenance;IT Skills,2011-04-03,,
258,161,Current,Healthcare & Nursing,Hotel Enterprises,Saudi Arabia,Shuttering Carpenter,Nursing,2018-04-14,,
259,161,Current,Healthcare & Nursing,Ceylon Corp,Saudi Arabia,Shuttering Carpenter,Nursing,2015-01-26,,
260,161,Previous,Retail & Sales,Gem Ltd,Oman,Carpenter,Horticulture;Retail Sales,2016-05-20,2021-01-09,56.0
261,163,Previous,Beauty & Personal Care,Ceylon Co,Japan,Technician,Front Desk Operations,2024-02-21,2024-06-16,4.0
262,164,Previous,Facility Management,Construction Pvt,Saudi Arabia,Room Attendant,Construction Supervision,2013-07-03,2014-03-29,8.0
263,165,Current,Garment & Apparel,Island Solutions,United Arab Emirates,Nursing Assistant,Nursing,2013-03-15,,
264,166,Current,Security Services,Tea Inc,Bahrain,Welder,Painting;Tailoring,2016-03-17,,
265,166,Previous,Education & Training,Ceylon Ltd,Saudi Arabia,Welder,Shuttering Carpentry,2022-02-08,2024-09-23,31.0
266,166,Current,Driving & Transportation,Apparel Inc,United Arab Emirates,Welder,Driving,2013-06-28,,
267,167,Previous,Textile & Sewing,Tea Plantations,United Arab Emirates,Kitchen Helper,Sewing,2015-09-03,2017-04-20,19.0
268,167,Current,Hospitality & Tourism,Gem Enterprises,Malaysia,Kitchen Helper,Driving,2016-01-29,,
269,167,Previous,Textile & Sewing,Island Enterprises,United Arab Emirates,Kitchen Helper,Sewing,2014-11-14,2024-01-27,110.0
270,168,Previous,Facility Management,Lanka Corp,United Arab Emirates,General Labourer,MS Office,2021-05-01,2022-02-20,9.0
271,169,Previous,Domestic Services,Sri Enterprises,Saudi Arabia,Domestic Worker,Administrative Support;Tiling,2019-09-30,2020-03-03,6.0
272,169,Previous,Domestic Services,Ceylon Enterprises,Qatar,Domestic Worker,Forklift Operation;Food Preparation;Logistics Coordination,2024-05-07,2024-11-03,6.0
273,170,Previous,Hospitality & Tourism,Tech Group,Saudi Arabia,Janitor,Food Preparation,2014-08-16,2019-10-10,62.0
274,170,Previous,Beauty & Personal Care,Apparel Solutions,Bahrain,Janitor,Hairdressing,2014-01-07,2014-12-26,11.0
275,172,Previous,Cleaning Services,Tech Corp,Saudi Arabia,Delivery Driver,Front Desk Operations;Farming;Kitchen Assistance,2013-10-02,2020-09-15,83.0
276,173,Current,Agriculture & Fishery,Tea Pvt,Oman,Delivery Driver,Welding;Concrete Mixing;Customer Service,2014-04-06,,
277,173,Previous,Security Services,Island Inc,Saudi Arabia,Delivery Driver,Excel;Serving,2023-11-28,2023-12-01,1.0
278,175,Current,Construction,Lanka Pvt,Kuwait,Construction Helper,Vehicle Maintenance;Fishing;IT Skills,2017-09-21,,
279,176,Previous,Cleaning Services,Tea Solutions,United Arab Emirates,Technician,Caregiving,2011-08-12,2013-02-23,18.0
280,176,Previous,Education & Training,Gem Solutions,Maldives,Technician,Front Desk Operations;Elderly Care,2014-09-11,2015-08-31,11.0
281,176,Previous,Healthcare & Nursing,Tech Corp,United Arab Emirates,Technician,Nursing,2015-08-12,2024-09-08,109.0
282,176,Previous,Education & Training,Hotel Group,Saudi Arabia,Technician,Data Entry,2023-02-25,2025-02-12,24.0
283,177,Previous,Healthcare & Nursing,Gem Group,South Korea,Construction Helper,Nursing,2019-07-14,2022-10-14,39.0
284,177,Previous,Healthcare & Nursing,Hotel Solutions,Cyprus,Construction Helper,Nursing,2010-09-01,2022-12-19,147.0
285,178,Previous,Garment & Apparel,Island Plantations,Saudi Arabia,Hotel Housekeeper,IT Skills;Administrative Support;Teaching Assistance,2020-11-24,2022-03-16,16.0
286,178,Previous,Education & Training,Sri Pvt,Saudi Arabia,Hotel Housekeeper,Barista Skills,2012-04-11,2022-05-18,121.0
287,179,Previous,Domestic Services,Tea Enterprises,Sri Lanka,Housemaid,Food Preparation;Forklift Operation;Packing,2021-08-02,2024-09-30,37.0
288,179,Previous,Healthcare & Nursing,Lanka Pvt,South Korea,Housemaid,Nursing,2020-11-16,2024-12-21,49.0
289,180,Previous,Domestic Services,Apparel Ltd,Qatar,Maintenance Worker,Bar Bending;Scaffolding;Nursing,2022-12-25,2024-09-07,21.0
290,180,Previous,Education & Training,Ceylon Plantations,United Arab Emirates,Maintenance Worker,Shuttering Carpentry;Elderly Care,2011-06-10,2018-04-09,82.0
291,181,Current,Domestic Services,Apparel Pvt,United Arab Emirates,Logistics Coordinator,Packing;Livestock Management,2014-11-13,,
292,181,Previous,Agriculture & Fishery,Apparel Inc,Qatar,Logistics Coordinator,Accounting,2021-07-26,2025-02-22,43.0
293,182,Previous,Agriculture & Fishery,Apparel Pvt,Saudi Arabia,Kitchen Helper,Textile Machine Operation,2017-04-03,2017-09-03,5.0
294,182,Current,Cleaning Services,Lanka Solutions,United Kingdom,Kitchen Helper,Laundry;CCTV Monitoring,2016-02-23,,
295,182,Previous,Construction,Lanka Corp,United Arab Emirates,Construction Supervisor,Electrical;CCTV Monitoring,2013-04-21,2022-12-07,116.0
296,183,Previous,Facility Management,Lanka Solutions,Malaysia,Receptionist,Facility Maintenance,2018-02-07,2024-05-17,75.0
297,183,Current,Garment & Apparel,Hotel Inc,Saudi Arabia,Receptionist,Farming;Cooking,2019-03-30,,
298,183,Previous,IT & Professional Services,Sri Ltd,Israel,Receptionist,Logistics Coordination;Serving,2012-05-12,2013-01-01,8.0
299,184,Previous,Engineering & Technical,Lanka Ltd,Qatar,Room Attendant,Driving,2017-02-14,2023-11-29,81.0
300,184,Previous,Driving & Transportation,Lanka Plantations,Saudi Arabia,Room Attendant,Driving,2014-10-29,2017-10-04,36.0
301,184,Current,Garment & Apparel,Hotel Enterprises,Malaysia,Room Attendant,Patient Care;Bar Bending;Quality Inspection,2016-05-11,,
302,185,Previous,Engineering & Technical,Ceylon Group,Maldives,Warehouse Worker,Elderly Care;Kitchen Assistance,2022-11-06,2024-05-09,18.0
303,185,Previous,Construction,Lanka Ltd,Saudi Arabia,Construction Supervisor,Carpentry;Hairdressing,2012-09-25,2014-02-14,17.0
304,186,Previous,Construction,Apparel Enterprises,Qatar,Construction Helper,Shuttering Carpentry;Serving;Laundry,2014-12-14,2018-02-08,38.0
305,186,Previous,Facility Management,Gem Inc,United Kingdom,Construction Supervisor,Sewing,2012-05-14,2016-02-14,45.0
306,186,Previous,Hospitality & Tourism,Hotel Solutions,United Arab Emirates,Construction Supervisor,Farming;Quality Inspection;Hotel Housekeeping,2020-11-12,2025-04-16,53.0
307,187,Previous,Engineering & Technical,Construction Co,Qatar,Hairdresser,Bar Bending;Livestock Management;Retail Sales,2013-05-02,2024-07-12,134.0
308,187,Previous,Engineering & Technical,Apparel Co,Qatar,Hairdresser,Scaffolding;IT Skills,2012-07-18,2020-01-11,90.0
309,188,Previous,Engineering & Technical,Tech Group,Saudi Arabia,Machine Operator,Facility Maintenance;Guest Relations,2023-09-06,2024-03-20,6.0
310,188,Current,Engineering & Technical,Sri Ltd,Kuwait,Sewing Machine Operator,Sewing,2024-01-23,,
311,189,Previous,Agriculture & Fishery,Lanka Inc,Kuwait,Construction Helper,Elderly Care;Cooking;IT Skills,2017-06-03,2019-03-06,21.0
312,190,Previous,Agriculture & Fishery,Construction Enterprises,Malaysia,Waiter,Front Desk Operations,2012-04-29,2025-02-01,154.0
313,190,Previous,Manufacturing,Tea Enterprises,United Kingdom,Waiter,Guest Relations,2017-03-21,2019-04-03,25.0
314,192,Current,Engineering & Technical,Sri Ltd,Qatar,Waiter,Front Desk Operations;Caregiving,2015-01-11,,
315,192,Previous,Retail & Sales,Ceylon Plantations,United Arab Emirates,Waiter,Childcare,2021-10-06,2025-03-30,41.0
316,193,Previous,Beauty & Personal Care,Tea Corp,Kuwait,General Labourer,Health Aide;Vehicle Maintenance,2016-09-01,2023-11-13,86.0
317,196,Previous,Domestic Services,Apparel Plantations,Hong Kong,Domestic Worker,CCTV Monitoring;Plumbing,2012-12-24,2019-11-11,83.0
318,197,Previous,Manufacturing,Sri Co,Saudi Arabia,Technician,Barista Skills,2016-09-29,2023-01-31,76.0
319,198,Previous,Education & Training,Hotel Co,United Arab Emirates,Delivery Driver,Home Cleaning;Forklift Operation,2018-04-08,2020-12-17,32.0
320,198,Previous,Cleaning Services,Island Inc,Kuwait,Driver,Logistics Coordination;Tailoring;Guest Relations,2012-03-19,2021-06-08,111.0
321,199,Previous,Retail & Sales,Hotel Group,United Arab Emirates,Construction Supervisor,Excel,2015-01-26,2015-10-30,9.0
322,200,Previous,Agriculture & Fishery,Apparel Group,Malaysia,Warehouse Worker,First Aid,2011-07-31,2021-06-05,119.0
323,200,Previous,Hospitality & Tourism,Apparel Enterprises,Saudi Arabia,Warehouse Worker,Delivery Driving,2023-10-12,2025-01-13,15.0
324,202,Previous,Domestic Services,Hotel Group,Kuwait,Cleaner,Inventory Management;Serving,2019-02-08,2021-09-15,31.0
325,202,Current,Domestic Services,Gem Group,United Arab Emirates,Cleaner,Guest Relations;Laundry,2018-09-25,,
326,204,Previous,IT & Professional Services,Tech Inc,Kuwait,Accountant,Medical Assistance;Livestock Management,2016-05-06,2021-04-04,59.0
327,205,Previous,Driving & Transportation,Tea Corp,United Arab Emirates,General Labourer,Driving,2024-08-09,2025-06-14,10.0
328,205,Previous,Security Services,Apparel Enterprises,Japan,General Labourer,Beauty Therapy;IT Skills;MS Office,2021-08-19,2022-11-29,15.0
329,205,Previous,Textile & Sewing,Tea Enterprises,Cyprus,General Labourer,Sewing,2014-01-16,2014-06-03,5.0
330,205,Previous,Beauty & Personal Care,Construction Corp,Kuwait,General Labourer,Heavy Vehicle Driving,2019-09-23,2022-09-24,36.0
331,206,Previous,Domestic Services,Construction Ltd,Saudi Arabia,Domestic Worker,Farming,2023-06-06,2023-09-04,3.0
332,206,Previous,Domestic Services,Tech Inc,Saudi Arabia,Domestic Worker,Vehicle Maintenance;First Aid;Logistics Coordination,2023-02-15,2023-10-09,8.0
333,207,Previous,Agriculture & Fishery,Gem Enterprises,Oman,Shuttering Carpenter,Masonry,2016-09-08,2022-03-01,66.0
334,208,Previous,Manufacturing,Sri Solutions,Romania,Barista,Childcare;Home Cleaning,2012-07-21,2022-12-12,125.0
335,208,Previous,Beauty & Personal Care,Sri Corp,Saudi Arabia,Barista,Quality Inspection,2022-10-27,2023-09-18,11.0
336,208,Previous,Cleaning Services,Construction Inc,Saudi Arabia,Barista,Beauty Therapy;Tailoring,2021-10-12,2025-02-26,40.0
337,208,Current,Garment & Apparel,Lanka Ltd,Cyprus,Barista,Concrete Mixing;Nursing,2021-02-11,,
338,210,Previous,Retail & Sales,Gem Ltd,Qatar,Mason,Retail Sales;Fishing,2018-01-29,2018-01-31,1.0
339,210,Current,Beauty & Personal Care,Lanka Group,Russia,Mason,Horticulture,2019-07-14,,
340,210,Previous,Textile & Sewing,Construction Ltd,Qatar,Mason,Sewing,2020-09-07,2025-05-25,56.0
341,211,Previous,Education & Training,Island Enterprises,Malaysia,Plumber,Beauty Therapy;Laundry;CCTV Monitoring,2014-01-24,2015-01-26,12.0
342,212,Previous,Beauty & Personal Care,Lanka Enterprises,Saudi Arabia,Bar Bender,Excel,2017-06-23,2025-05-13,95.0
343,212,Previous,Textile & Sewing,Tech Pvt,Romania,Bar Bender,Sewing,2013-12-30,2016-08-12,32.0
344,212,Previous,IT & Professional Services,Gem Plantations,Kuwait,Bar Bender,Banquet Service,2011-05-14,2019-04-26,95.0
345,213,Previous,Domestic Services,Tea Ltd,Romania,House Driver,Caregiving;Accounting,2018-01-07,2018-04-17,3.0
346,213,Previous,IT & Professional Services,Ceylon Ltd,Saudi Arabia,Driver,Delivery Driving;Cooking;Tiling,2011-04-04,2016-11-01,67.0
347,214,Previous,Education & Training,Sri Plantations,Saudi Arabia,General Labourer,Plumbing,2016-11-08,2018-08-02,21.0
348,215,Previous,Domestic Services,Tech Pvt,Kuwait,Domestic Worker,Painting,2011-07-09,2024-09-26,158.0
349,215,Previous,Domestic Services,Island Co,Maldives,Domestic Worker,Barista Skills;Scaffolding,2015-11-24,2016-01-20,2.0
350,215,Previous,Domestic Services,Tech Ltd,Saudi Arabia,Domestic Worker,Caregiving;Plumbing;Heavy Vehicle Driving,2018-02-25,2023-09-20,67.0
351,216,Previous,IT & Professional Services,Apparel Group,Hong Kong,Gardener,Vehicle Maintenance;Packing;Textile Machine Operation,2017-12-19,2023-01-07,61.0
352,217,Previous,Retail & Sales,Tea Plantations,Maldives,Tailor,IT Skills;Bar Bending;Beauty Therapy,2018-08-30,2019-10-29,14.0
353,218,Previous,Education & Training,Apparel Ltd,Kuwait,Nurse,CCTV Monitoring;Vehicle Maintenance,2022-11-12,2025-07-11,32.0
354,218,Previous,Engineering & Technical,Ceylon Group,Seychelles,Nurse,Food Preparation,2016-08-09,2019-10-08,38.0
355,218,Previous,Driving & Transportation,Island Plantations,Kuwait,Nurse,Driving,2020-09-03,2024-04-16,43.0
356,219,Previous,Domestic Services,Ceylon Inc,Russia,Technician,Cooking;Laundry;Farming,2016-10-28,2019-06-19,32.0
357,219,Previous,Healthcare & Nursing,Sri Pvt,Maldives,Technician,Nursing,2021-03-23,2021-09-01,6.0
358,220,Previous,Hospitality & Tourism,Sri Plantations,Kuwait,Domestic Worker,Barista Skills;Livestock Management;CCTV Monitoring,2014-07-27,2024-09-22,122.0
359,220,Current,Domestic Services,Ceylon Pvt,Oman,Domestic Worker,Bar Bending,2020-10-04,,
360,221,Previous,Engineering & Technical,Gem Ltd,Qatar,Engineer,Hairdressing,2024-06-09,2024-06-30,1.0
361,221,Current,Beauty & Personal Care,Island Corp,Saudi Arabia,Engineer,Fishing;Logistics Coordination,2014-07-20,,
362,221,Previous,Engineering & Technical,Tech Inc,South Korea,Engineer,Teaching Assistance,2018-09-01,2023-03-09,54.0
363,222,Previous,Agriculture & Fishery,Island Co,Oman,Housemaid,Administrative Support;Garment Quality Control,2024-07-10,2025-03-16,8.0
364,223,Previous,Engineering & Technical,Tea Enterprises,Canada,Construction Helper,Facility Maintenance;Heavy Vehicle Driving,2014-01-17,2022-05-14,100.0
365,223,Current,Hospitality & Tourism,Hotel Ltd,Kuwait,Construction Helper,Forklift Operation;Packing;Hairdressing,2014-01-04,,
366,223,Previous,Garment & Apparel,Gem Plantations,Qatar,Construction Helper,Elderly Care,2017-04-08,2024-02-05,82.0
367,224,Previous,Logistics & Warehousing,Hotel Corp,United Arab Emirates,Forklift Operator,Nursing,2015-09-12,2024-11-16,110.0
368,225,Previous,Engineering & Technical,Apparel Inc,Cyprus,Cook,Laundry,2015-02-20,2019-04-30,50.0
369,226,Previous,Cleaning Services,Construction Ltd,Seychelles,Quality Control Inspector,Teaching Assistance,2024-02-01,2025-06-23,16.0
370,226,Previous,Manufacturing,Tech Co,Maldives,Quality Control Inspector,Hairdressing;Cooking,2013-06-28,2016-06-18,36.0
371,227,Previous,Retail & Sales,Ceylon Solutions,Australia,Cook,Serving;Textile Machine Operation;Electrical,2024-07-07,2025-03-18,8.0
372,228,Previous,Facility Management,Hotel Group,Saudi Arabia,Chef,Retail Sales;Patient Care,2016-09-28,2025-03-19,102.0
