QualificationID,JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
561,282,NVQ Level 3,Vocational,Distinction,
562,283,A/L,General,Distinction,Training provided
563,283,O/L,General,,Training provided
564,284,Diploma in Hospitality,Hospitality,Distinction,Training provided
565,284,O/L,General,Distinction,Standard contract
566,284,NVQ Level 4,Vocational,Distinction,Standard contract
567,285,Certificate in Carpentry,Construction,Distinction,Training provided
568,285,Certificate in Welding,Construction,,Requires visa
569,285,O/L,General,,Standard contract
570,286,Certificate in Cooking,Hospitality,,Training provided
571,286,A/L,General,,
572,286,NVQ Level 3,Vocational,Distinction,Training provided
573,287,O/L,General,Distinction,Standard contract
574,287,Certificate in Caregiving,Healthcare,Distinction,Training provided
575,288,O/L,General,,Probation period
576,288,Certificate in Caregiving,Healthcare,,Probation period
577,288,NVQ Level 3,Vocational,Pass,Training provided
578,289,NVQ Level 4,Vocational,Pass,
579,290,NVQ Level 3,Vocational,Pass,Training provided
580,290,O/L,General,Distinction,Probation period
581,291,A/L,General,Pass,Probation period
582,291,Certificate in Hospitality,Hospitality,Distinction,Training provided
583,292,Diploma in Hospitality,Hospitality,,
584,292,A/L,General,Pass,Training provided
585,292,NVQ Level 3,Vocational,Distinction,Requires visa
586,293,NVQ Level 4,Vocational,Distinction,Standard contract
587,293,NVQ Level 3,Vocational,Merit,Requires visa
588,294,NVQ Level 4,Vocational,,Probation period
589,295,O/L,General,Merit,
590,295,NVQ Level 2,Vocational,Merit,Requires visa
591,296,NVQ Level 3,Vocational,Pass,Requires visa
592,296,O/L,General,Merit,Probation period
593,297,NVQ Level 3,Vocational,Merit,Standard contract
594,297,NVQ Level 4,Vocational,Pass,Training provided
595,297,O/L,General,,Standard contract
596,298,O/L,General,Distinction,Standard contract
597,299,O/L,General,Merit,Probation period
598,300,A/L,General,,Requires visa
599,300,NVQ Level 4,Vocational,Pass,Requires visa
600,301,Certificate in Heavy Vehicle Operation,Transportation,Merit,
601,301,O/L,General,,
602,301,Certificate in Driving,Transportation,,Training provided
603,302,NVQ Level 3,Vocational,,Standard contract
604,303,NVQ Level 3,Vocational,Pass,Standard contract
605,304,O/L,General,Merit,Standard contract
606,305,NVQ Level 3,Vocational,,Training provided
607,306,NVQ Level 4,Vocational,Pass,Training provided
608,306,Certificate in Welding,Construction,Merit,Probation period
609,307,NVQ Level 2,Vocational,Distinction,
610,308,Certificate in Caregiving,Healthcare,Pass,Standard contract
611,308,NVQ Level 2,Vocational,Pass,Requires visa
612,309,NVQ Level 3,Vocational,,Requires visa
613,309,Certificate in Sewing,Textile,Distinction,Standard contract
614,309,O/L,General,Merit,Standard contract
615,310,NVQ Level 3,Vocational,Distinction,Requires visa
616,310,A/L,General,,Probation period
617,310,Certificate in Nursing,Healthcare,Pass,Training provided
618,311,Certificate in Sewing,Textile,,Training provided
619,311,NVQ Level 4,Vocational,Pass,Probation period
620,311,NVQ Level 3,Vocational,Merit,Standard contract
621,312,O/L,General,,Requires visa
622,313,Certificate in Electrical Work,Construction,Merit,
623,313,Certificate in Masonry,Construction,,Probation period
624,314,Certificate in Domestic Work,Domestic Services,Pass,Probation period
625,314,O/L,General,Distinction,
626,314,Certificate in Caregiving,Healthcare,Merit,Requires visa
627,315,A/L,General,Pass,Standard contract
628,315,O/L,General,Merit,
629,315,Bachelor's Degree,General,Distinction,Training provided
630,316,O/L,General,Merit,Probation period
631,316,NVQ Level 3,Vocational,,Training provided
632,317,NVQ Level 4,Vocational,Merit,Probation period
633,317,O/L,General,Pass,Standard contract
634,318,Certificate in Plumbing,Construction,Merit,Probation period
635,319,Certificate in Welding,Construction,,Standard contract
636,320,O/L,General,Distinction,Training provided
637,321,NVQ Level 4,Vocational,Distinction,Training provided
638,321,NVQ Level 3,Vocational,Pass,Standard contract
639,321,O/L,General,Pass,Standard contract
640,322,O/L,General,,Requires visa
641,322,NVQ Level 3,Vocational,Distinction,Requires visa
642,322,A/L,General,Merit,
643,323,O/L,General,,Probation period
644,323,Certificate in Sewing,Textile,,Standard contract
645,323,NVQ Level 4,Vocational,Merit,Training provided
646,324,Certificate in Caregiving,Healthcare,Merit,
647,325,Certificate in Caregiving,Healthcare,,Training provided
648,326,Certificate in Masonry,Construction,Merit,Requires visa
649,326,Certificate in Electrical Work,Construction,Merit,Probation period
650,326,NVQ Level 4,Vocational,Pass,Probation period
651,327,NVQ Level 3,Vocational,Merit,
652,328,O/L,General,Merit,
653,328,Diploma in Nursing,Healthcare,Distinction,Requires visa
654,329,O/L,General,Merit,Probation period
655,329,Certificate in Caregiving,Healthcare,,Probation period
656,329,NVQ Level 2,Vocational,Pass,Standard contract
657,330,Certificate in Caregiving,Healthcare,Merit,
658,331,NVQ Level 3,Vocational,,Training provided
659,331,O/L,General,Distinction,Probation period
660,332,A/L,General,Pass,Probation period
661,333,NVQ Level 3,Vocational,Merit,Probation period
662,333,Certificate in Caregiving,Healthcare,Pass,Probation period
663,333,O/L,General,,Training provided
664,334,NVQ Level 3,Vocational,Merit,Requires visa
665,334,O/L,General,Pass,Requires visa
666,335,NVQ Level 3,Vocational,Merit,Training provided
667,335,O/L,General,Merit,Training provided
668,336,Diploma in IT,Information Technology,Merit,Probation period
669,336,Bachelor's Degree,General,Distinction,Requires visa
670,337,NVQ Level 2,Vocational,Merit,Probation period
671,337,O/L,General,,Training provided
672,337,Certificate in Domestic Work,Domestic Services,Distinction,Probation period
673,338,Diploma in Nursing,Healthcare,Distinction,Requires visa
674,339,A/L,General,Merit,Training provided
675,340,Certificate in Driving,Transportation,Pass,Training provided
676,340,Certificate in Cooking,Hospitality,,
677,341,Certificate in Electrical Work,Construction,Pass,Requires visa
678,342,NVQ Level 4,Vocational,Merit,Standard contract
679,342,O/L,General,,
680,343,NVQ Level 3,Vocational,Pass,Training provided
681,343,O/L,General,Pass,Standard contract
682,344,NVQ Level 3,Vocational,Distinction,Requires visa
683,345,Certificate in Caregiving,Healthcare,Merit,Probation period
684,346,NVQ Level 3,Vocational,Merit,Requires visa
685,347,Certificate in Welding,Construction,Distinction,Standard contract
686,347,NVQ Level 4,Vocational,Merit,
687,348,O/L,General,Pass,Training provided
688,348,Certificate in Caregiving,Healthcare,Merit,Requires visa
689,349,NVQ Level 4,Vocational,Merit,Probation period
690,350,NVQ Level 4,Vocational,Pass,Standard contract
691,351,O/L,General,Distinction,Training provided
692,351,Certificate in Domestic Work,Domestic Services,Distinction,Requires visa
693,352,Certificate in Sewing,Textile,,Probation period
694,352,O/L,General,Pass,Training provided
695,353,O/L,General,Distinction,Requires visa
696,354,NVQ Level 3,Vocational,Pass,Probation period
697,355,NVQ Level 3,Vocational,,Requires visa
698,355,Certificate in Sewing,Textile,,Training provided
699,356,Diploma in Nursing,Healthcare,Pass,Probation period
700,357,NVQ Level 3,Vocational,Pass,Training provided
701,358,NVQ Level 2,Vocational,Distinction,Training provided
702,358,O/L,General,Merit,Probation period
703,358,NVQ Level 3,Vocational,Distinction,
704,359,NVQ Level 3,Vocational,Distinction,
705,360,NVQ Level 3,Vocational,Merit,Requires visa
706,360,O/L,General,Merit,
707,361,NVQ Level 4,Vocational,,
708,361,NVQ Level 3,Vocational,,Standard contract
709,361,O/L,General,,Training provided
710,362,NVQ Level 2,Vocational,Distinction,Standard contract
711,363,Certificate in Domestic Work,Domestic Services,Merit,Probation period
712,363,Certificate in Caregiving,Healthcare,,
713,363,NVQ Level 2,Vocational,Merit,Training provided
714,364,Certificate in Sewing,Textile,Distinction,Training provided
715,364,NVQ Level 3,Vocational,,Standard contract
716,365,Certificate in Masonry,Construction,Pass,Requires visa
717,365,Certificate in Sewing,Textile,Merit,Standard contract
718,365,Diploma in Business,Business,,Standard contract
719,366,O/L,General,,Standard contract
720,366,NVQ Level 2,Vocational,Pass,
721,367,NVQ Level 4,Vocational,,Training provided
722,367,Certificate in Masonry,Construction,,Standard contract
723,367,Certificate in Plumbing,Construction,Distinction,
724,368,O/L,General,,Standard contract
725,369,NVQ Level 2,Vocational,Merit,Probation period
726,369,O/L,General,Pass,Requires visa
727,369,NVQ Level 3,Vocational,Pass,Training provided
728,370,Certificate in Welding,Construction,Pass,
729,370,Certificate in Masonry,Construction,Merit,Probation period
730,370,Certificate in Carpentry,Construction,Distinction,
731,371,NVQ Level 3,Vocational,Merit,Requires visa
732,371,Certificate in Caregiving,Healthcare,,
733,372,Certificate in Welding,Construction,Pass,Probation period
734,372,Certificate in Carpentry,Construction,Distinction,Requires visa
735,373,Certificate in Driving,Transportation,Merit,Standard contract
736,374,A/L,General,,
737,374,Certificate in Hospitality,Hospitality,Pass,Standard contract
738,374,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Training provided
739,375,NVQ Level 3,Vocational,Distinction,Training provided
740,376,NVQ Level 2,Vocational,Distinction,
741,377,Certificate in Sewing,Textile,Distinction,Probation period
742,378,NVQ Level 3,Vocational,Merit,
743,378,Certificate in Sewing,Textile,Pass,Standard contract
744,378,O/L,General,Pass,Requires visa
745,379,NVQ Level 4,Vocational,Distinction,Training provided
746,380,O/L,General,Pass,Training provided
747,381,Certificate in Caregiving,Healthcare,Distinction,Requires visa
748,382,Certificate in Welding,Construction,,Probation period
749,382,Certificate in Plumbing,Construction,Pass,Training provided
750,382,Certificate in Carpentry,Construction,Distinction,Training provided
751,383,O/L,General,,Probation period
752,383,NVQ Level 2,Vocational,Merit,
753,384,O/L,General,Merit,
754,385,Certificate in Hospitality,Hospitality,Merit,
755,386,O/L,General,Merit,Training provided
756,386,NVQ Level 3,Vocational,,Probation period
757,386,NVQ Level 2,Vocational,Pass,
758,387,O/L,General,,Requires visa
759,388,NVQ Level 4,Vocational,Pass,
760,388,O/L,General,Distinction,Standard contract
761,389,NVQ Level 3,Vocational,,Training provided
762,390,NVQ Level 4,Vocational,Merit,Probation period
763,390,NVQ Level 3,Vocational,Distinction,Training provided
764,391,NVQ Level 2,Vocational,Distinction,Requires visa
765,391,O/L,General,Merit,
766,392,Certificate in Driving,Transportation,Merit,Requires visa
767,392,O/L,General,Merit,Training provided
768,392,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Requires visa
769,393,NVQ Level 3,Vocational,,Probation period
770,393,NVQ Level 2,Vocational,Merit,
771,393,O/L,General,Pass,Training provided
772,394,Certificate in Accounting,Business,,Standard contract
773,395,Certificate in Plumbing,Construction,Distinction,Requires visa
774,395,O/L,General,Pass,Standard contract
775,396,Certificate in Caregiving,Healthcare,Pass,Training provided
776,396,O/L,General,Merit,Standard contract
777,396,Certificate in Domestic Work,Domestic Services,Pass,Training provided
778,397,O/L,General,Merit,Standard contract
779,397,Certificate in Welding,Construction,Distinction,Standard contract
780,398,O/L,General,,Requires visa
781,399,Diploma in Nursing,Healthcare,Distinction,
782,399,A/L,General,,Standard contract
783,399,Certificate in Caregiving,Healthcare,Distinction,
784,400,NVQ Level 3,Vocational,Merit,Probation period
785,400,NVQ Level 2,Vocational,Pass,Standard contract
786,401,NVQ Level 3,Vocational,Merit,Standard contract
787,402,Certificate in Caregiving,Healthcare,Merit,Probation period
788,403,O/L,General,Pass,Standard contract
789,404,O/L,General,Merit,Probation period
790,404,Certificate in Sewing,Textile,,Probation period
791,404,NVQ Level 3,Vocational,Pass,Training provided
792,405,Certificate in Electrical Work,Construction,Merit,Training provided
793,405,Certificate in Welding,Construction,Pass,Standard contract
794,406,O/L,General,Merit,Probation period
795,406,NVQ Level 3,Vocational,Merit,Probation period
796,407,Certificate in Hospitality,Hospitality,Merit,Probation period
797,408,NVQ Level 2,Vocational,Pass,Training provided
798,408,Certificate in Domestic Work,Domestic Services,Merit,Probation period
799,408,Certificate in Caregiving,Healthcare,Pass,Probation period
800,409,A/L,General,Merit,Requires visa
801,409,NVQ Level 3,Vocational,Pass,
802,410,Diploma in Nursing,Healthcare,Merit,Training provided
803,411,Certificate in Masonry,Construction,Distinction,
804,412,NVQ Level 4,Vocational,Merit,Requires visa
805,412,Certificate in Carpentry,Construction,Pass,Requires visa
806,412,Certificate in Welding,Construction,,Standard contract
807,413,Certificate in Caregiving,Healthcare,Distinction,Requires visa
808,413,NVQ Level 2,Vocational,,Training provided
809,414,NVQ Level 2,Vocational,Pass,
810,414,NVQ Level 3,Vocational,Distinction,Probation period
811,415,Certificate in Domestic Work,Domestic Services,,Probation period
812,416,O/L,General,Merit,Requires visa
813,417,Certificate in Domestic Work,Domestic Services,,Probation period
814,417,NVQ Level 3,Vocational,Pass,
815,417,Certificate in Accounting,Business,,Standard contract
816,418,NVQ Level 2,Vocational,,Requires visa
817,418,O/L,General,Merit,Training provided
818,418,NVQ Level 3,Vocational,Merit,Standard contract
819,419,NVQ Level 4,Vocational,,Training provided
820,419,Certificate in Electrical Work,Construction,Merit,Training provided
821,419,NVQ Level 3,Vocational,,Requires visa
822,420,Certificate in Masonry,Construction,,Training provided
823,421,O/L,General,,Standard contract
824,422,O/L,General,Merit,Probation period
825,422,Certificate in Domestic Work,Domestic Services,Pass,Requires visa
826,422,NVQ Level 2,Vocational,Merit,Training provided
827,423,NVQ Level 3,Vocational,Merit,Standard contract
828,424,Diploma in Hospitality,Hospitality,Distinction,
829,424,A/L,General,Merit,Probation period
830,425,Certificate in Carpentry,Construction,Pass,Probation period
831,426,Diploma in IT,Information Technology,Distinction,Probation period
832,426,O/L,General,Pass,Standard contract
833,426,A/L,General,Pass,Training provided
834,427,O/L,General,Pass,Requires visa
835,427,NVQ Level 2,Vocational,,Requires visa
836,428,NVQ Level 3,Vocational,Pass,Requires visa
837,429,NVQ Level 3,Vocational,,Training provided
838,429,A/L,General,Merit,Probation period
839,429,NVQ Level 4,Vocational,,Probation period
840,430,O/L,General,Merit,Requires visa
841,430,NVQ Level 3,Vocational,Pass,Training provided
842,430,Certificate in Plumbing,Construction,Distinction,Probation period
843,431,NVQ Level 2,Vocational,Merit,Probation period
