VocationalID,PersonalID,NVQLevel,CourseName,Institution,CompletionDate
500,922,NVQ Level 4,,NAITA,2015-11-06
501,924,,Certificate in Driving,SLBFE Training Center,2023-01-24
502,925,,Certificate in Nursing,SLBFE Training Center,2015-11-16
503,925,,O/L,TVEC,2015-11-01
504,926,,Diploma in IT,Island Corp,2022-10-13
505,928,,Certificate in Masonry,Sri Plantations,2019-07-17
506,928,NVQ Level 1,,NAITA,2018-03-04
507,929,,Diploma in Nursing,NAITA,2019-07-21
508,929,,Certificate in Plumbing,TVEC,2019-08-22
509,930,,Diploma in IT,VTA,2015-10-02
510,930,,Certificate in Electrical Work,VTA,2023-06-23
511,932,,Certificate in Heavy Vehicle Operation,VTA,2017-04-09
512,932,,Certificate in Masonry,NAITA,2023-04-01
513,933,,A/L,TVEC,2016-11-29
514,935,,Certificate in Carpentry,TVEC,2017-09-03
515,940,NVQ Level 3,,Hotel Plantations,2022-12-17
516,941,,Certificate in Accounting,NAITA,2023-12-30
517,941,,Certificate in Sewing,TVEC,2019-07-23
518,943,,Certificate in IT,NAITA,2019-05-09
519,943,,Certificate in Domestic Work,Hotel Co,2023-01-29
520,945,NVQ Level 2,,VTA,2020-04-25
521,945,,Diploma in Hospitality,VTA,2017-03-28
522,947,,Certificate in Nursing,SLBFE Training Center,2020-07-14
523,948,,Certificate in IT,Lanka Corp,2018-01-16
524,948,,Certificate in Masonry,SLBFE Training Center,2022-08-16
525,949,NVQ Level 2,,TVEC,2020-07-20
526,949,,Certificate in Carpentry,VTA,2025-08-26
527,953,NVQ Level 3,,Sri Plantations,2018-09-11
528,953,,Diploma in Nursing,NAITA,2019-06-14
529,955,,Diploma in Hospitality,SLBFE Training Center,2025-05-22
530,959,,Diploma in Business,NAITA,2024-12-30
531,960,,Certificate in Heavy Vehicle Operation,TVEC,2016-01-10
532,960,,Certificate in Heavy Vehicle Operation,Ceylon Pvt,2016-02-05
533,962,,Diploma in Nursing,SLBFE Training Center,2018-11-17
534,968,,Bachelor's Degree,NAITA,2022-03-13
535,970,NVQ Level 1,,VTA,2016-09-18
536,970,,Diploma in IT,VTA,2020-05-12
537,972,,Diploma in Business,SLBFE Training Center,2022-09-23
538,974,,Certificate in Masonry,SLBFE Training Center,2016-08-13
539,975,,O/L,Apparel Solutions,2017-12-08
540,975,,O/L,TVEC,2024-11-28
541,977,NVQ Level 1,,VTA,2018-08-14
542,978,NVQ Level 2,,TVEC,2022-11-13
543,981,,Diploma in Hospitality,NAITA,2019-09-08
544,982,,Certificate in Caregiving,NAITA,2025-05-23
545,984,,Certificate in Sewing,SLBFE Training Center,2020-07-19
546,989,,Certificate in Welding,Lanka Enterprises,2022-05-17
547,989,,Certificate in Electrical Work,NAITA,2025-07-10
548,991,,Diploma in Nursing,SLBFE Training Center,2016-10-13
549,991,,Bachelor's Degree,NAITA,2024-03-14
550,992,,Diploma in Nursing,TVEC,2023-01-08
551,992,,Diploma in Nursing,VTA,2024-02-19
552,994,,Certificate in Welding,TVEC,2025-07-31
553,994,,Certificate in Cooking,VTA,2022-05-11
554,997,,O/L,Island Co,2024-05-15
555,998,NVQ Level 5,,Hotel Co,2023-10-01
556,1001,NVQ Level 1,,SLBFE Training Center,2015-11-02
557,1002,,Certificate in Driving,NAITA,2017-08-26
558,1002,,Diploma in IT,SLBFE Training Center,2018-10-06
559,1003,NVQ Level 1,,VTA,2023-03-12
560,1003,,Diploma in IT,NAITA,2015-12-23
561,1005,,Diploma in Nursing,Sri Enterprises,2018-06-10
562,1010,,Certificate in Welding,VTA,2021-09-27
563,1013,,Certificate in Sewing,Island Corp,2016-06-10
564,1018,NVQ Level 1,,SLBFE Training Center,2025-02-22
565,1023,,Certificate in Domestic Work,NAITA,2016-01-03
566,1025,,O/L,NAITA,2020-05-29
567,1033,,Diploma in IT,Tea Group,2018-04-01
568,1033,,Certificate in Cooking,SLBFE Training Center,2020-06-18
569,1039,,O/L,SLBFE Training Center,2022-04-15
570,1041,NVQ Level 4,,Sri Co,2025-01-30
571,1042,NVQ Level 5,,TVEC,2021-07-17
572,1042,,Certificate in Welding,NAITA,2021-09-21
573,1047,NVQ Level 4,,VTA,2016-12-02
574,1047,NVQ Level 4,,TVEC,2021-01-31
575,1048,,Certificate in Driving,NAITA,2024-08-09
576,1048,,O/L,SLBFE Training Center,2023-02-16
577,1050,,Certificate in Electrical Work,SLBFE Training Center,2018-08-11
578,1050,NVQ Level 4,,SLBFE Training Center,2024-09-29
579,1053,,A/L,TVEC,2022-03-26
580,1053,NVQ Level 2,,NAITA,2021-01-08
581,1056,NVQ Level 5,,TVEC,2020-09-25
582,1057,,Certificate in Driving,NAITA,2022-08-05
583,1058,NVQ Level 4,,SLBFE Training Center,2025-05-09
584,1061,,O/L,SLBFE Training Center,2022-01-04
585,1061,NVQ Level 4,,TVEC,2022-04-27
586,1062,,Certificate in Nursing,NAITA,2018-07-08
587,1063,,Diploma in Business,SLBFE Training Center,2022-04-13
588,1063,NVQ Level 3,,Tea Group,2016-03-14
589,1068,,Certificate in Masonry,SLBFE Training Center,2016-04-22
590,1069,NVQ Level 3,,SLBFE Training Center,2017-05-02
591,1069,,Certificate in Cooking,TVEC,2021-12-31
592,1071,,Diploma in Hospitality,SLBFE Training Center,2016-08-19
593,1071,,Diploma in IT,Lanka Ltd,2020-03-21
594,1077,,Certificate in Carpentry,VTA,2018-05-30
595,1077,,A/L,Ceylon Corp,2021-05-18
596,1078,,O/L,TVEC,2018-05-13
597,1078,,Certificate in Cooking,VTA,2016-03-24
598,1080,,Certificate in IT,Ceylon Corp,2017-05-31
599,1081,,Certificate in Nursing,Tea Co,2019-09-11
600,1087,NVQ Level 1,,Lanka Solutions,2015-12-22
601,1087,,Certificate in Accounting,TVEC,2019-06-10
602,1088,,O/L,SLBFE Training Center,2018-05-26
603,1090,,Diploma in IT,Hotel Plantations,2023-10-26
604,1094,NVQ Level 2,,TVEC,2023-10-02
605,1094,,O/L,SLBFE Training Center,2016-02-20
606,1098,,Master's Degree,TVEC,2018-04-19
607,1098,,Certificate in Cooking,VTA,2017-11-19
608,1099,,O/L,VTA,2025-03-21
609,1099,,Diploma in Business,NAITA,2025-05-15
610,1100,NVQ Level 4,,SLBFE Training Center,2016-12-12
611,1102,,Certificate in Domestic Work,VTA,2017-09-07
612,1102,,Diploma in IT,TVEC,2018-01-16
613,1104,NVQ Level 1,,SLBFE Training Center,2018-06-10
614,1109,,Certificate in Domestic Work,SLBFE Training Center,2022-12-14
615,1111,,Diploma in IT,Tea Corp,2017-01-14
616,1111,,Certificate in Caregiving,TVEC,2019-03-24
617,1113,,Certificate in Driving,Tea Corp,2019-05-30
618,1113,NVQ Level 2,,Hotel Co,2023-11-04
619,1114,,Diploma in Business,TVEC,2022-05-05
620,1115,NVQ Level 1,,SLBFE Training Center,2022-11-08
621,1116,,Certificate in Electrical Work,VTA,2018-09-09
622,1120,NVQ Level 2,,Gem Ltd,2023-06-28
623,1125,,Certificate in Nursing,NAITA,2024-12-22
624,1125,,Diploma in Business,TVEC,2015-10-23
625,1130,,Master's Degree,TVEC,2024-01-09
626,1133,,Certificate in IT,Island Enterprises,2016-07-30
627,1133,,Diploma in Nursing,SLBFE Training Center,2020-08-05
628,1135,,Certificate in Welding,SLBFE Training Center,2019-04-12
629,1137,,Certificate in IT,Construction Ltd,2019-05-17
630,1140,,Diploma in IT,SLBFE Training Center,2018-08-22
631,1140,,Diploma in Business,VTA,2024-12-05
632,1144,,Diploma in Nursing,NAITA,2023-03-28
633,1144,NVQ Level 5,,NAITA,2020-02-09
634,1150,NVQ Level 4,,Tea Enterprises,2025-04-02
635,1150,NVQ Level 3,,SLBFE Training Center,2023-06-30
636,1159,,Certificate in Accounting,NAITA,2019-12-14
637,1159,,Certificate in Domestic Work,TVEC,2018-04-06
638,1169,,Certificate in Nursing,SLBFE Training Center,2017-01-25
639,1171,,Certificate in Driving,Island Solutions,2025-08-27
640,1171,,Certificate in Driving,NAITA,2019-02-07
641,1174,,Certificate in Heavy Vehicle Operation,TVEC,2020-10-14
642,1175,,Certificate in Nursing,NAITA,2022-11-19
643,1181,,A/L,Gem Group,2024-02-24
644,1181,,Certificate in Welding,Tea Corp,2015-09-10
645,1185,,Certificate in Masonry,VTA,2016-07-17
646,1185,NVQ Level 2,,Sri Plantations,2018-05-31
647,1186,,Certificate in Domestic Work,SLBFE Training Center,2020-09-14
648,1186,,Certificate in Domestic Work,NAITA,2025-08-25
649,1188,NVQ Level 5,,NAITA,2024-09-23
650,1189,,Diploma in IT,NAITA,2024-09-28
651,1196,,Diploma in Nursing,VTA,2024-07-05
652,1196,NVQ Level 1,,Island Group,2016-12-31
653,1197,,Certificate in Masonry,TVEC,2021-12-30
654,1198,,Diploma in Hospitality,NAITA,2017-03-29
655,1199,,Certificate in Domestic Work,TVEC,2018-07-30
656,1200,,Certificate in Electrical Work,SLBFE Training Center,2020-12-17
657,1202,,Diploma in Hospitality,VTA,2018-01-05
658,1203,,Diploma in Nursing,Island Solutions,2021-11-08
659,1204,,Certificate in Hospitality,Tech Co,2018-08-17
660,1208,,Certificate in Nursing,VTA,2016-02-08
661,1208,,Certificate in IT,TVEC,2018-08-04
662,1209,,Certificate in Heavy Vehicle Operation,Sri Plantations,2016-04-25
663,1209,,Certificate in Heavy Vehicle Operation,Gem Plantations,2020-11-04
664,1210,,Certificate in Domestic Work,Tea Enterprises,2025-07-04
665,1210,,Diploma in IT,SLBFE Training Center,2024-01-07
666,1213,,Certificate in Cooking,VTA,2022-10-31
667,1213,,Certificate in Cooking,Island Plantations,2020-02-05
668,1216,,O/L,Tech Ltd,2019-12-20
669,1216,,Certificate in Driving,NAITA,2017-01-19
670,1217,,Certificate in Caregiving,Apparel Pvt,2019-09-05
671,1217,,O/L,Gem Inc,2016-10-19
672,1218,,Certificate in Hospitality,VTA,2025-03-24
673,1228,NVQ Level 1,,Apparel Ltd,2020-07-31
674,1228,,Certificate in Caregiving,NAITA,2021-11-05
675,1230,,Certificate in Nursing,VTA,2024-08-21
676,1234,,Diploma in Hospitality,TVEC,2019-11-05
677,1234,,Bachelor's Degree,TVEC,2024-03-06
678,1235,,Certificate in Electrical Work,VTA,2017-10-26
679,1235,,Certificate in Driving,VTA,2024-12-19
680,1238,,Certificate in Welding,VTA,2018-09-27
681,1239,,Certificate in Masonry,SLBFE Training Center,2020-11-16
682,1239,,Certificate in Accounting,Lanka Inc,2017-07-04
683,1240,,Certificate in Electrical Work,TVEC,2025-06-25
684,1243,,Certificate in Domestic Work,VTA,2019-02-23
685,1247,,Certificate in Driving,TVEC,2020-09-14
686,1247,,Diploma in IT,NAITA,2021-05-06
687,1248,,Certificate in Nursing,Lanka Ltd,2023-04-25
688,1248,,Certificate in IT,NAITA,2025-04-23
689,1250,,Certificate in Driving,VTA,2020-07-08
690,1250,,O/L,TVEC,2017-04-21
691,1253,,O/L,TVEC,2023-07-09
692,1253,,O/L,NAITA,2017-05-23
693,1259,,O/L,NAITA,2016-05-09
694,1259,,O/L,SLBFE Training Center,2018-10-09
695,1262,,A/L,NAITA,2018-04-21
696,1262,,Certificate in Caregiving,NAITA,2017-02-07
697,1263,,Certificate in Caregiving,NAITA,2024-06-12
698,1263,,Certificate in Sewing,Tea Co,2025-08-22
699,1273,NVQ Level 3,,SLBFE Training Center,2021-09-09
700,1273,NVQ Level 3,,TVEC,2024-12-18
701,1275,,A/L,TVEC,2016-05-19
702,1275,,Bachelor's Degree,Tech Group,2021-12-05
703,1278,,Certificate in Heavy Vehicle Operation,VTA,2019-05-14
704,1280,,Bachelor's Degree,NAITA,2022-02-28
705,1289,NVQ Level 3,,Lanka Enterprises,2018-08-08
706,1289,,Diploma in Hospitality,Lanka Corp,2018-02-16
707,1294,,Certificate in Hospitality,VTA,2023-09-05
708,1296,NVQ Level 4,,NAITA,2025-08-02
709,1300,NVQ Level 2,,SLBFE Training Center,2025-07-24
710,1302,,Certificate in Hospitality,TVEC,2024-10-31
711,1307,,O/L,VTA,2023-04-03
712,1308,,O/L,TVEC,2023-02-16
713,1308,,Certificate in Driving,VTA,2023-04-01
714,1311,NVQ Level 4,,SLBFE Training Center,2022-12-24
715,1311,,Certificate in IT,Gem Inc,2020-11-29
716,1314,,Master's Degree,TVEC,2016-07-05
717,1314,NVQ Level 4,,SLBFE Training Center,2019-02-07
718,1319,,Certificate in Nursing,VTA,2017-10-09
719,1319,,Certificate in Welding,TVEC,2024-04-18
720,1320,,Certificate in Welding,VTA,2024-06-01
721,1321,,Diploma in IT,SLBFE Training Center,2016-10-12
722,1324,,Certificate in Heavy Vehicle Operation,Lanka Ltd,2019-01-07
723,1326,,Certificate in Cooking,SLBFE Training Center,2018-11-01
724,1326,,A/L,TVEC,2020-12-17
725,1328,,Certificate in Driving,VTA,2016-08-23
726,1328,,Certificate in Heavy Vehicle Operation,TVEC,2016-11-30
727,1331,,Certificate in Caregiving,TVEC,2017-12-20
728,1331,,Certificate in Hospitality,Gem Ltd,2019-11-10
729,1333,,Diploma in IT,NAITA,2017-12-21
730,1333,,Certificate in Sewing,Tech Co,2023-04-18
731,1337,,Certificate in Plumbing,VTA,2021-02-14
732,1337,,Diploma in IT,VTA,2020-07-15
733,1340,,Certificate in Heavy Vehicle Operation,VTA,2023-08-16
734,1340,,Certificate in Heavy Vehicle Operation,VTA,2019-02-21
735,1341,,Certificate in Electrical Work,Tech Plantations,2024-01-24
736,1341,,Certificate in Welding,SLBFE Training Center,2023-02-08
737,1347,,Diploma in IT,Lanka Corp,2024-11-01
738,1349,,Certificate in Hospitality,Tea Solutions,2020-11-04
739,1349,NVQ Level 3,,VTA,2018-08-17
740,1350,,O/L,SLBFE Training Center,2017-08-05
741,1350,,Certificate in Caregiving,VTA,2025-07-21
742,1353,,Certificate in Electrical Work,SLBFE Training Center,2022-01-18
743,1356,NVQ Level 4,,SLBFE Training Center,2019-03-21
744,1356,,Certificate in Sewing,SLBFE Training Center,2022-11-03
745,1359,NVQ Level 4,,NAITA,2022-02-16
746,1359,NVQ Level 4,,Tech Co,2020-07-10
747,1371,,O/L,Apparel Solutions,2021-02-07
748,1371,,O/L,NAITA,2020-03-14
749,1373,,O/L,NAITA,2023-11-01
750,1373,,Certificate in Nursing,NAITA,2022-01-03
751,1375,,Certificate in Electrical Work,VTA,2021-11-08
752,1378,,Certificate in Welding,SLBFE Training Center,2017-01-09
753,1378,,O/L,Gem Ltd,2018-04-16
754,1380,,Certificate in Sewing,TVEC,2020-06-26
755,1384,,Certificate in Electrical Work,TVEC,2017-08-13
756,1384,,Certificate in IT,SLBFE Training Center,2024-04-16
757,1386,,Certificate in Cooking,VTA,2024-01-11
758,1386,,Certificate in Welding,VTA,2017-07-05
759,1388,,Certificate in Plumbing,VTA,2016-11-11
760,1389,NVQ Level 4,,NAITA,2017-09-02
761,1394,NVQ Level 4,,TVEC,2024-09-28
762,1395,NVQ Level 4,,NAITA,2021-05-01
763,1398,,O/L,SLBFE Training Center,2016-09-04
764,1398,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2019-06-18
765,1402,,Certificate in Driving,NAITA,2022-05-19
766,1404,,Certificate in Sewing,NAITA,2025-04-22
767,1409,,Certificate in Domestic Work,VTA,2023-01-12
768,1410,,Certificate in Carpentry,TVEC,2020-05-22
769,1410,,Bachelor's Degree,Island Solutions,2023-07-02
770,1411,,Certificate in Cooking,SLBFE Training Center,2022-03-27
771,1415,,Master's Degree,NAITA,2019-03-07
772,1422,,Certificate in Accounting,VTA,2023-08-28
773,1427,NVQ Level 4,,VTA,2023-12-12
774,1434,NVQ Level 4,,VTA,2019-12-10
775,1435,,Certificate in Hospitality,NAITA,2018-06-19
776,1435,,Diploma in IT,SLBFE Training Center,2021-01-21
777,1440,,Certificate in Heavy Vehicle Operation,VTA,2020-07-22
778,1440,,Bachelor's Degree,Gem Pvt,2023-05-27
779,1442,,Certificate in Domestic Work,NAITA,2023-05-16
780,1443,,Certificate in Cooking,NAITA,2023-04-01
781,1445,,Certificate in Cooking,VTA,2023-11-20
782,1445,NVQ Level 5,,NAITA,2023-04-29
783,1446,,Certificate in Driving,Tea Group,2020-01-27
784,1446,,Certificate in Heavy Vehicle Operation,TVEC,2018-12-02
785,1450,,Diploma in Hospitality,VTA,2017-04-15
786,1453,,Certificate in Plumbing,TVEC,2023-03-07
787,1456,,Certificate in Masonry,Construction Pvt,2018-05-16
788,1458,,Certificate in Heavy Vehicle Operation,VTA,2022-11-07
789,1458,,Certificate in Masonry,Sri Corp,2017-02-11
790,1460,NVQ Level 4,,NAITA,2020-11-19
791,1460,,Certificate in Driving,NAITA,2021-02-04
792,1462,NVQ Level 5,,TVEC,2023-02-08
793,1462,NVQ Level 2,,TVEC,2016-07-24
794,1463,,Diploma in Hospitality,TVEC,2019-05-14
795,1467,,Certificate in Welding,Gem Enterprises,2017-11-26
796,1468,,Certificate in Electrical Work,TVEC,2025-04-03
797,1468,,Certificate in Caregiving,TVEC,2018-01-25
798,1471,,Certificate in Hospitality,SLBFE Training Center,2017-05-04
799,1474,NVQ Level 2,,NAITA,2019-11-24
800,1474,,Certificate in Accounting,Tea Enterprises,2016-10-11
801,1475,NVQ Level 2,,Tea Corp,2021-08-26
802,1475,,Master's Degree,SLBFE Training Center,2024-01-17
803,1476,,A/L,Tea Enterprises,2016-04-01
804,1477,,Certificate in IT,VTA,2023-07-06
805,1481,,Master's Degree,NAITA,2022-11-21
806,1481,,Certificate in Domestic Work,SLBFE Training Center,2019-08-06
807,1484,,Certificate in Accounting,SLBFE Training Center,2018-09-25
808,1484,,Certificate in Cooking,NAITA,2021-01-30
809,1485,NVQ Level 5,,TVEC,2017-03-03
810,1485,NVQ Level 4,,SLBFE Training Center,2017-07-26
811,1486,,O/L,VTA,2025-01-07
812,1486,NVQ Level 4,,TVEC,2020-09-27
813,1487,,Certificate in Masonry,VTA,2022-12-04
814,1489,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2015-09-10
815,1489,NVQ Level 3,,TVEC,2018-07-25
816,1490,,Certificate in Electrical Work,SLBFE Training Center,2019-10-07
817,1492,,Diploma in IT,VTA,2017-04-23
818,1493,,Certificate in Driving,Construction Group,2024-10-17
819,1493,,Certificate in Driving,SLBFE Training Center,2022-03-10
820,1496,,Certificate in Masonry,Lanka Ltd,2020-08-20
821,1497,,Certificate in Welding,VTA,2016-04-27
822,1497,,Certificate in Welding,Gem Co,2016-04-09
823,1500,,Diploma in Nursing,TVEC,2020-10-09
824,1500,,A/L,SLBFE Training Center,2023-11-17
825,1502,,Certificate in Masonry,TVEC,2017-02-27
826,1503,NVQ Level 4,,TVEC,2019-01-14
827,1503,NVQ Level 3,,NAITA,2024-07-30
828,1505,NVQ Level 3,,TVEC,2016-07-24
829,1505,,Certificate in Caregiving,NAITA,2021-05-06
830,1506,NVQ Level 4,,TVEC,2025-02-05
831,1506,,Diploma in IT,TVEC,2020-01-07
832,1511,,Certificate in Cooking,TVEC,2023-07-03
833,1511,,Certificate in IT,VTA,2020-06-20
834,1512,,Diploma in Hospitality,VTA,2023-08-31
835,1513,,Certificate in Caregiving,Tea Plantations,2018-11-12
836,1513,,A/L,SLBFE Training Center,2019-10-02
837,1515,,Certificate in Heavy Vehicle Operation,VTA,2023-06-13
838,1521,,Certificate in Electrical Work,NAITA,2017-08-06
839,1521,,Certificate in Electrical Work,Ceylon Enterprises,2016-12-26
840,1522,NVQ Level 3,,NAITA,2019-02-14
841,1525,,Certificate in Electrical Work,TVEC,2021-09-20
842,1530,,Certificate in Hospitality,NAITA,2016-08-01
843,1531,,Certificate in Electrical Work,NAITA,2019-06-13
844,1540,,Diploma in Hospitality,VTA,2025-06-14
845,1544,,Bachelor's Degree,NAITA,2017-04-06
846,1544,,O/L,Island Enterprises,2020-07-31
847,1547,,Diploma in Nursing,VTA,2023-07-06
848,1548,NVQ Level 3,,NAITA,2021-07-31
849,1548,,O/L,TVEC,2021-09-10
850,1552,,Certificate in Masonry,Hotel Inc,2019-03-31
851,1552,,O/L,TVEC,2023-05-17
852,1553,,O/L,TVEC,2021-05-13
853,1553,,Certificate in Caregiving,NAITA,2023-04-11
854,1555,,Certificate in Accounting,NAITA,2022-04-08
855,1556,,Diploma in Nursing,VTA,2021-08-27
856,1561,NVQ Level 1,,NAITA,2023-04-29
857,1561,,Certificate in Welding,Island Corp,2024-03-02
858,1574,,O/L,VTA,2017-09-27
859,1575,NVQ Level 4,,SLBFE Training Center,2017-06-14
860,1575,,O/L,SLBFE Training Center,2025-02-07
861,1576,,Certificate in Welding,SLBFE Training Center,2020-09-28
862,1578,,Certificate in Masonry,Tech Solutions,2017-11-04
863,1578,,Certificate in Welding,SLBFE Training Center,2025-03-12
864,1580,,Certificate in Domestic Work,Apparel Group,2018-11-19
865,1580,,Certificate in Welding,VTA,2020-08-08
866,1581,,Diploma in IT,VTA,2022-03-08
867,1581,,Certificate in IT,NAITA,2023-03-06
868,1583,,Diploma in Nursing,TVEC,2021-11-22
869,1583,,Certificate in Masonry,TVEC,2015-10-28
870,1584,NVQ Level 5,,TVEC,2024-04-11
871,1584,,Certificate in Driving,NAITA,2019-01-30
872,1587,,Bachelor's Degree,VTA,2018-03-26
873,1588,,A/L,Tech Plantations,2023-03-05
874,1596,,Certificate in Nursing,SLBFE Training Center,2020-12-21
875,1609,NVQ Level 3,,Hotel Group,2022-03-29
876,1609,,Certificate in Carpentry,VTA,2018-09-13
877,1610,,Certificate in Caregiving,SLBFE Training Center,2021-10-04
878,1610,NVQ Level 3,,TVEC,2020-07-11
879,1611,NVQ Level 2,,Tea Enterprises,2020-09-28
880,1611,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2018-10-03
881,1613,,Certificate in Hospitality,TVEC,2016-08-29
882,1617,,Certificate in Hospitality,TVEC,2018-10-24
883,1617,,Certificate in Driving,SLBFE Training Center,2017-03-26
884,1619,,Diploma in IT,NAITA,2022-11-05
885,1622,,O/L,NAITA,2024-02-21
886,1629,,Master's Degree,TVEC,2018-06-27
887,1629,,Diploma in IT,TVEC,2016-05-08
888,1636,,Certificate in Driving,Apparel Group,2021-09-25
889,1637,NVQ Level 3,,NAITA,2019-05-23
890,1637,,Certificate in Domestic Work,NAITA,2024-10-16
891,1642,,Certificate in Caregiving,SLBFE Training Center,2024-08-03
892,1642,,Certificate in Plumbing,TVEC,2016-05-31
893,1643,,Certificate in Welding,TVEC,2016-11-15
894,1646,NVQ Level 1,,TVEC,2021-12-14
895,1646,NVQ Level 3,,VTA,2023-02-17
896,1647,,Certificate in Electrical Work,VTA,2024-04-27
897,1647,NVQ Level 5,,SLBFE Training Center,2017-03-08
898,1650,,Diploma in Business,TVEC,2019-12-18
899,1651,,Certificate in Cooking,NAITA,2023-02-08
900,1651,,Certificate in Driving,Ceylon Group,2023-05-13
901,1653,,O/L,NAITA,2018-04-16
902,1656,,Certificate in Masonry,SLBFE Training Center,2022-10-10
