EmploymentID,PersonalID,EmploymentSector,Employer,Country,Occupation,StartDate,EndDate,DurationMonths
295,244,Healthcare & Nursing,Island Solutions,Qatar,Quality Control Inspector,2022-02-08,2025-04-14,39
296,245,Logistics & Warehousing,Sri Inc,Israel,Construction Supervisor,2017-07-13,2019-11-15,29
297,245,Engineering & Technical,Gem Ltd,Romania,Construction Supervisor,2023-11-03,2024-12-09,14
298,246,Agriculture & Fishery,Tech Inc,Japan,General Labourer,2011-08-01,2012-05-29,11
299,246,Education & Training,Tea Plantations,Kuwait,General Labourer,2013-04-12,2015-02-14,23
300,246,Construction,Construction Plantations,Kuwait,General Labourer,2016-06-24,2018-11-03,29
302,249,Retail & Sales,Lanka Inc,United Arab Emirates,Construction Supervisor,2011-01-15,2024-04-01,161
303,251,Retail & Sales,Tea Pvt,Qatar,Plumber,2019-10-28,2020-12-19,14
304,251,Facility Management,Hotel Inc,South Korea,Plumber,2024-06-22,2025-06-11,12
305,252,Logistics & Warehousing,Lanka Ltd,Kuwait,Packing Worker,2013-12-13,2024-03-31,126
306,254,Agriculture & Fishery,Hotel Pvt,Seychelles,Administrative Assistant,2013-10-24,2013-12-21,2
307,254,Cleaning Services,Tea Inc,Saudi Arabia,Administrative Assistant,2014-04-07,2018-01-07,46
308,254,Education & Training,Island Inc,Saudi Arabia,Administrative Assistant,2019-06-12,2022-02-12,33
309,254,Beauty & Personal Care,Tech Inc,Serbia,Administrative Assistant,2024-05-21,2025-06-20,14
310,256,Garment & Apparel,Construction Corp,Qatar,Plumber,2015-09-05,2023-06-19,95
311,258,Security Services,Tea Ltd,Maldives,Delivery Driver,2011-12-23,2015-10-19,47
312,258,Hospitality & Tourism,Gem Pvt,Qatar,Delivery Driver,2015-12-25,2024-02-01,99
313,259,Domestic Services,Island Corp,Saudi Arabia,Caregiver,2012-12-17,2020-06-10,92
314,261,Facility Management,Lanka Solutions,Romania,Warehouse Worker,2018-03-08,2018-11-24,9
315,261,Textile & Sewing,Island Corp,Romania,Warehouse Worker,2019-06-06,2023-11-11,54
316,262,Domestic Services,Ceylon Inc,Kuwait,Housemaid,2012-04-06,2021-08-08,114
317,263,IT & Professional Services,Gem Plantations,Saudi Arabia,Nurse,2021-05-25,2021-09-14,4
318,263,Domestic Services,Tech Plantations,Qatar,Nurse,2022-02-04,2022-07-06,6
319,263,IT & Professional Services,Hotel Group,Kuwait,Nurse,2022-07-11,2022-12-13,6
320,263,Driving & Transportation,Tech Enterprises,United Kingdom,Nurse,2023-03-11,2023-04-20,2
321,264,Cleaning Services,Sri Corp,Malaysia,Delivery Driver,2012-02-12,2019-01-17,85
322,264,Security Services,Lanka Co,Bahrain,Delivery Driver,2019-01-17,2021-11-28,35
323,266,Retail & Sales,Ceylon Corp,Malaysia,Logistics Coordinator,2015-11-23,2021-11-03,73
324,266,Education & Training,Lanka Pvt,Qatar,Logistics Coordinator,2023-03-25,2023-06-21,3
325,268,Agriculture & Fishery,Construction Plantations,Bahrain,Gardener,2012-12-05,2015-06-16,31
326,268,Retail & Sales,Tech Ltd,Qatar,Gardener,2024-05-03,2024-08-20,4
327,270,Healthcare & Nursing,Gem Solutions,Saudi Arabia,Caregiver,2017-11-05,2019-07-14,21
328,270,Domestic Services,Gem Group,Qatar,Caregiver,2023-08-31,2024-07-17,11
329,271,Domestic Services,Tech Enterprises,Kuwait,Housemaid,2019-03-30,2021-02-18,24
330,271,Domestic Services,Hotel Enterprises,Saudi Arabia,Housemaid,2021-06-17,2021-06-24,1
331,271,Cleaning Services,Tech Inc,Qatar,Housemaid,2022-06-27,2022-08-11,2
333,272,Beauty & Personal Care,Island Pvt,United Arab Emirates,Nursing Assistant,2011-03-20,2011-08-12,5
334,272,Beauty & Personal Care,Gem Group,United Arab Emirates,Nursing Assistant,2011-09-19,2014-10-17,38
335,274,Logistics & Warehousing,Lanka Inc,Saudi Arabia,Bar Bender,2015-03-27,2015-05-31,3
336,274,Education & Training,Sri Group,Qatar,Bar Bender,2017-10-18,2021-01-28,40
337,274,Manufacturing,Gem Inc,Canada,Bar Bender,2022-11-26,2023-12-13,13
338,276,Driving & Transportation,Sri Inc,Saudi Arabia,Construction Helper,2012-04-28,2013-06-14,14
339,276,Textile & Sewing,Tech Inc,Qatar,Construction Helper,2016-12-13,2017-06-26,7
340,276,Hospitality & Tourism,Sri Group,Kuwait,Construction Helper,2020-01-19,2020-09-08,8
342,277,Engineering & Technical,Tech Enterprises,Kuwait,Construction Helper,2015-12-31,2021-10-09,71
343,279,Domestic Services,Construction Solutions,Saudi Arabia,Housemaid,2014-04-02,2015-11-01,20
344,279,Cleaning Services,Apparel Inc,Saudi Arabia,Housemaid,2016-09-11,2017-12-06,16
345,279,Domestic Services,Ceylon Ltd,United Arab Emirates,Housemaid,2022-08-22,2023-09-26,14
347,280,Retail & Sales,Hotel Ltd,United Arab Emirates,Bar Bender,2016-08-20,2018-03-27,20
348,280,Logistics & Warehousing,Lanka Corp,Jordan,Bar Bender,2018-05-28,2019-03-23,10
349,280,Garment & Apparel,Tech Enterprises,Saudi Arabia,Bar Bender,2022-06-26,2024-10-01,28
350,283,Cleaning Services,Gem Plantations,Qatar,Technician,2022-05-31,2024-05-30,25
351,285,Driving & Transportation,Gem Ltd,Kuwait,Delivery Driver,2012-08-02,2017-04-16,58
352,285,Engineering & Technical,Apparel Pvt,Oman,Delivery Driver,2018-12-19,2023-08-26,58
353,286,Healthcare & Nursing,Gem Solutions,Saudi Arabia,Construction Helper,2013-05-18,2013-08-01,3
354,290,Textile & Sewing,Ceylon Group,Serbia,Janitor,2011-08-19,2011-09-04,1
356,291,Healthcare & Nursing,Tea Solutions,Saudi Arabia,Teacher Assistant,2014-08-24,2023-08-24,110
358,294,Retail & Sales,Ceylon Corp,United Arab Emirates,Delivery Driver,2011-11-26,2012-03-22,4
359,294,Healthcare & Nursing,Tech Inc,Kuwait,Delivery Driver,2017-01-03,2017-01-08,1
360,294,Hospitality & Tourism,Hotel Ltd,Romania,Delivery Driver,2017-10-23,2019-05-11,19
361,294,IT & Professional Services,Hotel Solutions,Saudi Arabia,Delivery Driver,2019-12-02,2021-09-16,22
362,295,Driving & Transportation,Hotel Plantations,Kuwait,Heavy Vehicle Operator,2011-03-03,2019-05-16,100
363,295,Beauty & Personal Care,Construction Group,Malaysia,Heavy Vehicle Operator,2020-06-08,2021-07-18,14
365,296,Domestic Services,Island Pvt,Kuwait,Housemaid,2011-07-25,2012-02-26,8
366,296,Cleaning Services,Ceylon Enterprises,United Arab Emirates,Housemaid,2012-06-17,2012-07-02,1
367,296,Domestic Services,Tech Ltd,United Arab Emirates,Housemaid,2012-08-21,2014-12-13,29
368,296,Cleaning Services,Ceylon Co,United Arab Emirates,Housemaid,2015-10-16,2020-09-19,60
369,297,Logistics & Warehousing,Gem Enterprises,Lebanon,Laundry Worker,2012-12-27,2021-12-25,110
370,297,Education & Training,Island Co,Qatar,Laundry Worker,2024-04-05,2025-06-22,15
371,300,Logistics & Warehousing,Apparel Co,Saudi Arabia,Nursing Assistant,2010-09-16,2020-06-23,119
372,302,Hospitality & Tourism,Tech Group,Saudi Arabia,Fishery Worker,2015-08-03,2020-06-08,60
373,303,Hospitality & Tourism,Tea Inc,Saudi Arabia,General Labourer,2024-02-03,2024-07-07,6
374,304,Security Services,Apparel Inc,United Arab Emirates,Maintenance Worker,2011-08-15,2016-05-17,58
375,304,Engineering & Technical,Ceylon Co,Qatar,Maintenance Worker,2018-12-23,2024-08-17,69
376,305,Agriculture & Fishery,Sri Enterprises,United Kingdom,Laundry Worker,2020-02-24,2023-02-23,37
377,307,Logistics & Warehousing,Hotel Inc,United Arab Emirates,Agricultural Worker,2011-08-02,2025-06-30,170
378,308,Security Services,Tech Pvt,Saudi Arabia,Security Guard,2018-12-03,2019-01-26,2
379,309,Garment & Apparel,Construction Co,United Arab Emirates,Shuttering Carpenter,2012-08-24,2014-07-30,24
380,309,Education & Training,Apparel Plantations,Seychelles,Shuttering Carpenter,2015-03-26,2019-12-17,58
381,310,Cleaning Services,Sri Inc,United Arab Emirates,Nursing Assistant,2017-07-19,2025-07-11,98
382,311,Textile & Sewing,Sri Co,Oman,Bar Bender,2011-07-09,2024-02-23,154
383,311,Cleaning Services,Hotel Enterprises,United Kingdom,Bar Bender,2024-05-04,2024-11-18,7
384,312,Cleaning Services,Ceylon Inc,Qatar,Housemaid,2014-12-07,2016-02-01,15
385,312,Domestic Services,Hotel Group,United Arab Emirates,Housemaid,2017-02-12,2022-01-02,60
386,313,Driving & Transportation,Ceylon Co,Saudi Arabia,Electrician,2011-05-10,2014-04-03,36
387,313,Cleaning Services,Tech Inc,Saudi Arabia,Electrician,2020-01-05,2022-01-09,25
388,315,Driving & Transportation,Tech Plantations,Saudi Arabia,Security Guard,2016-03-14,2017-05-10,15
389,315,Construction,Sri Plantations,United Arab Emirates,Security Guard,2018-02-08,2019-01-09,12
390,315,IT & Professional Services,Ceylon Pvt,Saudi Arabia,Security Guard,2020-04-22,2024-11-10,56
391,318,Garment & Apparel,Hotel Co,United Arab Emirates,Delivery Driver,2014-07-31,2017-08-31,38
392,318,Domestic Services,Apparel Corp,Saudi Arabia,Delivery Driver,2020-05-14,2024-07-29,52
393,321,Facility Management,Construction Co,Russia,Waiter,2011-05-29,2011-09-09,4
394,321,Beauty & Personal Care,Tea Enterprises,Qatar,Waiter,2011-09-16,2015-08-05,48
395,321,Domestic Services,Construction Enterprises,Maldives,Waiter,2017-07-04,2025-08-06,99
396,322,Domestic Services,Apparel Inc,Kuwait,Housemaid,2023-07-24,2023-11-01,4
397,322,Domestic Services,Gem Ltd,Qatar,Housemaid,2024-01-16,2024-12-09,11
398,323,Retail & Sales,Tea Ltd,Saudi Arabia,Domestic Worker,2015-01-28,2015-03-15,2
399,323,Security Services,Apparel Plantations,United Arab Emirates,Domestic Worker,2015-07-22,2016-08-06,13
400,323,IT & Professional Services,Gem Ltd,New Zealand,Domestic Worker,2017-05-13,2017-08-03,3
401,323,Retail & Sales,Construction Corp,United Arab Emirates,Domestic Worker,2017-12-16,2019-06-01,18
402,324,Garment & Apparel,Island Solutions,Malaysia,Agricultural Worker,2015-06-16,2022-07-05,86
403,324,Garment & Apparel,Tech Inc,Qatar,Agricultural Worker,2024-05-06,2025-06-20,14
404,325,Cleaning Services,Gem Plantations,Saudi Arabia,Fishery Worker,2011-08-04,2024-10-26,162
405,326,Security Services,Hotel Pvt,Kuwait,Construction Supervisor,2018-02-08,2018-02-15,1
406,326,Facility Management,Tea Group,Saudi Arabia,Construction Supervisor,2018-03-11,2018-10-12,8
407,326,Agriculture & Fishery,Apparel Pvt,Kuwait,Construction Supervisor,2019-02-27,2020-12-24,23
408,326,Construction,Lanka Inc,Kuwait,Construction Supervisor,2024-02-15,2025-01-28,12
409,328,Textile & Sewing,Ceylon Co,Saudi Arabia,Sewing Machine Operator,2014-12-06,2019-03-24,53
410,330,Domestic Services,Hotel Enterprises,Israel,Caregiver,2014-10-20,2015-12-12,14
411,330,Domestic Services,Hotel Enterprises,Kuwait,Caregiver,2021-09-18,2022-04-24,8
412,331,Retail & Sales,Tech Inc,Qatar,Nurse,2019-11-04,2023-12-20,51
413,333,Manufacturing,Tea Enterprises,Qatar,Beautician,2011-03-25,2011-12-09,9
414,333,Healthcare & Nursing,Apparel Ltd,Oman,Beautician,2014-07-02,2016-06-12,24
416,334,Healthcare & Nursing,Tech Enterprises,Qatar,Caregiver,2012-05-26,2012-11-14,6
417,334,Domestic Services,Sri Inc,United Arab Emirates,Caregiver,2014-06-12,2018-03-12,46
418,335,Cleaning Services,Construction Group,United Arab Emirates,Electrician,2011-11-15,2012-04-17,6
419,335,Domestic Services,Construction Ltd,South Korea,Electrician,2012-05-20,2014-03-26,23
421,337,Driving & Transportation,Tech Group,Qatar,Driver,2017-02-10,2017-02-14,1
422,337,Driving & Transportation,Sri Solutions,United Arab Emirates,Driver,2018-04-05,2019-06-19,15
423,337,Driving & Transportation,Lanka Corp,Saudi Arabia,Driver,2024-06-10,2024-06-26,1
424,339,Cleaning Services,Apparel Solutions,United Arab Emirates,Housemaid,2023-11-12,2024-10-17,12
425,341,Agriculture & Fishery,Tea Pvt,Qatar,General Labourer,2012-12-26,2014-01-21,14
426,341,Construction,Hotel Pvt,Saudi Arabia,General Labourer,2015-05-24,2015-09-24,5
427,341,Domestic Services,Tech Inc,Japan,General Labourer,2018-12-02,2019-03-03,4
428,341,Manufacturing,Island Solutions,Singapore,General Labourer,2019-05-09,2021-09-13,29
429,342,Cleaning Services,Ceylon Plantations,Kuwait,Housemaid,2013-01-05,2020-10-18,95
430,342,Domestic Services,Hotel Ltd,Kuwait,Housemaid,2022-04-01,2024-03-29,25
431,343,Beauty & Personal Care,Island Inc,Saudi Arabia,General Labourer,2010-10-31,2011-02-06,4
432,343,Hospitality & Tourism,Lanka Solutions,United Arab Emirates,General Labourer,2012-12-29,2015-09-05,33
433,343,Engineering & Technical,Apparel Corp,Saudi Arabia,General Labourer,2015-12-25,2024-07-06,104
434,344,Textile & Sewing,Hotel Enterprises,New Zealand,Gardener,2019-06-18,2019-09-08,3
435,344,Driving & Transportation,Island Solutions,United Arab Emirates,Gardener,2020-02-29,2020-04-30,3
436,344,Agriculture & Fishery,Ceylon Ltd,Maldives,Gardener,2022-06-08,2024-11-08,30
437,345,Hospitality & Tourism,Hotel Solutions,Cyprus,Construction Helper,2013-12-14,2018-01-21,50
438,345,Textile & Sewing,Construction Solutions,Romania,Construction Helper,2020-03-16,2020-07-13,4
439,345,Beauty & Personal Care,Lanka Enterprises,United Arab Emirates,Construction Helper,2021-04-27,2023-06-17,27
440,347,IT & Professional Services,Tea Plantations,United Arab Emirates,Mason,2023-11-06,2023-12-19,2
441,347,Textile & Sewing,Sri Corp,Kuwait,Mason,2024-02-21,2025-03-01,13
442,350,Manufacturing,Apparel Pvt,Jordan,Domestic Worker,2014-05-06,2023-03-26,109
443,351,Retail & Sales,Construction Co,Saudi Arabia,Mason,2020-05-25,2022-07-22,27
444,352,Driving & Transportation,Tech Ltd,United Arab Emirates,Cook,2019-08-10,2019-08-10,1
446,353,Garment & Apparel,Lanka Corp,Qatar,Gardener,2012-06-16,2012-06-27,1
447,353,IT & Professional Services,Island Co,Maldives,Gardener,2012-07-02,2014-08-07,26
448,353,Domestic Services,Island Group,United Arab Emirates,Gardener,2015-03-21,2019-08-10,54
449,354,Facility Management,Gem Group,Israel,Technician,2015-08-10,2025-07-04,121
450,355,Hospitality & Tourism,Ceylon Co,Jordan,Electrician,2011-05-23,2021-04-05,121
451,356,Engineering & Technical,Apparel Inc,Qatar,General Labourer,2022-10-31,2023-01-26,3
452,357,IT & Professional Services,Tea Solutions,Cyprus,Electrician,2011-03-30,2012-05-05,14
453,357,Retail & Sales,Sri Ltd,United Arab Emirates,Electrician,2013-04-02,2013-07-16,4
454,357,Healthcare & Nursing,Ceylon Group,Saudi Arabia,Electrician,2013-08-13,2013-11-12,4
455,357,Manufacturing,Ceylon Ltd,United Arab Emirates,Electrician,2014-09-20,2025-06-03,131
456,361,Construction,Hotel Solutions,Saudi Arabia,Laundry Worker,2011-02-27,2011-10-04,8
457,361,Cleaning Services,Construction Co,Japan,Laundry Worker,2018-08-19,2024-06-08,71
458,363,Manufacturing,Gem Solutions,Qatar,Domestic Worker,2014-03-10,2019-03-04,61
459,363,Logistics & Warehousing,Ceylon Inc,Qatar,Domestic Worker,2019-10-10,2020-12-30,15
460,364,Garment & Apparel,Lanka Group,Cyprus,Shuttering Carpenter,2021-04-27,2024-01-22,34
461,365,Logistics & Warehousing,Tech Group,United Arab Emirates,Teacher Assistant,2023-02-02,2025-04-10,27
462,368,Healthcare & Nursing,Tea Corp,Saudi Arabia,Receptionist,2015-02-25,2018-05-17,40
463,368,Agriculture & Fishery,Lanka Inc,Maldives,Receptionist,2018-11-17,2022-07-24,45
464,370,Logistics & Warehousing,Gem Pvt,Qatar,Driver,2014-06-16,2018-04-26,47
465,370,Logistics & Warehousing,Tech Pvt,Saudi Arabia,Driver,2021-03-25,2022-11-19,21
466,371,Garment & Apparel,Lanka Plantations,United Arab Emirates,Technician,2012-05-30,2016-10-09,54
467,371,Engineering & Technical,Apparel Group,United Arab Emirates,Technician,2020-09-12,2021-07-10,11
468,371,Retail & Sales,Sri Enterprises,Serbia,Technician,2021-12-18,2023-11-27,24
469,372,Manufacturing,Tech Corp,Hong Kong,Barista,2015-02-09,2019-09-12,56
470,372,Hospitality & Tourism,Ceylon Inc,Seychelles,Barista,2021-08-11,2025-01-04,42
471,373,Agriculture & Fishery,Sri Co,Kuwait,Room Attendant,2011-04-15,2013-05-05,26
472,373,Manufacturing,Island Corp,Kuwait,Room Attendant,2017-07-31,2018-06-04,11
473,373,Facility Management,Island Pvt,United Arab Emirates,Room Attendant,2018-12-15,2022-09-28,47
474,374,Construction,Construction Pvt,Qatar,Construction Supervisor,2011-06-02,2012-07-06,14
475,374,Hospitality & Tourism,Construction Solutions,Maldives,Construction Supervisor,2014-06-13,2023-09-19,113
476,376,Domestic Services,Ceylon Corp,United Arab Emirates,Housemaid,2018-04-07,2019-12-16,21
477,379,IT & Professional Services,Lanka Pvt,Saudi Arabia,Security Guard,2015-01-20,2024-03-02,111
478,381,Hospitality & Tourism,Construction Group,Saudi Arabia,Logistics Coordinator,2023-02-17,2024-03-14,14
479,382,Driving & Transportation,Gem Inc,Kuwait,Beautician,2024-04-19,2025-06-13,14
480,383,IT & Professional Services,Tech Ltd,United Arab Emirates,Chef,2013-04-16,2016-03-15,36
481,384,Healthcare & Nursing,Hotel Solutions,Japan,Kitchen Helper,2015-11-04,2023-07-28,95
482,385,Retail & Sales,Tech Ltd,Singapore,Hairdresser,2018-11-04,2019-05-23,7
483,385,Driving & Transportation,Gem Ltd,Saudi Arabia,Hairdresser,2019-05-26,2020-11-18,19
484,389,Cleaning Services,Island Ltd,Qatar,Housemaid,2013-07-23,2018-08-12,62
485,389,Domestic Services,Ceylon Corp,Qatar,Housemaid,2019-10-07,2021-08-10,23
486,390,Security Services,Tech Pvt,Romania,Tailor,2014-10-09,2025-01-19,126
487,391,Garment & Apparel,Ceylon Plantations,Saudi Arabia,House Driver,2012-03-02,2015-12-05,46
488,391,Domestic Services,Island Corp,Qatar,House Driver,2024-05-18,2025-01-04,8
489,392,Hospitality & Tourism,Apparel Corp,Saudi Arabia,House Driver,2012-11-30,2018-01-07,63
490,392,Manufacturing,Sri Group,Romania,House Driver,2024-08-04,2025-07-31,13
491,393,Garment & Apparel,Ceylon Corp,Japan,Nurse,2011-07-01,2023-10-08,150
492,394,Garment & Apparel,Construction Solutions,Qatar,Technician,2011-03-09,2011-10-29,8
493,394,Facility Management,Lanka Corp,Oman,Technician,2013-02-21,2017-07-15,54
494,394,IT & Professional Services,Hotel Pvt,Serbia,Technician,2021-08-19,2022-07-07,11
495,394,Beauty & Personal Care,Ceylon Ltd,Kuwait,Technician,2022-07-28,2024-07-03,24
496,396,Garment & Apparel,Lanka Pvt,Japan,Receptionist,2011-06-10,2014-01-19,32
497,396,Retail & Sales,Tea Inc,United Kingdom,Receptionist,2014-06-24,2016-09-24,28
498,398,Manufacturing,Ceylon Pvt,Saudi Arabia,Domestic Worker,2016-09-12,2017-04-23,8
499,402,Textile & Sewing,Sri Plantations,Qatar,Technician,2011-08-03,2014-05-28,35
500,402,Logistics & Warehousing,Sri Corp,Saudi Arabia,Technician,2017-08-15,2017-09-03,1
501,402,IT & Professional Services,Lanka Ltd,Saudi Arabia,Technician,2019-06-26,2021-08-14,26
502,403,Healthcare & Nursing,Tea Solutions,Qatar,Construction Supervisor,2012-04-08,2016-07-24,53
503,403,IT & Professional Services,Island Corp,Kuwait,Construction Supervisor,2020-10-25,2025-05-24,56
504,406,Logistics & Warehousing,Hotel Plantations,United Arab Emirates,Carpenter,2018-03-16,2022-01-20,47
505,407,Security Services,Island Plantations,Maldives,General Labourer,2021-02-11,2023-07-08,30
506,407,Agriculture & Fishery,Island Corp,Kuwait,General Labourer,2023-12-21,2024-04-29,5
507,407,Engineering & Technical,Tech Enterprises,Cyprus,General Labourer,2024-07-29,2024-07-30,1
508,407,Cleaning Services,Ceylon Co,Qatar,General Labourer,2024-08-04,2024-11-29,4
509,408,Domestic Services,Island Enterprises,Kuwait,Housemaid,2023-07-18,2024-09-04,14
510,409,Security Services,Tea Enterprises,Maldives,Accountant,2014-08-07,2016-06-05,23
511,409,Education & Training,Gem Pvt,Singapore,Accountant,2016-09-12,2017-04-10,7
512,409,Agriculture & Fishery,Ceylon Inc,Lebanon,Accountant,2018-08-27,2022-12-25,53
513,410,Facility Management,Hotel Solutions,United Arab Emirates,Delivery Driver,2016-08-21,2019-05-18,34
514,410,Hospitality & Tourism,Sri Plantations,United Arab Emirates,Delivery Driver,2021-07-27,2022-07-22,12
515,410,Education & Training,Sri Enterprises,Saudi Arabia,Delivery Driver,2023-04-20,2023-06-03,2
516,411,Engineering & Technical,Apparel Group,Kuwait,Factory Worker,2012-04-30,2013-09-16,17
517,411,Manufacturing,Island Group,Maldives,Factory Worker,2014-01-02,2014-04-20,4
518,411,Domestic Services,Ceylon Pvt,Qatar,Factory Worker,2014-07-04,2019-06-20,61
519,412,Logistics & Warehousing,Hotel Ltd,Saudi Arabia,Construction Supervisor,2015-11-12,2015-12-11,1
520,412,Garment & Apparel,Sri Plantations,Kuwait,Construction Supervisor,2022-01-07,2023-06-05,18
521,414,IT & Professional Services,Ceylon Pvt,Oman,Maintenance Worker,2020-10-25,2022-12-31,27
522,414,Construction,Island Pvt,South Korea,Maintenance Worker,2024-02-19,2024-09-29,8
523,416,Security Services,Apparel Pvt,Kuwait,General Labourer,2010-11-01,2017-02-28,78
525,418,Cleaning Services,Apparel Inc,Kuwait,Machine Operator,2011-05-13,2019-04-28,97
526,420,Security Services,Tea Pvt,New Zealand,Gardener,2015-10-25,2021-03-17,66
